agi,agiint,agistr,agistrint,arcres,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,frores,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,splcritstrkrtng,splpwr,sta,str,versatility
,,,,,,,0.016666666666666666,16.0,,39.0,28.0,,9.39,120.0,,,16.0,110.0,,,39.0,28.0,9.39,3.6,Frostscythe of Lord Ahune,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,0.016666666666666666,17.0,,42.0,30.0,,10.12,120.0,,,17.0,119.0,,,42.0,30.0,10.12,3.6,Frostscythe of Lord Ahune,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,40.0,29.0,,9.68,100.0,,,15.0,115.0,,19.0,40.0,29.0,9.68,3.6,Ancient Jinyu Staff,,,,,Rare,85.0,17.0,,,,3.6,,,39.0,,
27.0,,,,,,,,18.0,,94.0,50.0,,20.12,100.0,,,,,,18.0,94.0,50.0,20.12,3.6,Spear of Xuen,,,,,Rare,85.0,17.0,,,,3.6,,,40.0,,
,,,,,,,0.002777777777777778,15.0,,39.0,29.0,,9.47,120.0,,,11.0,106.0,,,39.0,29.0,9.47,3.6,Runestaff of Nordrassil,,2.0,,,Epic,85.0,17.0,Prismatic socket,Prismatic socket,,3.6,,,38.0,,
,,,,,,,,14.0,,91.0,43.0,,18.72,120.0,,,18.0,,,,91.0,43.0,18.72,3.6,Axe of the Tauren Chieftains,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
27.0,,,,,,,,,,94.0,50.0,,20.12,100.0,,,16.0,,,19.0,94.0,50.0,20.12,3.6,Hozen Warrior Spear,,,,,Rare,86.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,17.0,,84.0,50.0,,18.69,120.0,,,12.0,,,,84.0,50.0,18.69,3.6,Zoid's Firelit Greatsword,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,37.0,22.0,
,,,,,,,,15.0,,100.0,53.0,,21.35,120.0,,,,,,19.0,100.0,53.0,21.35,3.6,"Bo-Ris, Horror in the Night",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,25.0,
,,,,,,,,16.0,,39.0,28.0,,9.39,120.0,,,14.0,107.0,,,39.0,28.0,9.39,3.6,Branch of Nordrassil,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,37.0,,
,,,,,,,,16.0,,84.0,50.0,,18.69,120.0,,,16.0,,,,84.0,50.0,18.69,3.6,"Reclaimed Ashkandi, Greatsword of the Brotherhood",,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
26.0,,,,,,,,,,93.0,49.0,,19.85,100.0,,,18.0,,,17.0,93.0,49.0,19.85,3.6,Pandaren Fishing Spear,,,,,Rare,86.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,17.0,,96.0,57.0,,21.33,120.0,,,18.0,,,,96.0,57.0,21.33,3.6,Greatsword of Frozen Hells,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,25.0,
,,,,,,,,14.0,,91.0,43.0,,18.72,120.0,,,,,,18.0,91.0,43.0,18.72,3.6,Reforged Trollbane,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,14.0,,39.0,28.0,,9.39,120.0,,,,110.0,,,39.0,28.0,9.39,3.6,Staff of Ammunae,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,18.0
,,,,,,,,,,94.0,50.0,,20.05,85.0,,,,,,,94.0,50.0,20.05,3.6,Ritual Headcleaver Halberd,,,,,Uncommon,90.0,17.0,,,,3.6,,,39.0,26.0,
,,,,,,,,,,89.0,53.0,,19.79,120.0,,,,,,,89.0,53.0,19.79,3.6,"Gurthalak, Voice of the Deeps",,,,,Epic,85.0,17.0,,,,3.6,,,39.0,26.0,
,,,,,,,,13.0,,39.0,28.0,,9.39,120.0,,,,110.0,,19.0,39.0,28.0,9.39,3.6,Jaina's Staff,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,18.0,,42.0,30.0,,10.12,100.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Dissector's Staff of Mutation,,,,,Rare,86.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,86.0,51.0,,19.1,120.0,,,,,,,86.0,51.0,19.1,3.6,"Gurthalak, Voice of the Deeps",,,,,Epic,85.0,17.0,,,,3.6,,,38.0,25.0,
,,,,,,,,17.0,,111.0,53.0,,22.82,120.0,,,,,,20.0,111.0,53.0,22.82,3.6,"Xal'atoh, Desecrated Image of Gorehowl",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,28.0,
,,,,,,,,16.0,,91.0,43.0,,18.72,120.0,,,16.0,,,,91.0,43.0,18.72,3.6,"Shalug'doom, the Axe of Unmaking",,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,Death knight,,,,91.0,54.0,,20.2,85.0,,,18.0,,,18.0,91.0,54.0,20.2,3.6,Heart-Lesion Runeblade,,,,,Uncommon,90.0,17.0,,,,3.6,,,40.0,27.0,
26.0,,,,,,,,,,91.0,48.0,,19.44,120.0,,,,,,,91.0,48.0,19.44,3.6,"Kiril, Fury of Beasts",,,,,Epic,85.0,17.0,,,,3.6,,,39.0,,35.0
25.0,,,,,,,,17.0,,88.0,47.0,,18.77,120.0,,,15.0,,,,88.0,47.0,18.77,3.6,Ranseur of Hatred,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,18.0,,93.0,49.0,,19.85,100.0,,,,,,17.0,93.0,49.0,19.85,3.6,Sturdy Yaungol Spear,,,,,Rare,86.0,17.0,,,,3.6,,,39.0,26.0,
25.0,,,,,,,,16.0,,88.0,47.0,,18.77,100.0,,,,,,16.0,88.0,47.0,18.77,3.6,Elementium Poleaxe,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,,,40.0,29.0,,9.68,120.0,,,,115.0,,,40.0,29.0,9.68,3.6,"Ti'tahk, the Steps of Time",,,,,Epic,85.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,16.0,,84.0,50.0,,18.69,120.0,,,,,,,84.0,50.0,18.69,3.6,Ruthless Gladiator's Greatsword,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
25.0,,,,,,,,17.0,,79.0,58.0,,19.08,120.0,,,,,,16.0,79.0,58.0,19.08,3.6,Fandral's Flamescythe,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,
,,,,,,,,18.0,,98.0,47.0,,20.17,120.0,,,,,,18.0,98.0,47.0,20.17,3.6,"Shin'ka, Execution of Dominion",,1.0,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,16.0,,84.0,50.0,,18.69,120.0,,,,,,,84.0,50.0,18.69,3.6,Vicious Gladiator's Greatsword,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
25.0,,,,,,,,16.0,,78.0,57.0,,18.79,120.0,,,,,,16.0,78.0,57.0,18.79,3.6,Malevolence,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,18.0,,92.0,55.0,,20.48,120.0,,,18.0,,,,92.0,55.0,20.48,3.6,"Lionheart Executioner, Reborn",,,,,Epic,90.0,17.0,,,,3.6,,,41.0,27.0,
,,,,,,,,18.0,,91.0,54.0,,20.2,100.0,,,18.0,,,,91.0,54.0,20.2,3.6,"Lionheart Blade, Reborn",,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,17.0,,46.0,33.0,,11.09,120.0,,,,127.0,,19.0,46.0,33.0,11.09,3.6,Gaze of Arrogance,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
26.0,,,,,,,,18.0,,82.0,60.0,,19.8,100.0,,,,,,18.0,82.0,60.0,19.8,3.6,Ghost Iron Staff,,,,,Rare,85.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,16.0,,39.0,28.0,,9.39,100.0,,,16.0,110.0,,,39.0,28.0,9.39,3.6,Rosethorn Staff,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,18.0,,43.0,33.0,,10.64,120.0,,,,126.0,,20.0,43.0,33.0,10.64,3.6,Invocation of the Dawn,,,,,Epic,90.0,17.0,,,,3.6,,,43.0,,
27.0,,,,,,,,18.0,,84.0,61.0,,20.24,120.0,,,,,,18.0,84.0,61.0,20.24,3.6,Inscribed Tiger Staff,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,103.0,62.0,,22.92,120.0,,,19.0,,,,103.0,62.0,22.92,3.6,Greatsword of Pride's Fall,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,28.0,
,,,,,,,,17.0,,100.0,59.0,,22.19,120.0,,,19.0,,,,100.0,59.0,22.19,3.6,Greatsword of Frozen Hells,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
,,,,,,,,16.0,,91.0,54.0,,20.2,100.0,,,19.0,,,,91.0,54.0,20.2,3.6,Swarming Cleaver of Ka'roz,,,,,Rare,86.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,20.0,,91.0,54.0,,20.2,120.0,,,15.0,,,,91.0,54.0,20.2,3.6,Starshatter,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
25.0,,,,,,,,16.0,,78.0,57.0,,18.79,120.0,,,,,,16.0,78.0,57.0,18.79,3.6,Thornwood Staff,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,20.0,,91.0,54.0,,20.2,120.0,,,15.0,,,,91.0,54.0,20.2,3.6,Starshatter,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,91.0,43.0,,18.72,120.0,,,17.0,,,16.0,91.0,43.0,18.72,3.6,Skullstealer Greataxe,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,,,82.0,49.0,,18.22,85.0,,,,,,,82.0,49.0,18.22,3.6,Irontree Greatsword,,,,,Uncommon,84.0,17.0,,,,3.6,,,36.0,24.0,
,,,,,,,,20.0,,104.0,49.0,,21.38,120.0,,,,,,13.0,104.0,49.0,21.38,3.6,"Uroe, Harbinger of Terror",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,25.0,
27.0,,,,,,,,,,94.0,50.0,,20.12,100.0,,,18.0,,,18.0,94.0,50.0,20.12,3.6,Malik's Stalwart Spear,,,,,Rare,86.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,11.0,,39.0,29.0,,9.47,120.0,,,,109.0,,19.0,39.0,29.0,9.47,3.6,"Sho'ravon, Greatstaff of Annihilation",,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,,
,,,,,,,,,,93.0,44.0,,19.12,120.0,,,17.0,,,16.0,93.0,44.0,19.12,3.6,Skullstealer Greataxe,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,25.0,
30.0,,,,,,,,20.0,,106.0,56.0,,22.62,120.0,,,,,,20.0,106.0,56.0,22.62,3.6,Prideful Gladiator's Pike,,,,813.0,Epic,90.0,17.0,,,,3.6,,,45.0,,
27.0,,,,,,,,18.0,,94.0,50.0,,20.12,100.0,,,17.0,,,,94.0,50.0,20.12,3.6,Amber Spear of Klaxxi'vess,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,17.0,,85.0,51.0,,18.89,120.0,,,,,,,85.0,51.0,18.89,3.6,Cataclysmic Gladiator's Greatsword,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,25.0,17.0
25.0,,,,,,,,18.0,,89.0,48.0,,19.04,120.0,,,16.0,,,,89.0,48.0,19.04,3.6,Ranseur of Hatred,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,
,,,,,,,,11.0,,39.0,28.0,,9.43,120.0,,,,109.0,,19.0,39.0,28.0,9.43,3.6,"Sho'ravon, Greatstaff of Annihilation",,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,,
,,,,,,,,16.0,,84.0,50.0,,18.69,100.0,,,16.0,,,,84.0,50.0,18.69,3.6,Blade of the Fearless,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,0.25,,,44.0,32.0,,10.64,100.0,,,28.0,126.0,,,44.0,32.0,10.64,3.6,Darktide Summoner Staff,,,,,Rare,90.0,17.0,,,,3.6,,,43.0,,
26.0,,,,,,,,20.0,,92.0,67.0,,22.19,120.0,,,,,,16.0,92.0,67.0,22.19,3.6,Kor'kron Spire of Supremacy,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,,
,,,,,,,,19.0,,42.0,30.0,,10.12,100.0,,,,119.0,,15.0,42.0,30.0,10.12,3.6,Wort Stirring Rod,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,,
28.0,,,,,,,,19.0,,100.0,53.0,,21.35,120.0,,,,,,19.0,100.0,53.0,21.35,3.6,Grievous Gladiator's Pike,,,,813.0,Epic,90.0,17.0,,,,3.6,,,43.0,,
,,,,,,,,17.0,,94.0,56.0,,20.91,85.0,,,,,,19.0,94.0,56.0,20.91,3.6,Karabor Greatsword,,,,,Uncommon,,17.0,,,,3.6,,,42.0,28.0,
27.0,,,,,,,,,,94.0,50.0,,20.12,120.0,,,14.0,,,20.0,94.0,50.0,20.12,3.6,"Screaming Tiger, Qiang's Unbreakable Polearm",,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,91.0,54.0,,20.2,120.0,,,18.0,,,,91.0,54.0,20.2,3.6,"Lionheart Champion, Reborn",,,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,39.0,28.0,,9.39,120.0,,,,110.0,,17.0,39.0,28.0,9.39,3.6,Chelley's Staff of Dark Mending,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,17.0
,,,,,,,,16.0,,45.0,32.0,,10.82,120.0,,,,123.0,,18.0,45.0,32.0,10.82,3.6,Gaze of Arrogance,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,,
,,,,,,,,16.0,,92.0,55.0,,20.48,120.0,,,17.0,,,,92.0,55.0,20.48,3.6,Greatsword of Frozen Hells,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,41.0,24.0,
,,,,,,,,,,41.0,30.0,,9.9,120.0,,,,117.0,,,41.0,30.0,9.9,3.6,"Ti'tahk, the Steps of Time",,,,,Epic,85.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,,,80.0,59.0,,19.37,85.0,,,,,,,80.0,59.0,19.37,3.6,Gas-Powered Stick,,,,,Uncommon,90.0,17.0,,,,3.6,,,,,
,,,,,,,,17.0,,39.0,28.0,,9.43,120.0,,,,112.0,,17.0,39.0,28.0,9.43,3.6,Archmage's Staff,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,
,,,,,,,,,,118.0,56.0,,24.29,100.0,,,,,,,118.0,56.0,24.29,3.6,Orgrimmar Axe,,,,,Rare,90.0,17.0,,,,3.6,,,,,
,,,,,,,,19.0,,43.0,31.0,,10.34,100.0,,,,121.0,,17.0,43.0,31.0,10.34,3.6,Iron Horde Ritual Staff,,,,,Rare,,17.0,,,,3.6,,,41.0,,
,,,,,,,,14.0,,91.0,54.0,,20.2,100.0,,,,,,20.0,91.0,54.0,20.2,3.6,Lightbreaker Greatsword,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,19.0,,39.0,29.0,,9.47,120.0,,,13.0,112.0,,,39.0,29.0,9.47,3.6,Spire of Scarlet Pain,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,
,,,,,,,,18.0,,86.0,51.0,,19.1,120.0,,,13.0,,,,86.0,51.0,19.1,3.6,Zoid's Firelit Greatsword,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,22.0,
,,,,,,,,16.0,,76.0,58.0,,18.75,120.0,,,,,,,76.0,58.0,18.75,3.6,Vicious Gladiator's Bonegrinder,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
,,,,,,,,16.0,,76.0,58.0,,18.75,120.0,,,,,,17.0,76.0,58.0,18.75,3.6,Pit Lord's Destroyer,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,17.0,,92.0,44.0,,18.92,120.0,,,,,,,92.0,44.0,18.92,3.6,Cataclysmic Gladiator's Decapitator,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,25.0,17.0
,,,,,,,,16.0,,84.0,50.0,,18.69,120.0,,,,,,,84.0,50.0,18.69,3.6,Vicious Gladiator's Greatsword,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
,,,,,,,,16.0,,91.0,43.0,,18.72,120.0,,,,,,,91.0,43.0,18.72,3.6,Ruthless Gladiator's Decapitator,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
,,,,,,,,,,39.0,28.0,,9.39,120.0,,,10.0,107.0,,,39.0,28.0,9.39,3.6,Smoldering Censer of Purity,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,37.0,,19.0
,,,,,,,,,,84.0,50.0,,18.69,120.0,,,16.0,,,16.0,84.0,50.0,18.69,3.6,Masterwork Elementium Deathblade,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,18.0,,98.0,47.0,,20.17,120.0,,,,,,18.0,98.0,47.0,20.17,3.6,Tyrannical Gladiator's Decapitator,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,,,39.0,29.0,,9.47,120.0,,,,109.0,,13.0,39.0,29.0,9.47,3.6,Visage of the Destroyer,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,,16.0
25.0,,,,,,,,17.0,,78.0,57.0,,18.86,120.0,,,,,,,78.0,57.0,18.86,3.6,Cataclysmic Gladiator's Staff,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,,17.0
,,,,,,,,18.0,,102.0,61.0,,22.7,120.0,,,19.0,,,,102.0,61.0,22.7,3.6,Greatsword of Pride's Fall,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,28.0,
30.0,,,,,,,,20.0,,106.0,56.0,,22.62,120.0,,,,,,20.0,106.0,56.0,22.62,3.6,Prideful Gladiator's Pike,,,,813.0,Epic,90.0,17.0,,,,3.6,,,45.0,,
28.0,,,,,,,,20.0,,88.0,65.0,,21.29,100.0,,,,,,18.0,88.0,65.0,21.29,3.6,Karabor Starsinger Staff,,,,,Rare,,17.0,,,,3.6,,,43.0,,
,,,,,,,,,,42.0,30.0,,10.12,85.0,,,,119.0,,,42.0,30.0,10.12,3.6,Frostbitten Staff,,,,,Uncommon,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,98.0,47.0,,20.17,120.0,,,,,,18.0,98.0,47.0,20.17,3.6,Tyrannical Gladiator's Decapitator,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,16.0,,76.0,58.0,,18.75,100.0,,,16.0,,,,76.0,58.0,18.75,3.6,Foe Reaper,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,,,39.0,28.0,,9.39,120.0,,,16.0,110.0,,16.0,39.0,28.0,9.39,3.6,Legacy of Arlokk,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,16.0,,76.0,58.0,,18.75,120.0,,,,,,17.0,76.0,58.0,18.75,3.6,Jeklik's Smasher,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,
25.0,,,,,,,,16.0,,78.0,57.0,,18.79,120.0,,,,,,16.0,78.0,57.0,18.79,3.6,Malevolence,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,
,,,,,,,,20.0,,98.0,47.0,,20.17,100.0,,,,,,14.0,98.0,47.0,20.17,3.6,Masterwork Spiritblade Decimator,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,91.0,54.0,,20.2,120.0,,,,,,18.0,91.0,54.0,20.2,3.6,Tyrannical Gladiator's Greatsword,,,,813.0,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
26.0,,,,,,,,,,93.0,49.0,,19.85,120.0,,,,,,,93.0,49.0,19.85,3.6,"Kiril, Fury of Beasts",,,,,Epic,85.0,17.0,,,,3.6,,,39.0,,36.0
,,,,,,,,92.0,,369.0,273.0,,89.18,120.0,,,,1054.0,,118.0,369.0,273.0,89.18,3.6,"Sho'ravon, Greatstaff of Annihilation",,,,,Epic,85.0,17.0,,,,3.6,,,356.0,,
,,,,,,,,16.0,,39.0,29.0,,9.47,120.0,,,15.0,109.0,,,39.0,29.0,9.47,3.6,Lightning Rod,,1.0,,,Epic,85.0,17.0,Prismatic socket,,,3.6,,,38.0,,
,,,,,,,,16.0,,76.0,58.0,,18.75,100.0,,,16.0,,,,76.0,58.0,18.75,3.6,Forged Elementium Mindcrusher,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,25.0,
,,,,,,,,16.0,,91.0,43.0,,18.72,120.0,,,,,,,91.0,43.0,18.72,3.6,Vicious Gladiator's Decapitator,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
,,,,,,,,12.0,,74.0,57.0,,18.24,100.0,,,18.0,,,,74.0,57.0,18.24,3.6,Armagedillo's Tail,,,,,Rare,81.0,17.0,,,,3.6,,,36.0,24.0,
237.0,,,,,,,,110.0,,739.0,546.0,,178.49,,,,,,,100.0,739.0,546.0,178.49,3.6,Fandral's Flamescythe,,,,,Epic,85.0,17.0,,,,3.6,,,356.0,,
,,,,,,,,13.0,,90.0,69.0,,22.19,120.0,,,,,,21.0,90.0,69.0,22.19,3.6,"Gar'tok, Strength of the Faithful",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
,,,,,,,,19.0,,102.0,48.0,,20.97,120.0,,,,,,19.0,102.0,48.0,20.97,3.6,"Shin'ka, Execution of Dominion",,1.0,,,Epic,90.0,17.0,,,,3.6,,,42.0,28.0,
,,,,,,,,14.0,,96.0,51.0,,20.53,120.0,,,,,,18.0,96.0,51.0,20.53,3.6,"Bo-Ris, Horror in the Night",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,41.0,24.0,
,,,,,,,,14.0,,91.0,54.0,,20.2,100.0,,,20.0,,,,91.0,54.0,20.2,3.6,Amber Flammard of Klaxxi'vess,,,,,Rare,90.0,17.0,,,,3.6,,,40.0,27.0,
26.0,,,,,,,,,,83.0,61.0,,20.02,85.0,,,,,,,83.0,61.0,20.02,3.6,Defective Soulgem Staff,,,,,Uncommon,90.0,17.0,,,,3.6,,,39.0,,
,,,,,,,,17.0,,86.0,51.0,,19.1,120.0,,,,,,,86.0,51.0,19.1,3.6,Ruthless Gladiator's Greatsword,,,,,Epic,85.0,17.0,,,,3.6,,,38.0,25.0,17.0
,,,,,,,,,,76.0,58.0,,18.75,100.0,,,15.0,,,17.0,76.0,58.0,18.75,3.6,Sorrow's End,,,,,Rare,85.0,17.0,,,,3.6,,,37.0,25.0,
25.0,,,,,,,,16.0,,78.0,57.0,,18.79,120.0,,,,,,,78.0,57.0,18.79,3.6,Vicious Gladiator's Staff,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,,16.0
,,,,,,,,16.0,,91.0,43.0,,18.72,120.0,,,,,,,91.0,43.0,18.72,3.6,Vicious Gladiator's Decapitator,,,,,Epic,85.0,17.0,,,,3.6,,,37.0,25.0,16.0
,,,,,,,,,,81.0,48.0,,18.01,85.0,,,,,,,81.0,48.0,18.01,3.6,Splinterspear Greatsword,,,,,Uncommon,81.0,17.0,,,,3.6,,,36.0,24.0,
,,,,,,,,105.0,,867.0,417.0,,178.42,,,,105.0,,,,867.0,417.0,178.42,3.6,"Shalug'doom, the Axe of Unmaking",,,,,Epic,85.0,17.0,,,,3.6,,,356.0,237.0,
,,,,,,,,18.0,,103.0,62.0,,22.92,120.0,,,19.0,,,,103.0,62.0,22.92,3.6,Greatsword of Pride's Fall,,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,46.0,28.0,
,,,,,,,,16.0,,104.0,55.0,,22.19,120.0,,,,,,20.0,104.0,55.0,22.19,3.6,"Bo-Ris, Horror in the Night",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,44.0,26.0,
,,,,,,,,14.0,,96.0,57.0,,21.33,120.0,,,,,,19.0,96.0,57.0,21.33,3.6,"Zerat, Malakk's Soulburning Greatsword",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,25.0,
25.0,,,,,,,,18.0,,100.0,53.0,,21.35,120.0,,,17.0,,,,100.0,53.0,21.35,3.6,"Shan-Dun, Breaker of Hope",,1.0,,,Epic,90.0,17.0,Prismatic socket,,,3.6,,,43.0,,
,,,,,,,,37.0,,85.0,65.0,,20.96,100.0,,,,,,,85.0,65.0,20.96,3.6,Beater's Beat Stick,,,,,Rare,90.0,17.0,,,,3.6,,,42.0,28.0,
,,,,,,,,19.0,,100.0,48.0,,20.57,100.0,,,,,,17.0,100.0,48.0,20.57,3.6,Iron Horde Waraxe,,,,,Rare,,17.0,,,,3.6,,,41.0,27.0,
,,,,,,,,17.0,,42.0,30.0,,10.12,120.0,,,19.0,119.0,,,42.0,30.0,10.12,3.6,"Jin'ya, Orb of the Waterspeaker",,1.0,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,Living Steel Weapon Chain,,,,,Uncommon,85.0,,,,,,,,,,
,,,,,,,,17.0,,102.0,48.0,,20.97,85.0,,,,,,19.0,102.0,48.0,20.97,3.6,Frostwolf Greataxe,,,,,Uncommon,,17.0,,,,3.6,,,42.0,28.0,
,,,,,,,,,,100.0,48.0,,20.57,120.0,,,18.0,,,18.0,100.0,48.0,20.57,3.6,"Bloodmoon, Reborn",,,,,Epic,90.0,17.0,,,,3.6,,,41.0,27.0,
27.0,,,,,,,,17.0,,94.0,50.0,,20.12,100.0,,,18.0,,,,94.0,50.0,20.12,3.6,Ritter's Rat Render,,,,,Rare,83.0,17.0,,,,3.6,,,40.0,,
,,,,,,Paladin,,16.0,,82.0,63.0,,20.21,85.0,,,,,,19.0,82.0,63.0,20.21,3.6,Sunsoul Warmaul,,,,,Uncommon,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,17.0,,42.0,30.0,,10.12,120.0,,,19.0,119.0,,,42.0,30.0,10.12,3.6,"Jin'ya, Orb of the Waterspeaker",,1.0,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
,,,,,,,,18.0,,98.0,47.0,,20.17,120.0,,,17.0,,,,98.0,47.0,20.17,3.6,Drakkari Decapitator,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,98.0,47.0,,20.17,120.0,,,,,,18.0,98.0,47.0,20.17,3.6,"Shin'ka, Execution of Dominion",,1.0,,,Epic,90.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,18.0,,42.0,30.0,,10.12,120.0,,,,119.0,,18.0,42.0,30.0,10.12,3.6,Inscribed Serpent Staff,,,,,Epic,90.0,17.0,,,,3.6,,,40.0,,
