agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,speedbonus,sta,str,strint,versatility
,,,39.0,,,,,50.0,,,12.0,,18.0,963.0,,,Bloodthirsty Pyrium Gauntlets,,,,Rare,,85.0,,10.0,,,,,,28.0,18.0,18.0,12.0
,,,39.0,,,,12.0,55.0,,,,,18.0,,,9.0,Gauntlets of Temporal Interference,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,25.0,18.0,18.0,
,,,10.0,,,,,55.0,,,12.0,,15.0,,,,Woundsplicer Handwraps,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,9.0
,,,39.0,,,12.0,,55.0,,,9.0,,15.0,,,,Plated Fists of Provocation,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,15.0,15.0,
,,,10.0,,,,,50.0,,,,,18.0,970.0,,12.0,Bloodthirsty Fireweave Gloves,,,,Rare,,85.0,,10.0,,,,,,28.0,,,12.0
15.0,15.0,,26.0,,,,,55.0,,,,,15.0,,,7.0,Clawshaper Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,13.0
,,,10.0,,,13.0,,40.0,,,10.0,,18.0,,,,Corruption Resistant Gloves,,,,Uncommon,,,,10.0,,,,,,28.0,,,
,,,10.0,,,,,50.0,,,12.0,,18.0,,,,Dolomite Adorned Gloves,,,,Rare,,81.0,,10.0,,,,,,28.0,,,12.0
,,,37.0,,,9.0,,40.0,,,14.0,,18.0,,,,Catapult Loader's Gloves,,,,Uncommon,,,,10.0,,,,,,27.0,18.0,18.0,
18.0,18.0,,17.0,,,,,40.0,,,,,18.0,,,,Dandred Gloves,,,,Uncommon,,82.0,,10.0,,,,,,27.0,,,
,,,340.0,Warrior,,,,,,,75.0,,178.0,,,82.0,Handguards of the Molten Giant,,,,Epic,,85.0,,10.0,,,,,,267.0,178.0,178.0,
,,,47.0,Death knight,,7.0,,55.0,,,,,17.0,1201.0,,15.0,Handguards of Cyclopean Dread,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,34.0,17.0,17.0,
17.0,17.0,,21.0,,,13.0,,55.0,,,10.0,,17.0,,,,Siid's Silent Stranglers,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,34.0,,,
,,,13.0,Mage,,12.0,,55.0,,,12.0,,17.0,1194.0,,,Chronomancer Gloves,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,34.0,,,
17.0,17.0,,21.0,Druid,,12.0,,55.0,,,,,17.0,1199.0,,12.0,Grips of the Shattered Vale,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,34.0,,,
,,,46.0,Paladin,,15.0,,55.0,,,12.0,,20.0,-1082.0,,,Prideful Gladiator's Scaled Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,34.0,20.0,20.0,
,,,12.0,,,,,50.0,,,14.0,,23.0,,,16.0,Grips of Power,,,,Rare,,90.0,,10.0,,,,,,34.0,,,
19.0,19.0,,21.0,,,12.0,,55.0,,,13.0,,19.0,,,,Grips of Vampiric Cruelty,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,33.0,,,
16.0,16.0,,20.0,,,12.0,,55.0,,,11.0,,16.0,,,,Anima-Ringed Fingers,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,32.0,,,
18.0,18.0,,20.0,Druid,,12.0,,55.0,,,12.0,,18.0,1153.0,,,Grips of the Haunted Forest,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,,,
,,,11.0,Warlock,,12.0,,55.0,,,,,18.0,-721.0,,12.0,Gloves of the Thousandfold Hells,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,31.0,,,
,,,42.0,,,,,55.0,,,11.0,,15.0,,,9.0,Iceshatter Gauntlets,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,31.0,15.0,15.0,
,,,41.0,,,10.0,,55.0,,,12.0,,17.0,,,,Starcrusher Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
,,,11.0,Mage,,12.0,,55.0,,,14.0,,20.0,1130.0,,,Gloves of the Burning Scroll,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,41.0,Warrior,,10.0,,55.0,,,,,15.0,1145.0,,20.0,Handguards of Resounding Rings,,,,Epic,,90.0,,10.0,,,,,,30.0,15.0,15.0,
17.0,17.0,,19.0,,,7.0,,55.0,,,,,17.0,,,14.0,Greyshadow Gloves,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
17.0,17.0,,28.0,,,11.0,,55.0,,,,,17.0,,,13.0,Lifekeeper's Gloves,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
,,,41.0,Death knight,,13.0,,55.0,,,14.0,,20.0,1123.0,,,Gauntlets of the Lost Catacomb,,,,Epic,,90.0,,10.0,,,,,,30.0,20.0,20.0,
,,,11.0,,,,,55.0,,,,,20.0,,,,Amaranthine Handwraps,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
20.0,20.0,,19.0,,,14.0,,50.0,,,,,20.0,,,13.0,Surehand Grips,,,,Rare,,90.0,,10.0,,,,,,30.0,,,
20.0,20.0,,19.0,Rogue,,12.0,,55.0,,,14.0,,20.0,1139.0,,,Gloves of the Thousandfold Blades,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,11.0,,,15.0,,50.0,,,11.0,,20.0,,,,Bomber's Precision Gloves,,,,Rare,,90.0,,10.0,,,,,,30.0,,,
,,,41.0,Paladin,,,,50.0,,,13.0,,17.0,-562.0,,10.0,Dreadful Gladiator's Ornamented Gloves,,1.0,,Rare,,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
20.0,20.0,,19.0,Druid,,12.0,,55.0,,,14.0,,20.0,1125.0,,,Eternal Blossom Handwraps,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,11.0,,,14.0,,55.0,,,9.0,,17.0,,,,Touch of the Light,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
17.0,17.0,,19.0,,,12.0,,55.0,,,10.0,,17.0,,,,Clutches of Dying Hope,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
,,,40.0,Death knight,,7.0,,55.0,,,,,12.0,-502.0,,19.0,Necrotic Boneplate Handguards,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,29.0,12.0,12.0,
16.0,16.0,,26.0,,,,,55.0,,,,,16.0,,,8.0,Clawshaper Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,14.0
,,,39.0,Warrior,,7.0,,55.0,,,,,11.0,1074.0,,19.0,Colossal Dragonplate Handguards,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,11.0,11.0,
,,,39.0,Death knight,,13.0,,55.0,,,,,16.0,-349.0,,9.0,Elementium Deathplate Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,16.0,16.0,
,,,39.0,Death knight,,7.0,,55.0,,,,,11.0,1056.0,,19.0,Necrotic Boneplate Handguards,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,11.0,11.0,
,,,39.0,Death knight,,13.0,,55.0,,,,,16.0,-482.0,,9.0,Necrotic Boneplate Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,16.0,16.0,
,,,39.0,,,13.0,,55.0,,,,,15.0,,,8.0,Fireskin Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,15.0,15.0,
15.0,15.0,,18.0,,,,,55.0,,,,,15.0,,,12.0,Hydrolance Gloves,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,9.0
,,,10.0,,,,,55.0,,,12.0,,15.0,,,,Brackish Gloves,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,9.0
,,,10.0,Priest,,,,55.0,,,9.0,,15.0,1009.0,,,Handwraps of the Cleansing Flame,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,12.0
15.0,15.0,,26.0,Shaman,,12.0,,55.0,,,9.0,,15.0,939.0,,,Grips of the Raging Elements,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
15.0,15.0,,18.0,,,,,55.0,,,9.0,,15.0,,,12.0,Double Attack Handguards,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
,,,39.0,Warrior,,12.0,,50.0,,,9.0,,15.0,-301.0,,,Bloodthirsty Gladiator's Plate Gauntlets,,1.0,,Rare,,85.0,,10.0,Prismatic socket,,,,,28.0,15.0,15.0,
18.0,18.0,,18.0,,,12.0,,50.0,,,,,18.0,,,12.0,Safecracker's Gloves,,,,Rare,,84.0,,10.0,,,,,,28.0,,,
15.0,15.0,,18.0,,,9.0,,55.0,,,12.0,,15.0,,,,Stormbolt Gloves,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
15.0,15.0,,18.0,,,,,55.0,,,11.0,,15.0,,,10.0,Clutches of Evil,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
,,,39.0,,,,,55.0,,,12.0,,15.0,,,,Flash Freeze Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,15.0,15.0,9.0
,,,38.0,,,13.0,,40.0,,,11.0,,18.0,,,,Coregrip Gauntlets,,,,Uncommon,,,,10.0,,,,,,28.0,18.0,18.0,
,,,13.0,Priest,,,,55.0,,,12.0,,17.0,-1017.0,,13.0,Gloves of the Ternion Glory,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,35.0,,,
,,,47.0,,,13.0,,55.0,,,,,17.0,,,12.0,Shockstriker Gauntlets,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,35.0,17.0,17.0,
,,,47.0,Paladin,,8.0,,55.0,,,15.0,,17.0,-1013.0,,,Gauntlets of Winged Triumph,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,35.0,17.0,17.0,
17.0,17.0,,21.0,,,11.0,,55.0,,,,,17.0,,,13.0,Korgra's Venom-Soaked Gauntlets,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,34.0,,,
19.0,19.0,,21.0,Druid,,14.0,,55.0,,,12.0,,19.0,-727.0,,,Handwraps of the Haunted Forest,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,33.0,,,
16.0,16.0,,21.0,,,11.0,,55.0,,,,,16.0,,,12.0,Korgra's Venom-Soaked Gauntlets,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,33.0,,,
,,,12.0,Priest,,11.0,,55.0,,,,,16.0,-1039.0,,12.0,Handwraps of the Ternion Glory,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,32.0,,,
19.0,19.0,,20.0,Rogue,,13.0,,,,,13.0,,19.0,1167.0,,,Nine-Tailed Gloves,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,,,
16.0,16.0,,20.0,Druid,,11.0,,55.0,,,,,16.0,-1027.0,,12.0,Grips of the Shattered Vale,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,32.0,,,
15.0,15.0,,20.0,,,11.0,,55.0,,,,,15.0,,,10.0,Grips of Slicing Electricity,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,32.0,,,
18.0,18.0,,29.0,Shaman,,12.0,,55.0,,,12.0,,18.0,1169.0,,,Grips of the Witch Doctor,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,,,
,,,44.0,,,15.0,,55.0,,,13.0,,21.0,,,,Carnotaur Battlegloves,,,,Epic,,90.0,,10.0,,,,,,32.0,21.0,21.0,
18.0,18.0,,29.0,Shaman,,12.0,,55.0,,,,,18.0,1170.0,,12.0,Gloves of the Witch Doctor,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,,,
,,,44.0,Death knight,,11.0,,55.0,,,13.0,,18.0,1152.0,,,Gauntlets of the All-Consuming Maw,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,18.0,18.0,
21.0,21.0,,29.0,,,13.0,,50.0,,,,,21.0,,,15.0,Ku'targ's Merciless Grips,,,,Rare,,90.0,,10.0,,,,,,32.0,,,
21.0,21.0,,20.0,Monk,,12.0,,55.0,,,15.0,,21.0,-546.0,,,Red Crane Handwraps,,,,Epic,,90.0,,10.0,,,,,,32.0,,,
,,,12.0,Warlock,,12.0,,55.0,,,15.0,,21.0,-538.0,,,Sha-Skin Gloves,,,,Epic,,90.0,,10.0,,,,,,32.0,,,
,,,11.0,,,12.0,,55.0,,,,,18.0,,,11.0,Lightningweaver Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,31.0,,,
,,,41.0,,,11.0,,55.0,,,,,17.0,,,12.0,Gauntlets of Battle Command,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
17.0,17.0,,19.0,Monk,,,,50.0,,,13.0,,17.0,-626.0,,10.0,Crafted Dreadful Gladiator's Copperskin Gloves,,1.0,,Rare,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
,,,11.0,Priest,,,,55.0,,,,,20.0,,,,Reformationist's Gloves,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,11.0,,,,,50.0,,,12.0,,20.0,,,14.0,Wind-Kissed Handwraps,,,,Rare,,85.0,,10.0,,,,,,30.0,,,
,,,41.0,,,14.0,,55.0,,,,,17.0,,,9.0,Living Steel Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
20.0,20.0,,19.0,,,11.0,,50.0,,,,,20.0,,,15.0,Beneficent Gloves,,,,Rare,,1.0,,10.0,,,,,,30.0,,,
,,,11.0,Priest,,13.0,,40.0,,,13.0,,20.0,,,,Communal Handwraps,,,,Uncommon,,90.0,,10.0,,,,,,30.0,,,
,,,11.0,Warlock,,12.0,,55.0,,,14.0,,20.0,-515.0,,,Sha-Skin Gloves,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
20.0,20.0,,28.0,,,,,55.0,,,,,20.0,,,,Ordon Legend-Keeper Gauntlets,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,41.0,,,14.0,,50.0,,,12.0,,20.0,,,,Gauntlets of Restraint,,,,Rare,,90.0,,10.0,,,,,,30.0,20.0,20.0,
17.0,17.0,,19.0,Monk,,13.0,,50.0,,,10.0,,17.0,-625.0,,,Crafted Dreadful Gladiator's Ironskin Gloves,,1.0,,Rare,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
13.0,13.0,,27.0,,,12.0,,55.0,,,7.0,,13.0,,,,Sporebeard Gauntlets,,2.0,,Epic,,85.0,,10.0,Prismatic socket,Prismatic socket,,,,29.0,,,
19.0,19.0,,18.0,,,,,40.0,,,10.0,,19.0,,,15.0,Wasteland Hide Gloves,,,,Uncommon,,88.0,,10.0,,,,,,29.0,,,
,,,11.0,Warlock,,8.0,,55.0,,,14.0,,16.0,-357.0,,,Balespider's Handwraps,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
,,,39.0,Paladin,,13.0,,55.0,,,10.0,,16.0,-424.0,,,Cataclysmic Gladiator's Scaled Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,16.0,16.0,
,,,39.0,Death knight,,7.0,,55.0,,,,,11.0,-483.0,,19.0,Necrotic Boneplate Handguards,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,11.0,11.0,
15.0,15.0,,18.0,,,,,50.0,,,9.0,,15.0,,,12.0,Sticky Fingers,,1.0,,Rare,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
,,,39.0,,,9.0,,55.0,,,,,15.0,,,,Grips of the Raging Giant,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,15.0,15.0,12.0
15.0,15.0,,18.0,Rogue,,12.0,,55.0,,,9.0,,15.0,-373.0,,,Vicious Gladiator's Leather Gloves,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
18.0,18.0,,18.0,,,,,50.0,,,,,18.0,,,,Vicious Wyrmhide Gloves,,,,Rare,,85.0,,10.0,,,,,,28.0,,,24.0
,,,10.0,Warlock,,12.0,,55.0,,,9.0,,15.0,-318.0,,,Vicious Gladiator's Felweave Handguards,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
18.0,18.0,,18.0,,,,,50.0,,,,,18.0,,,11.0,Gloves of Baleflame,,,,Rare,,,,10.0,,,,,,28.0,,,13.0
15.0,15.0,,18.0,Rogue,,6.0,,55.0,,,14.0,,15.0,1006.0,,,Dark Phoenix Gloves,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
,,,10.0,Priest,,9.0,,55.0,,,,,15.0,936.0,,12.0,Mercurial Gloves,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
15.0,15.0,,26.0,,,,,55.0,,,10.0,,15.0,,,,Gloves of Unforgiving Flame,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,11.0
,,,39.0,,,9.0,,50.0,,,,,18.0,,,,Oath-Bound Gauntlets,,,14.0,Rare,,84.0,,10.0,,,,,,28.0,18.0,18.0,
,,,39.0,,,10.0,,55.0,,,11.0,,15.0,,,,Plunderer's Gauntlets,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,15.0,15.0,
,,,10.0,,,,,55.0,,,11.0,,15.0,,,,Grips of Altered Reality,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,10.0
,,,39.0,Paladin,,,,55.0,,,,,18.0,934.0,,9.0,Reinforced Sapphirium Handguards,,1.0,9.0,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,18.0,18.0,
15.0,15.0,,26.0,,,,,55.0,,,13.0,,15.0,,,8.0,Grips of Unerring Precision,,1.0,,Epic,,85.0,,10.0,Prismatic socket,,,,,28.0,,,
18.0,18.0,,26.0,,,,,50.0,,,10.0,,18.0,,,,Vicious Charscale Gloves,,,,Rare,,85.0,,10.0,,,,,,28.0,,,14.0
,,,10.0,,,,,40.0,,,,,18.0,944.0,,12.0,Spiritmend Gloves,,,,Uncommon,,82.0,,10.0,,,,,,27.0,,,12.0
,,,25.0,Warrior,,,,55.0,,,,,,,,,Reach of the Golden King,,,,Epic,,90.0,,10.0,,,,,,,,,
,,,25.0,Death knight,,,,55.0,,,,,,,,,Grasps of the Lich Lord,,,,Epic,,90.0,,10.0,,,,,,,,,
,,,17.0,Shaman,,,,55.0,,,,,,,,,Windfury Crushers,,,,Epic,,90.0,,10.0,,,,,,,,,
17.0,17.0,,21.0,Druid,,12.0,,55.0,,,13.0,,17.0,-1006.0,,,Gloves of the Shattered Vale,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,35.0,,,
,,,47.0,Death knight,,8.0,,55.0,,,,,17.0,-1002.0,,15.0,Gauntlets of Cyclopean Dread,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,35.0,17.0,17.0,
,,,47.0,,,,,55.0,,,11.0,,17.0,,,13.0,Gauntlets of Insane Calculations,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,35.0,17.0,17.0,
17.0,17.0,,31.0,Shaman,,,,55.0,,,13.0,,17.0,-1019.0,,12.0,Handwraps of Celestial Harmony,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,35.0,,,
17.0,17.0,,31.0,Shaman,,,,55.0,,,12.0,,17.0,1183.0,,12.0,Grips of Celestial Harmony,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,34.0,,,
,,,12.0,Priest,,14.0,,55.0,,,12.0,,19.0,-738.0,,,Handwraps of the Exorcist,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,33.0,,,
,,,12.0,Priest,,,,55.0,,,11.0,,16.0,-1063.0,,12.0,Gloves of the Ternion Glory,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,33.0,,,
,,,12.0,,,14.0,,55.0,,,9.0,,16.0,,,,Blight Hurlers,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,33.0,,,
,,,46.0,,,12.0,,55.0,,,10.0,,16.0,,,,Rein-Binder's Fists,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,33.0,16.0,16.0,
,,,12.0,Warlock,,13.0,,55.0,,,,,19.0,-744.0,,13.0,Gloves of the Thousandfold Hells,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,33.0,,,
,,,12.0,,,9.0,,55.0,,,14.0,,16.0,,,,Lifedrainer's Sordid Grip,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,33.0,,,
16.0,16.0,,30.0,,,9.0,,55.0,,,14.0,,16.0,,,,Keengrip Arrowpullers,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,33.0,,,
,,,46.0,Warrior,,,,55.0,,,7.0,,16.0,-1070.0,,15.0,Handguards of the Prehistoric Marauder,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,33.0,16.0,16.0,
16.0,16.0,,20.0,,,11.0,,55.0,,,,,16.0,,,12.0,Korgra's Venom-Soaked Gauntlets,,2.0,,Epic,,90.0,,10.0,Prismatic socket,Prismatic socket,,,,32.0,,,
18.0,18.0,,20.0,Druid,,,,55.0,,,14.0,,18.0,-895.0,,11.0,Grievous Gladiator's Kodohide Gloves,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,,,
,,,44.0,Death knight,,14.0,,55.0,,,11.0,,18.0,-966.0,,,Grievous Gladiator's Dreadplate Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,18.0,18.0,
21.0,21.0,,20.0,,,12.0,,50.0,,,15.0,,21.0,,,,Karabor Skirmisher Gloves,,,,Rare,,,,10.0,,,,,,32.0,,,
,,,44.0,Warrior,,14.0,,55.0,,,11.0,,18.0,-891.0,,,Grievous Gladiator's Plate Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,18.0,18.0,
,,,12.0,,,14.0,,50.0,,,,,21.0,,,,Karabor Sage Gloves,,,,Rare,,,,10.0,,,,,,32.0,,,14.0
18.0,18.0,,29.0,Shaman,,14.0,,55.0,,,11.0,,18.0,1168.0,,,Handwraps of the Witch Doctor,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,,,
,,,44.0,,,11.0,,55.0,,,,,21.0,,,16.0,Vulcanodon Gauntlets,,,,Epic,,90.0,,10.0,,,,,,32.0,21.0,21.0,
,,,44.0,Warrior,,14.0,,55.0,,,11.0,,18.0,-909.0,,,Grievous Gladiator's Plate Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,18.0,18.0,
,,,44.0,,,14.0,,55.0,,,,,21.0,,,13.0,Stoneward Handguards,,,,Epic,,90.0,,10.0,,,,,,32.0,21.0,21.0,
,,,12.0,Priest,,12.0,,55.0,,,15.0,,21.0,-544.0,,,Guardian Serpent Handwraps,,,,Epic,,90.0,,10.0,,,,,,32.0,,,
21.0,21.0,,20.0,Druid,,13.0,,55.0,,,15.0,,21.0,-531.0,,,Eternal Blossom Grips,,,,Epic,,90.0,,10.0,,,,,,32.0,,,
21.0,21.0,,20.0,Monk,,13.0,,55.0,,,15.0,,21.0,-547.0,,,Red Crane Grips,,,,Epic,,90.0,,10.0,,,,,,32.0,,,
,,,43.0,,,12.0,,55.0,,,,,18.0,,,12.0,Windblade Talons,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,18.0,18.0,
18.0,18.0,,20.0,,,,,55.0,,,14.0,,18.0,,,9.0,Bonebreaker Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,32.0,,,
,,,42.0,,,14.0,,55.0,,,8.0,,18.0,,,,Egg-Shard Grips,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,31.0,18.0,18.0,
,,,41.0,Death knight,,13.0,,55.0,,,10.0,,17.0,-567.0,,,Malevolent Gladiator's Dreadplate Gauntlets,,1.0,,Epic,2200.0,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
,,,41.0,Warrior,,13.0,,55.0,,,10.0,,17.0,-694.0,,,Tyrannical Gladiator's Plate Gauntlets,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
20.0,20.0,,19.0,Rogue,,,,40.0,,,14.0,,20.0,,,12.0,Lightdrinker Gloves,,,,Uncommon,,90.0,,10.0,,,,,,30.0,,,
20.0,20.0,,19.0,Rogue,,,,55.0,,,,,20.0,,,,Disowner's Gloves,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,41.0,,,11.0,,55.0,,,,,17.0,,,11.0,Windblade Talons,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
,,,11.0,Priest,,,,50.0,,,13.0,,17.0,-627.0,,10.0,Crafted Dreadful Gladiator's Mooncloth Gloves,,1.0,,Rare,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
,,,41.0,,,11.0,,50.0,,,,,20.0,,,15.0,Wallwatcher Gauntlets,,,,Rare,,,,10.0,,,,,,30.0,20.0,20.0,
17.0,17.0,,19.0,,,11.0,,55.0,,,13.0,,17.0,,,,Liferuned Leather Gloves,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
20.0,20.0,,28.0,,,,,55.0,,,13.0,,20.0,,,14.0,Ravenmane's Gloves,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,41.0,Warrior,,13.0,,50.0,,,10.0,,17.0,-560.0,,,Dreadful Gladiator's Plate Gauntlets,,1.0,,Rare,,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
20.0,20.0,,19.0,Monk,,12.0,,55.0,,,14.0,,20.0,1132.0,,,Red Crane Grips,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,41.0,,,,,55.0,,,,,20.0,,,,Cliffbreaker Gauntlets,,,,Epic,,90.0,,10.0,,,,,,30.0,20.0,20.0,
,,,11.0,,,14.0,,50.0,,,,,20.0,,,12.0,Paralyzing Gloves,,,,Rare,,90.0,,10.0,,,,,,30.0,,,
,,,11.0,Warlock,,13.0,,55.0,,,10.0,,17.0,-962.0,,,Tyrannical Gladiator's Felweave Handguards,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
20.0,20.0,,28.0,,,12.0,,55.0,,,,,20.0,,,14.0,Kaz'tik's Stormseizer Gauntlets,,,,Epic,,90.0,,10.0,,,,,,30.0,,,
,,,41.0,Paladin,,13.0,,55.0,,,10.0,,17.0,-579.0,,,Malevolent Gladiator's Scaled Gauntlets,,1.0,,Epic,2200.0,90.0,,10.0,Prismatic socket,,,,,30.0,17.0,17.0,
17.0,17.0,,28.0,,,8.0,,55.0,,,13.0,,17.0,,,,Grips of Terra Cotta,,1.0,,Epic,,90.0,,10.0,Prismatic socket,,,,,30.0,,,
