agi,agiint,agistr,agistrint,arcres,armorbonus,avoidance,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,reqspell,resirtng,slotbak,socket1,socket2,socket3,speed,speedbonus,spi,splpwr,sta,str,versatility
25.0,,,,,,,,,,,,,,,,,,,Windswept Pages,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Malevolent Gladiator's Badge of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Malevolent Gladiator's Emblem of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Hunter,,,,,,,,,,,17.0,Trailseeker Idol of Rage,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,25.0,,,,,Lessons of the Darkmaster,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Malevolent Gladiator's Badge of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Tyrannical Gladiator's Badge of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,Druid,,,,,,,,,,,17.0,Springrain Idol of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Malevolent Gladiator's Medallion of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Malevolent Gladiator's Medallion of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Dreadful Gladiator's Medallion of Cruelty,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Malevolent Gladiator's Insignia of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,,,,,,,,,,,,,Tyrannical Gladiator's Insignia of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Malevolent Gladiator's Medallion of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,,,,,,,,,,,,,Tyrannical Gladiator's Insignia of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,25.0,
,,,,,,,Death knight,,17.0,,,,,,,,,,Heart-Lesion Idol of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,25.0,,,,,,,,,,Sigil of Kypari Zar,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Malevolent Gladiator's Medallion of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25.0,Vial of Dragon's Blood,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,25.0,,,Vial of Ichorous Blood,,,,,Rare,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Steadfast Footman's Medallion,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tyrannical Gladiator's Medallion of Meditation,,,,,Epic,90.0,,,12.0,,,,,,,,,,25.0
,,,,,,,Paladin,,17.0,,,,,,,,,,Sunsoul Idol of Battle,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Druid,,,,,,,,,,,31.0,Springrain Idol of Wisdom,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
25.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Arrowflight Medallion,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Tyrannical Gladiator's Emblem of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,Shaman,,,,,,,,,,,17.0,Streamtalker Idol of Destruction,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,Rogue,,,,,,,,,,,17.0,Lightdrinker Idol of Rage,,,,,Uncommon,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,25.0,,,Tyrannical Gladiator's Badge of Dominance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
25.0,,,,,,,,,,,,,,,,,,,Malevolent Gladiator's Insignia of Conquest,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Insignia of Kypari Zar,,,,,Uncommon,,,,12.0,,,,,,,,,,25.0
,,,,,,,,0.03333333333333333,25.0,,,,,,,,,,Malevolent Gladiator's Medallion of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,25.0,,,Tyrannical Gladiator's Badge of Dominance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,Warrior,,,,,,,,,,,,Oathsworn Defender Idol,,,,,Uncommon,90.0,,,12.0,,,,,,,,26.0,,
,,,,,,,,0.016666666666666666,,,,,,,,25.0,,,Heartwarmer Medallion,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Malevolent Gladiator's Medallion of Tenacity,,,,,Epic,90.0,,,12.0,,,,,,,,30.0,,
,,,,,,,,,25.0,,,,,,,,,,Sigil of the Catacombs,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25.0,Symbol of the Catacombs,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Brooch of Munificent Deeds,,,,,Rare,81.0,,,12.0,,,,,,,,38.0,,
,,,,,,,,,,,,,,,,,,25.0,Lorewalker's Sigil,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,25.0,,,,,,,,,,Lorewalker's Insignia,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,25.0,,,,,,,,,,Coin of Blessings,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,25.0,Coin of Serendipity,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,25.0,,,,,Wasteland Emblem,,,,,Uncommon,88.0,,,12.0,,,,,,,,,,
,,,,,,,,,25.0,,,,,,,,,,Wasteland Sigil,,,,,Uncommon,88.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,24.0,Glade Pincher Feather,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Inherited Mark of Tyranny,,,,,Heirloom,,,,12.0,,,,,,,,,,24.0
,,,,,,,,,,,,,,,,,,,Mountainscaler Mark,,,,,Uncommon,87.0,,,12.0,,,,,,,,,,24.0
,,,,,,,,,,,,,,,,,,24.0,Mountainscaler Medal,,,,,Uncommon,87.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Cataclysmic Gladiator's Medallion of Meditation,,,,,Epic,85.0,,,12.0,,,,,,,,,,24.0
,,,,,,,,,,,,,,24.0,,,,,Mountainscaler Emblem,,,,,Uncommon,87.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Mountainscaler Insignia,,,,,Uncommon,87.0,,,12.0,,,,,,,,,,24.0
,,,,,,,,0.025,,,,,,24.0,,,,,Kiroptyric Sigil,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,24.0,Fire of the Deep,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Porcelain Crab,,,,,Rare,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,,,,,,,,,,,,Throngus's Finger,,,23.0,,Rare,83.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,23.0,Bloodthirsty Gladiator's Emblem of Tenacity,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,23.0,,,,,,,,,,Vicious Gladiator's Medallion of Cruelty,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Jar of Ancient Remedies,,,,,Epic,85.0,,,12.0,,,,,,,,,,
23.0,,,,,,,,,,,,,,,,,,,Bloodthirsty Gladiator's Insignia of Conquest,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,23.0,Figurine - King of Boars,,,,,Rare,81.0,,,12.0,,,,2.2,,,,,,
,,,,,,,,,,,,,,23.0,,,,,Heart of Solace,,,,,Rare,83.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Harrison's Insignia of Panache,,,,,Rare,,,,12.0,,,,,,,,,23.0,
23.0,,,,,,,,0.03333333333333333,,,,,,,,,,,Vicious Gladiator's Badge of Conquest,,,,,Epic,85.0,,,12.0,,,,,,,,,,
23.0,,,,,,,,0.03333333333333333,,,,,,,,,,,Vicious Gladiator's Badge of Conquest,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,23.0,,,,,Gale of Shadows,,,,,Rare,83.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Ruthless Gladiator's Badge of Victory,,,,,Epic,85.0,,,12.0,,,,,,,,,23.0,
,,,,,,,,0.025,,,,,,,,,,,Mark of Khardros,,,,,Rare,85.0,,,12.0,,,,,,,,,23.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,23.0,Ruthless Gladiator's Emblem of Tenacity,,,,,Epic,85.0,,,12.0,,,,,,,,,,
23.0,,,,,,,,0.03333333333333333,,,,,,,,,,,Bloodthirsty Gladiator's Badge of Conquest,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Tear of Blood,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,23.0,,,,,,,,,,Vicious Gladiator's Medallion of Cruelty,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Corrupted Egg Shell,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,23.0,,,Bloodthirsty Gladiator's Badge of Dominance,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Fall of Mortality,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Vicious Gladiator's Medallion of Meditation,,,,,Epic,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.03333333333333333,23.0,,,,,,,,,,Ruthless Gladiator's Medallion of Cruelty,,,,,Epic,85.0,,,12.0,,,,,,,,,,
23.0,,,,,,,,,,,,,,,,,,,Arrow of Time,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Bedrock Talisman,,,,,Epic,85.0,,,12.0,,,,,,,,,,23.0
23.0,,,,,,,,,,,,,,,,,,,Vicious Gladiator's Insignia of Conquest,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Faded Forest Insignia,,,,,Uncommon,85.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.03333333333333333,,,,,,,,,,23.0,Bloodthirsty Gladiator's Medallion of Tenacity,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,23.0,,,,,Faded Forest Badge,,,,,Uncommon,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,23.0,,,,,Heart of Solace,,,,,Rare,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,23.0,,,Ruthless Gladiator's Insignia of Dominance,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tank-Commander Insignia,,,,,Uncommon,,,,12.0,,,,,,,,,23.0,
,,,,,,,,0.025,,,,,,,,,,,Za'brox's Lucky Tooth,,,,,Uncommon,,,,12.0,,,,,,,,35.0,,
,,,,,,,,0.05,,,,,,,,,,,Heart of Thunder,,,,,Rare,81.0,,,12.0,,,,,,,,,,23.0
,,,,,,,,0.025,,,,,,,,,,23.0,Insignia of the Earthen Lord,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,,,,,,,,,Insignia of Diplomacy,,,23.0,,Uncommon,,,,12.0,,,,,,,,,,
23.0,,,,,,,,,,,,,,,,,,,Gear Detector,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,19.0,,,,,,,,,,Tyrannical Gladiator's Medallion of Cruelty,,,,6.0,Epic,90.0,,6.0,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,19.0,Tyrannical Gladiator's Medallion of Tenacity,,,,6.0,Epic,90.0,,6.0,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,225.0,,,Necromantic Focus,,,,,Epic,85.0,,,12.0,,,,,,,,,,
225.0,,,,,,,,,,,,,,,,,,,The Hungerer,,,,,Epic,85.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,29.0,Nazgrim's Burnished Insignia,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Purified Bindings of Immerseus,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,29.0,,,,,,,,,,Haromm's Talisman,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Sigil of Rampage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,29.0,,,,,Black Blood of Y'Shaarj,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fusion-Fire Core,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Prismatic Prison of Pride,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Frenzied Crystal of Rage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skeer's Bloodsoaked Talisman,,,,,Epic,90.0,,,12.0,,,,,,,,,29.0,
,,,,,,,,,,,,,,,,,,,Sigil of Rampage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,29.0,,,Dysmorphic Samophlange of Discontinuity,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Skeer's Bloodsoaked Talisman,,,,,Epic,90.0,,,12.0,,,,,,,,,29.0,
,,,,,,,,,,,,,,29.0,,,,,Kardris' Toxic Totem,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,29.0,,,,,,,,,,Haromm's Talisman,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,,Curse of Hubris,,,,,Epic,90.0,,,12.0,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,29.0,Nazgrim's Burnished Insignia,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,29.0,Ticking Ebon Detonator,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fusion-Fire Core,,,,,Epic,90.0,,,12.0,,,,,,,,,,
29.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Prideful Gladiator's Badge of Conquest,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Prideful Gladiator's Insignia of Victory,,,,,Epic,90.0,,,12.0,,,,,,,,,29.0,
,,,,,,,,0.03333333333333333,29.0,,,,,,,,,,Prideful Gladiator's Medallion of Cruelty,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,28.0,,,,,,,,,,Primordius' Talisman of Rage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
28.0,,,,,,,,,,,,,,,,,,,Talisman of Bloodlust,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,28.0,,,Horridon's Last Gasp,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.005555555555555556,,,,,,,,,,,Stolen Relic of Zuldazar,,,,,Epic,90.0,,,12.0,,,,,,,,,,28.0
,,,,,,,,,,,,,,28.0,,,,,Kardris' Toxic Totem,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,28.0,,,,,,,,,,Cha-Ye's Essence of Brilliance,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.005555555555555556,,,,,,,,,,,Stolen Relic of Zuldazar,,,,,Epic,90.0,,,12.0,,,,,,,,,,28.0
,,,,,,,,,,,,,,,,,,,Delicate Vial of the Sanguinaire,,,,,Epic,90.0,,,12.0,,,,,,,,,,28.0
,,,,,,,,,28.0,,,,,,,,,,Wushoolay's Final Choice,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Gaze of the Twins,,,,,Epic,90.0,,,12.0,,,,,,,,,28.0,
,,,,,,,,,,,,,,,,,,,Purified Bindings of Immerseus,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.025,,,,,,,,,,,Curse of Hubris,,,,,Epic,90.0,,,12.0,,,,,,,,42.0,,
,,,,,,,,,,,,,,,,,,,Gaze of the Twins,,,,,Epic,90.0,,,12.0,,,,,,,,,28.0,
,,,,,,,,0.025,,,,,,,,,,,Rook's Unlucky Talisman,,,,,Epic,90.0,,,12.0,,,,,,,,42.0,,
,,,,,,,,,,,,,,28.0,,,,,Breath of the Hydra,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,28.0,,,,,,,,,,Fabled Feather of Ji-Kun,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Thok's Tail Tip,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Inscribed Bag of Hydra-Spawn,,,,,Epic,90.0,,,12.0,,,,,,,,,,28.0
,,,,,,,,,,,,,,,,28.0,,,Lightning-Imbued Chalice,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,28.0,,,Lightning-Imbued Chalice,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Sigil of Rampage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
28.0,,,,,,,,,,,,,,,,,,,Talisman of Bloodlust,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,28.0,,,,,Renataki's Soul Charm,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vial of Living Corruption,,,,,Epic,90.0,,,12.0,,,,,,,,41.0,,
,,,,,,,,,,,,,,,,,,,Frenzied Crystal of Rage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Sigil of Rampage,,,,,Epic,90.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Defending Champion,,,,,Heirloom,,,,12.0,,,,,,,,39.0,,26.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Returning Champion,,,,,Heirloom,,,,12.0,,,,,,,,39.0,,26.0
,,,,,,,,0.03333333333333333,,,,,,,,,,,Touch of the Void,,,,,Heirloom,,,,12.0,,,,,,,,,,33.0
10.0,,,10.0,,,26.0,,,,,,,,,,10.0,26.0,,Mark of Supreme Doom,,,,,Epic,100.0,,,12.0,,,,,26.0,,,,10.0,
30.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Mirror of the Blademaster,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,,,,,,,,30.0,,,Unblinking Gaze of Sethe,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,"Warrior,Paladin,Death knight",,,,,,,,,,,,Discordant Chorus,,,,,Epic,100.0,,,12.0,,,,,,,,,33.0,
,,,,,,,,,,,,,,,,30.0,,,Prophecy of Fear,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21.0,Draenic Philosopher's Stone,,,,,Rare,91.0,,,12.0,,,,,,,,,,
,,,,,,,Mage,,,,,,,,,,,,Tome of Shifting Words,,,,,Epic,100.0,,,12.0,,,,,,,,,,
30.0,,,,,,,,,,,,,,,,,,,Soul Capacitor,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.05,,,,,,,,,,,Ultra-Electrified Reflector,,,,,Rare,91.0,,,12.0,,,,,,,,,,35.0
,,,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,22.0,,22.0,,,Demonic Phylactery,,,,,Epic,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,,,,,,,,,,,,,Stellagosa's Breath,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,30.0,,,Darmac's Unstable Talisman,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,30.0,Tyrant's Decree,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,31.0,,,Sandman's Pouch,,,,,Epic,91.0,,,12.0,,,,,,,,,,
22.0,,,,,,,,,22.0,,,,,,,,,22.0,Fel-Spring Coil,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Paladin,,,,,,,,,,,,Libram of Vindication,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Warrior,,,,,,,,,,,,Worldbreaker's Resolve,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Druid,,,,,,,,,,,,Seed of Creation,,,,,Epic,100.0,,,12.0,,,,,,,,,,
24.0,,,24.0,,,,,,24.0,,,,,24.0,,24.0,,24.0,Chipped Soul Prism,,,,,Epic,100.0,,,12.0,,,,,,,,,24.0,24.0
,,,,,,,,,,,,,,,,,,,Knight's Badge,,,,,Epic,91.0,,,12.0,,,,,,,,,,40.0
,,,,,,,Death knight,,,,,,,,,,,,Reaper's Harvest,,,,,Epic,100.0,,,12.0,,,,,,,,,,
30.0,,30.0,,,,,,,,,,,,,,,,,Skull of War,,,,,Epic,91.0,,,12.0,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,20.0,,,Winged Hourglass,,,,,Epic,91.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Anzu's Cursed Plume,,,,,Epic,100.0,,,12.0,,,,,,,,,,30.0
,,,,,,,,,,,,,,,,30.0,,,Goren Soul Repository,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Blast Furnace Door,,,,,Epic,100.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,31.0,,,,,,,,,,Tranquility of the Exarchs,,,,,Rare,95.0,,,12.0,,,,,,,,,,
,,,,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,,,,,,Unstable Felshadow Emulsion,,,,,Epic,100.0,,,12.0,,,,,,,,,,30.0
,,,,,,,,,,,,,,22.0,,,,22.0,Rumbling Pebble,,,,,Epic,100.0,,,12.0,,,,,,,,,22.0,
,,,,,,,,,,,,,,,,,,30.0,Desecrated Shadowmoon Insignia,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Hunter,,,,,,,,,,,,Talisman of the Master Tracker,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,31.0,,,Young Drake's Impulse,,,,,Uncommon,,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Pol's Blinded Eye,,,,,Epic,100.0,,,12.0,,,,,,,,,,30.0
,,,,,,,,0.05,,,,,,,,,,,Gnomish Net Launcher,,,,,Rare,91.0,,,12.0,,,,,,,,,,35.0
,,,,,,,Shaman,,,,,,,,,,,,Core of the Primal Elements,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,46.0,Tablet of Turnbuckle Teamwork,,,,,Epic,100.0,,,12.0,,,,,,,,,,
30.0,,,,,,,,,,,,,,,,,,,Meaty Dragonspine Trophy,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,29.0,,,Shards of Nothing,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,31.0,,,,,,,,,,Howl of the Frostwolf,,,,,Rare,95.0,,,12.0,,,,,,,,,,
,,,,,,,,,30.0,,,,,,,,,,Malicious Censer,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,60.0,,,,,Warlord's Unseeing Eye,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,"Paladin,Priest,Shaman,Monk,Druid",0.025,,,,,,,,22.0,,,Intuition's Gift,,,,,Epic,100.0,,,12.0,,,,,,,,,,22.0
,,,,,,,,,22.0,,,,,22.0,,22.0,,,Iron Reaver Piston,,,,,Epic,100.0,,,12.0,,,,,,,,,,
31.0,,,,,,,,0.03333333333333333,,,,,,,,,,,Beating Heart of the Mountain,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Warlock,,,,,,,,,,,,Fragment of the Dark Star,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22.0,Imbued Stone Sigil,,,,,Epic,100.0,,,12.0,,,,,,,,33.0,,22.0
,,,,,,,Monk,,,,,,,,,,,,Sacred Draenic Incense,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Courage of Uriah,,,,,Rare,,,,12.0,,,,,,,,,31.0,31.0
,,,,,,,,0.05,,,,,,,,,,,Gyro-Radiant Reflector,,,,,Rare,91.0,,,12.0,,,,,,,,,,35.0
,,,,,,,,,,,,,,,,,,,Horn of Screaming Spirits,,,,,Epic,100.0,,,12.0,,,,,,,,,30.0,
,,,,,,,,,,,,,,,,,,36.0,Evergaze Arcane Eidolon,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,Rogue,,,,,,,,,,,,Bleeding Hollow Toxin Vessel,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Tectus' Beating Heart,,,,,Epic,100.0,,,12.0,,,,,,,,,27.0,
,,,,,,,,,,,,,,,,,,,Forgemaster's Insignia,,,,,Epic,100.0,,,12.0,,,,,,,,,35.0,
20.0,,,,,,,,0.025,,,,,,,,,,,Gor'ashan's Lodestone Spike,,,,,Rare,100.0,,,12.0,,,,,,,,,,
33.0,,,,,,,,,33.0,,,,,,,,,,Felstalker Spine,,,,,Rare,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,21.0,,,Ironspike Chew Toy,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,17.0,,,,,17.0,,28.0,,,Quiescent Runestone,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Battering Talisman,,,,,Epic,100.0,,,12.0,,,,,,,,70.0,,
,,,,,,,,0.025,,,,,,,,,,,Scabbard of Kyanos,,,,,Epic,100.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,31.0,,,Teardrop of Blood,,,,,Epic,100.0,,,12.0,,,,,,,,,,31.0
