agi,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,versatility
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Tyrannical Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,23.0,,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,11.0,,,Malevolent Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,11.0,,,,,9.0,,,Shackle of Eversparks,,,,Epic,90.0,2.0,,,,,23.0,15.0,
15.0,,,,,,,,,,,,,,Stormbound Choker,,,,Rare,90.0,2.0,,,,,23.0,,
15.0,,,,Shaman,,,,,,,10.0,,10.0,Streamtalker Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,29.0,,,,,22.0,,,Choker of the Klaxxi'va,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,15.0,9.0,Tyrannical Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Mage,,10.0,,,,,,15.0,10.0,Mountainsage Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Malevolent Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,10.0,,,,,,,,Kaolan's Withering Necklace,,,,Epic,90.0,2.0,,,,,23.0,15.0,10.0
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Tyrannical Gladiator's Choker of Proficiency,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,Shaman,,10.0,,,,,,15.0,10.0,Streamtalker Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,,,Coldsinger Amulet,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,8.0,,,,,,,,Saddlebinder Links,,,,Epic,90.0,2.0,,,,,23.0,12.0,15.0
,,,,,,8.0,,,,,,,,Beads of the Mogu'shi,,,,Epic,90.0,2.0,,,,,23.0,12.0,15.0
,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,Tyrannical Gladiator's Choker of Accuracy,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Malevolent Gladiator's Choker of Proficiency,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,,,,,,,,,,8.0,Badge of the Amber Siege,,,,Rare,1.0,2.0,,,,,23.0,15.0,11.0
,,,,,,,,,,,,,,Bladesnap Neck,,,,Rare,90.0,2.0,,,,,23.0,15.0,
,,,,,,28.0,,,,,21.0,,,Mindbreaker Pendant,,,,Rare,90.0,2.0,,,,,23.0,,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,11.0,,,Tyrannical Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Paladin,,10.0,,,,,,,,Sunsoul Amulet,,,,Uncommon,90.0,2.0,,,,,23.0,15.0,10.0
,,,,,,28.0,,,,,21.0,,,Cloudstrike Pendant,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,11.0,,9.0,Bloodseeker's Solitaire,,,,Epic,90.0,2.0,,,,,23.0,15.0,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Malevolent Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,24.0,,
15.0,,,,Druid,,,,,,,10.0,,10.0,Springrain Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,10.0,,,,,,15.0,,Sik'thik Locket,,,,Uncommon,,2.0,,,,,22.0,,10.0
,,,,,,,,,,,11.0,,8.0,Watchpost Amulet,,,,Uncommon,,2.0,,,,,22.0,15.0,
,,,,,,,,,,,,,11.0,Pendant of Revenge,,,,Uncommon,,2.0,,,,,22.0,15.0,8.0
,,,,,,9.0,,,,,,,,Stolen Necklace of Fortitude,,,,Rare,81.0,2.0,,,,,22.0,15.0,11.0
15.0,,,,,,9.0,,,,,,,11.0,Stolen Necklace of Precision,,,,Rare,81.0,2.0,,,,,22.0,,
,,,,,,8.0,,,,,11.0,,,Stolen Amulet of Might,,,,Rare,81.0,2.0,,,,,22.0,15.0,
15.0,,,,,,,,,,,11.0,,8.0,Bearheart Necklace,,,,Uncommon,,2.0,,,,,22.0,,
,,,,,,,,,,,,,11.0,Brewdrinker Pendant,,,,Uncommon,,2.0,,,,,22.0,15.0,8.0
,,,,,,10.0,,,,,,,9.0,Bramble Amulet,,,,Uncommon,,2.0,,,,,21.0,14.0,
,,,,,,7.0,,,,,11.0,,,Otouxian Amulet,,,,Uncommon,,2.0,,,,,21.0,14.0,
,,,,,,,,,,,7.0,14.0,,Grainlord's Locket,,,,Uncommon,,2.0,,,,,21.0,,11.0
,,,,,,11.0,,,,,8.0,14.0,,Grainlord's Choker,,,,Uncommon,,2.0,,,,,21.0,,
,,,,,,9.0,,,,,,14.0,,Sha-Haunted Locket,,,,Uncommon,,2.0,,,,,21.0,,10.0
,,,,,,9.0,,,,,,,9.0,Pendant of the Lost Dynasty,,,,Uncommon,,2.0,,,,,21.0,14.0,
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,9.0,Cataclysmic Gladiator's Choker of Proficiency,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,8.0,,,,,,14.0,,Threadlinked Chain,,,,Epic,85.0,2.0,,,,,21.0,,10.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,9.0,,,,,,14.0,9.0,Cataclysmic Gladiator's Pendant of Diffusion,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,,,,,,9.0,14.0,9.0,Cataclysmic Gladiator's Pendant of Alacrity,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,9.0,14.0,,Petrified Fungal Heart,,,,Epic,85.0,2.0,,,,,21.0,,9.0
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,14.0,,Petrified Fungal Heart,,,,Epic,85.0,2.0,,,,,21.0,,9.0
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,9.0,Ruthless Gladiator's Choker of Proficiency,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,9.0,,,,,,14.0,9.0,String of Beaded Bubbles,,,,Rare,85.0,2.0,,,,,21.0,,
,,,,,,,,10.0,,,,,8.0,Amulet of Protection,,,,Epic,85.0,2.0,,,,,21.0,14.0,
14.0,14.0,,,,,9.0,,,,,,,,Fractured Earthstone Necklace,,,,Rare,85.0,2.0,,,,,21.0,14.0,9.0
14.0,,,,,,9.0,,,,,,,9.0,Pendant of the Lightless Grotto,,,,Rare,85.0,2.0,,,,,21.0,,
,,,,,,9.0,,,,,,14.0,,Necklace of Rumbling Earth,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,9.0,,,,,,14.0,9.0,Yellow Smoke Pendant,,,,Epic,85.0,2.0,,,,,21.0,,
11.0,,,,,,4.0,,,,,11.0,,,Entwined Elementium Choker,,1.0,,Rare,85.0,2.0,Prismatic socket,,,,21.0,,
14.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,9.0,,,Vicious Gladiator's Necklace of Proficiency,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,9.0,Vicious Gladiator's Choker of Proficiency,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,9.0,,,,,,14.0,,Necklace of Rumbling Earth,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,9.0,,,,,,14.0,,Wyrmbreaker's Amulet,,,,Epic,85.0,2.0,,,,,21.0,,9.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,9.0,,,,,,14.0,9.0,Ruthless Gladiator's Pendant of Diffusion,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,,,,,,9.0,14.0,9.0,Bloodthirsty Gladiator's Pendant of Alacrity,,,,Rare,85.0,2.0,,,,,21.0,,
,,,,,,9.0,,,,,9.0,,,Seedling Pod,,,,Rare,85.0,2.0,,,,,21.0,14.0,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Druid",,14.0,,,,,,14.0,9.0,Bloodthirsty Gladiator's Pendant of Diffusion,,,,Rare,85.0,2.0,,,,,21.0,,
14.0,,,,,,,,,,,,,,Mistral Pendant,,,,Epic,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,8.0,11.0,7.0,Kuang's Locket of Secrets,,1.0,,Rare,84.0,2.0,Prismatic socket,,,,21.0,,
,,,,,,9.0,,,,,,,9.0,Faded Forest Amulet,,,,Uncommon,85.0,2.0,,,,,21.0,14.0,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,14.0,,Bloodthirsty Gladiator's Pendant of Meditation,,,,Rare,85.0,2.0,,,,,21.0,,9.0
,,,,,,9.0,,,,,9.0,14.0,,Tauntka's Necklace,,,,Rare,85.0,2.0,,,,,21.0,,
,,,,,,,,,,,,,,Cloudburst Necklace,,,,Epic,85.0,2.0,,,,,21.0,14.0,
,,,,,,10.0,,,,,,14.0,8.0,Eye of Reversal,,,,Uncommon,,2.0,,,,,21.0,,
,,,,,,10.0,,,,,,14.0,8.0,Eye of Despair,,,,Uncommon,,2.0,,,,,21.0,,
,,,,,,7.0,,,,,10.0,,,Amulet of the Howling Watch,,,,Rare,81.0,2.0,,,,,21.0,14.0,
,,,,,,10.0,,,,,7.0,13.0,,Re-Wound Cogspring,,,,Uncommon,,2.0,,,,,20.0,,
,,,,,,9.0,,9.0,,,,,,Soulbind Choker,,,,Uncommon,,2.0,,,,,20.0,13.0,
,,,,,,,,,,,,17.0,10.0,Lost Necklace of the Mogu Empress,,,,Epic,90.0,2.0,,,,,26.0,,13.0
,,,,,,13.0,,,,,9.0,17.0,,Ashflare Pendant,,,,Epic,90.0,2.0,,,,,26.0,,
17.0,,,,,,10.0,,,,,12.0,,,Gleaming Eye of the Devilsaur,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,,,,,,12.0,,,Blackfuse's Blasting Cord,,,,Epic,90.0,2.0,,,,,26.0,17.0,12.0
17.0,,,,,,,,,,,12.0,,12.0,Immerseus' Crystalline Eye,,,,Epic,90.0,2.0,,,,,26.0,,
17.0,,,,,,,,,,,12.0,,12.0,Immerseus' Crystalline Eye,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,11.0,,,,,,17.0,12.0,Untainted Guardian's Chain,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,13.0,,,,,,,,Choker of the Final Word,,,,Epic,90.0,2.0,,,,,26.0,17.0,9.0
,,,,,,,,,,,12.0,,11.0,Juggernaut's Ignition Keys,,,,Epic,90.0,2.0,,,,,26.0,17.0,
,,,,,,,,,,,11.0,17.0,,Necklace of Fading Light,,,,Epic,90.0,2.0,,,,,26.0,,12.0
,,,,,,13.0,,,,,9.0,17.0,,Ashflare Pendant,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,13.0,,,,,9.0,17.0,,Ashflare Pendant,,,,Epic,90.0,2.0,,,,,26.0,,
,,,,,,13.0,,,,,9.0,17.0,,Ashflare Pendant,,,,Epic,90.0,2.0,,,,,25.0,,
,,,,,,13.0,,,,,,,,Choker of the Final Word,,,,Epic,90.0,2.0,,,,,25.0,17.0,9.0
,,,,,,,,,,,11.0,,,Blackfuse's Blasting Cord,,,,Epic,90.0,2.0,,,,,25.0,17.0,11.0
17.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,10.0,,,,,12.0,,,Prideful Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,25.0,,
,,,,"Warrior,Paladin,Death knight",,12.0,,,,,10.0,,,Prideful Gladiator's Choker of Accuracy,,,,Epic,90.0,2.0,,,,,25.0,17.0,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,12.0,,,,,,17.0,10.0,Prideful Gladiator's Pendant of Cruelty,,,,Epic,90.0,2.0,,,,,25.0,,
,,,,,,,,,,,,,9.0,Hydraskull Choker,,,,Epic,90.0,2.0,,,,,24.0,16.0,12.0
,,,,,,12.0,,,,,8.0,16.0,,Ashflare Pendant,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,,,9.0,Hydraskull Choker,,,,Epic,90.0,2.0,,,,,24.0,16.0,12.0
13.0,,,,,,9.0,,,,,9.0,,,Necklace of the Terra-Cotta Archer,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,,
16.0,,,,,,,,,,,11.0,,11.0,Immerseus' Crystalline Eye,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,,16.0,12.0,Horridon's Tusk Fragment,,,,Epic,90.0,2.0,,,,,24.0,,9.0
,,,,,,,,,,,,16.0,,Amaranthine Necklace,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,12.0,,,,,,,10.0,Malkorok's Tainted Dog Tags,,,,Epic,90.0,2.0,,,,,24.0,16.0,
,,,,,,10.0,,,,,,,8.0,Necklace of the Terra-Cotta Vanquisher,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,
16.0,,,,,,,,,,,,,,Warmsun Choker,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,10.0,,,,,6.0,,,Amulet of the Primal Turtle,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,
,,,,,,6.0,,,,,,,,Necklace of the Terra-Cotta Protector,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,10.0
16.0,,,,,,10.0,,,,,11.0,,,Talisman of Living Poison,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,11.0,,10.0,Juggernaut's Ignition Keys,,,,Epic,90.0,2.0,,,,,24.0,16.0,
,,,,,,9.0,,,,,8.0,13.0,,Necklace of the Terra-Cotta Invoker,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,,
16.0,,,,,,10.0,,,,,12.0,,,Gleaming Eye of the Devilsaur,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,11.0,,,Blackfuse's Blasting Cord,,,,Epic,90.0,2.0,,,,,24.0,16.0,11.0
,,,,,,10.0,,,,,6.0,,,Amulet of the Primal Turtle,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,
,,,,,,,,,,,,,9.0,Hydraskull Choker,,,,Epic,90.0,2.0,,,,,24.0,16.0,12.0
,,,,,,12.0,,,,,,,,Choker of the Final Word,,,,Epic,90.0,2.0,,,,,24.0,16.0,9.0
,,,,,,9.0,,,,,,,,Moonjade Necklace,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,9.0
,,,,,,,,,,,11.0,,10.0,Juggernaut's Ignition Keys,,,,Epic,90.0,2.0,,,,,24.0,16.0,
16.0,,,,,,8.0,,,,,,,12.0,Necklace of the Hazillosaurus,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,16.0,,Grievous Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,24.0,,11.0
,,,,,,9.0,,,,,,13.0,,Passionfire Choker,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,,8.0
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Grievous Gladiator's Choker of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,16.0,
16.0,,,,,,10.0,,,,,11.0,,,Talisman of Living Poison,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,,13.0,7.0,Necklace of the Terra-Cotta Mender,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,,9.0
,,,,,,,,,,,,16.0,10.0,Varandi Family Crest,,,,Rare,90.0,2.0,,,,,24.0,,11.0
,,,,,,10.0,,,,,6.0,,,Amulet of the Primal Turtle,,1.0,,Epic,90.0,2.0,Prismatic socket,,,,24.0,13.0,
16.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,11.0,,,Grievous Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,16.0,9.0,Grievous Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,16.0,,Grievous Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,24.0,,11.0
,,,,,,,,,,,,,11.0,Lootraptor's Amulet,,,,Epic,90.0,2.0,,,,,24.0,16.0,9.0
,,,,,,11.0,,,,,11.0,16.0,,Megaera's Shining Eye,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,,16.0,,Sha-Seeker Collar,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,,,,,,11.0,16.0,9.0,Coldstomp's Sorrow,,,,Rare,90.0,2.0,,,,,24.0,,
,,,,,,8.0,,,,,12.0,16.0,,Necklace of Celerity,,,,Rare,90.0,2.0,,,,,24.0,,
,,,,,,11.0,,,,,,,,Kaolan's Withering Necklace,,,,Epic,90.0,2.0,,,,,24.0,16.0,11.0
,,,,,,,,,,,,16.0,9.0,Gnawing Tooth,,,,Rare,90.0,2.0,,,,,24.0,,11.0
,,,,,,11.0,,,,,9.0,,,Emberfury Choker,,,,Rare,90.0,2.0,,,,,24.0,16.0,
,,,,,,,,,,,,,,Thunder Bastion Neck,,,,Epic,90.0,2.0,,,,,24.0,16.0,
,,,,,,11.0,,,,,,,10.0,Gorget of Flowing Earth,,,,Uncommon,,2.0,,,,,24.0,16.0,
,,,,,,11.0,,,,,9.0,,,Shackle of Eversparks,,,,Epic,90.0,2.0,,,,,24.0,16.0,
,,,,,,8.0,,,,,,,,Beads of the Mogu'shi,,,,Epic,90.0,2.0,,,,,23.0,12.0,15.0
,,,,,,10.0,,,,,,,10.0,Talisman of Angry Spirits,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,,15.0,9.0,Dreadful Gladiator's Pendant of Cruelty,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,Priest,,10.0,,,,,,15.0,10.0,Communal Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,,28.0,Necklace of Disorientation,,,,Rare,90.0,2.0,,,,,23.0,,21.0
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,15.0,,Tyrannical Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,23.0,,11.0
,,,,,,9.0,,,,,,15.0,,Mindcapture Pendant,,,,Rare,88.0,2.0,,,,,23.0,,11.0
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,,15.0,9.0,Malevolent Gladiator's Pendant of Cruelty,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,,,21.0,,,,,,,28.0,Anarchist's Pendant,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,15.0,,Dreadful Gladiator's Pendant of Meditation,,,,Rare,90.0,2.0,,,,,23.0,,11.0
,,,,,,11.0,,,,,,,,Amberglow Pendant,,,,Uncommon,,2.0,,,,,23.0,15.0,8.0
,,,,,,,,,,,17.0,,,Necklace of the Dark Blaze,,,,Rare,90.0,2.0,,,,,23.0,,32.0
,,,,Death knight,,10.0,,,,,,,,Heart-Lesion Amulet,,,,Uncommon,90.0,2.0,,,,,23.0,15.0,10.0
15.0,,,,Rogue,,,,,,,10.0,,10.0,Lightdrinker Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,
15.0,,,,Hunter,,,,,,,10.0,,10.0,Trailseeker Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,12.0,,,,,,,8.0,Necklace of Congealed Weaknesses,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,,,,,,11.0,15.0,9.0,Malevolent Gladiator's Pendant of Alacrity,,,,Epic,90.0,2.0,,,,,23.0,,
15.0,,,,,,11.0,,,,,,,8.0,Choker of the Unleashed Storm,,,,Epic,90.0,2.0,,,,,23.0,,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Tyrannical Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,,15.0,9.0,Tyrannical Gladiator's Pendant of Cruelty,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Priest,,10.0,,,,,,15.0,10.0,Communal Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,"Warrior,Paladin,Death knight",,9.0,,,,,,,11.0,Malevolent Gladiator's Choker of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,15.0,
,,,,,,11.0,,,,,,15.0,,Korven's Amber-Sealed Beetle,,,,Epic,90.0,2.0,,,,,23.0,,9.0
,,,,Druid,,10.0,,,,,,15.0,10.0,Springrain Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,Shaman,,10.0,,,,,,15.0,10.0,Streamtalker Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,25.0,,,,,25.0,,,Scorched Scarlet Key,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Mage,Warlock,Monk,Druid",,11.0,,,,,,15.0,9.0,Malevolent Gladiator's Pendant of Cruelty,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,12.0,,,,,,,8.0,Necklace of Congealed Weaknesses,,,,Epic,90.0,2.0,,,,,23.0,15.0,
15.0,,,,,,,,,,,8.0,,11.0,Pheromone-Coated Choker,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,11.0,,,,,9.0,,,Shackle of Eversparks,,,,Epic,90.0,2.0,,,,,23.0,15.0,
15.0,,,,,,,,,,,8.0,,12.0,Don Guerrero's Glorious Choker,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,23.0,,,,,,,27.0,Temperature-Sensing Necklace,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,"Paladin,Priest,Shaman,Monk,Druid",,,,,,,9.0,15.0,,Malevolent Gladiator's Pendant of Meditation,,,,Epic,90.0,2.0,,,,,23.0,,11.0
,,,,,,,,,,,,15.0,,Brewmoon Necklace,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,,15.0,,Lavasoul Collar,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,Monk,,,,,,,10.0,15.0,,Mistdancer Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,,,,,,,,27.0,,23.0,Bloodseeker's Solitaire,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,,,,,,11.0,15.0,9.0,Dorian's Necklace of Burgeoning Dreams,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Warlock,,10.0,,,,,,15.0,10.0,Felsoul Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
15.0,,,,Monk,,,,,,,10.0,,10.0,Mistdancer Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,Warrior,,10.0,,,,,,,10.0,Oathsworn Pendant,,,,Uncommon,90.0,2.0,,,,,23.0,15.0,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,11.0,,,Dreadful Gladiator's Necklace of Proficiency,,,,Rare,90.0,2.0,,,,,23.0,,
15.0,,,,,,,,,,,,,,Stormcrier Choker,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,Paladin,,,,,,,10.0,15.0,,Sunsoul Necklace,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,,,,,,,,,,21.0,Armsmaster's Sealed Locket,,,,Rare,90.0,2.0,,,,,23.0,,28.0
,,,,Death knight,,10.0,,,,,,,10.0,Heart-Lesion Pendant,,,,Uncommon,90.0,2.0,,,,,23.0,15.0,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Dreadful Gladiator's Necklace of Prowess,,,,Rare,90.0,2.0,,,,,23.0,,
15.0,,,,,,10.0,,,,,10.0,,,Hellrider's Choker,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,Paladin,,10.0,,,,,,,10.0,Sunsoul Pendant,,,,Uncommon,90.0,2.0,,,,,23.0,15.0,
,,,,,,,,,,,11.0,15.0,,Amberglow Locket,,,,Uncommon,,2.0,,,,,23.0,,8.0
15.0,,,,Druid,,,,,,,,,10.0,Springrain Choker,,,,Uncommon,90.0,2.0,,,,,23.0,,10.0
,,,,,,23.0,,,,,28.0,,,"Helios, Durand's Soul of Purity",,,,Epic,90.0,2.0,,,,,23.0,,
,,,,,,28.0,,,,,21.0,,,Mindbreaker Pendant,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,Malevolent Gladiator's Choker of Accuracy,,,,Epic,90.0,2.0,,,,,23.0,15.0,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,9.0,,,,,11.0,,,Malevolent Gladiator's Necklace of Proficiency,,,,Epic,90.0,2.0,,,,,24.0,,
,,,,Warlock,,10.0,,,,,,15.0,10.0,Felsoul Medallion,,,,Uncommon,90.0,2.0,,,,,23.0,,
,,,,,,25.0,,,,,25.0,,,Scorched Scarlet Key,,,,Rare,90.0,2.0,,,,,23.0,,
,,,,,,11.0,,,,,9.0,15.0,,Amberglow Choker,,,,Uncommon,,2.0,,,,,23.0,,
,,,,,,10.0,,,,,10.0,,,Soulgrasp Choker,,,,Epic,90.0,2.0,,,,,23.0,15.0,
15.0,,,,"Hunter,Rogue,Shaman,Monk,Druid",,,,,,,9.0,,11.0,Tyrannical Gladiator's Necklace of Prowess,,,,Epic,90.0,2.0,,,,,23.0,,
,,,,"Warrior,Paladin,Death knight",,11.0,,,,,9.0,,,Tyrannical Gladiator's Choker of Accuracy,,,,Epic,90.0,2.0,,,,,23.0,15.0,
,,,,,,,,,,,10.0,15.0,9.0,Oakhide Choker,,,,Uncommon,,2.0,,,,,22.0,,
,,,,,,10.0,,,,,,15.0,9.0,Mist-Shaman Necklace,,,,Uncommon,,2.0,,,,,22.0,,
15.0,,,,,,9.0,,,,,10.0,,,Rensai's Necklace,,,,Uncommon,,2.0,,,,,22.0,,
,,,,,,8.0,,,,,11.0,15.0,,Pendant of Orbiss,,,,Uncommon,,2.0,,,,,22.0,,
15.0,,,,,,8.0,,,,,,,11.0,Locket of the Sumprushes,,,,Uncommon,,2.0,,,,,22.0,,
,,,,,,9.0,,,,,10.0,,,Gaze of the Serpent,,,,Rare,82.0,2.0,,,,,22.0,15.0,
,,,,,,10.0,,,,,,15.0,10.0,Stolen Necklace of Accuracy,,,,Rare,81.0,2.0,,,,,22.0,,
,,,,,,,,,,,9.0,,10.0,Bearheart Amulet,,,,Uncommon,,2.0,,,,,22.0,15.0,
,,,,,,,,,,,,,,Grummle Amulet,,,,Uncommon,86.0,2.0,,,,,22.0,15.0,
