agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,holres,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,53.0,,,15.0,,100.0,,,,,,21.0,13.0,Shoulderguards of Potentiation,,,,Epic,,90.0,3.0,,,,,32.0,21.0,21.0,
15.0,15.0,,24.0,Druid,,11.0,,100.0,,,,,,15.0,11.0,Mantle of the Haunted Forest,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
18.0,18.0,,35.0,Shaman,,13.0,,100.0,,,,,,18.0,12.0,Firebird's Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
17.0,17.0,,23.0,Monk,,12.0,,100.0,,,10.0,,,17.0,,Red Crane Shoulderguards,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,Mage,,,,85.0,,,13.0,,,17.0,10.0,Crafted Dreadful Gladiator's Silk Amice,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,,,14.0,,85.0,,,,,,20.0,12.0,Masterwork Spiritguard Shoulders,,,,Rare,,90.0,3.0,,,,,30.0,20.0,20.0,
,,,50.0,,,8.0,,100.0,,,,,,12.0,18.0,Shoulderguards of the Unflanked,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,12.0,12.0,
,,,50.0,Paladin,,12.0,,100.0,,,,,,17.0,11.0,White Tiger Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,13.0,,,12.0,,100.0,,,11.0,,,17.0,,Shoulderpads of Twisted Fate,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,49.0,,,,,70.0,,,,,,20.0,,Primordial Bloodsoaked Pauldrons,,,,Uncommon,,90.0,3.0,,,,,30.0,20.0,20.0,
19.0,19.0,,22.0,,,14.0,,70.0,,,10.0,,,19.0,,Wasteland Leather Spaulders,,,,Uncommon,,88.0,3.0,,,,,29.0,,,
,,,13.0,Mage,,,,100.0,,,13.0,,,16.0,10.0,Cataclysmic Gladiator's Silk Amice,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,47.0,Warrior,,10.0,,100.0,,,13.0,,,16.0,,Cataclysmic Gladiator's Plate Shoulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,16.0,16.0,
16.0,16.0,,31.0,,,12.0,,100.0,,,11.0,,,16.0,,Craterflame Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,47.0,Death knight,,7.0,,100.0,,,11.0,,,13.0,,Necrotic Boneplate Pauldrons,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,13.0,13.0,
15.0,15.0,,21.0,Druid,,9.0,,100.0,,,12.0,,,15.0,,Stormrider's Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,12.0,Priest,,12.0,,100.0,,,9.0,,,15.0,,Shoulderwraps of the Cleansing Flame,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,Paladin,,13.0,,100.0,,,8.0,,,15.0,,Immolation Pauldrons,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
,,,,,,,,,,,,,,,,Secret Crane Wing Inscription,,,,Epic,,85.0,,,,,,,,,
17.0,17.0,,38.0,Hunter,,9.0,,100.0,,,15.0,,,17.0,,Spaulders of the Unblinking Vigil,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,15.0,Priest,,12.0,,100.0,,,,,,20.0,15.0,Prideful Gladiator's Mooncloth Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,34.0,,,
,,,14.0,,,12.0,,100.0,,,12.0,,,18.0,,Gleaming-Eye Shoulderpads,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,53.0,,,14.0,,100.0,,,,,,21.0,14.0,Sparksmasher Pauldrons,,,,Epic,,90.0,3.0,,,,,32.0,21.0,21.0,
18.0,18.0,,24.0,Monk,,11.0,,100.0,,,14.0,,,18.0,,Grievous Gladiator's Ironskin Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
15.0,15.0,,23.0,Monk,,11.0,,100.0,,,,,,15.0,10.0,Fire-Charm Mantle,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,31.0,,,
17.0,17.0,,23.0,Monk,,14.0,,100.0,,,9.0,,,17.0,,Red Crane Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,33.0,,,12.0,,100.0,,,,,,17.0,11.0,Wingslasher Pauldrons,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,48.0,,,,19.0,100.0,,,,,,12.0,,Brackenshell Shoulderplates,,1.0,7.0,Epic,,85.0,3.0,Prismatic socket,,,,29.0,12.0,12.0,
,,,12.0,,,12.0,,85.0,,,,,,18.0,,Fireweave Shoulders,,,,Rare,,85.0,3.0,,,,,28.0,,,12.0
,,,46.0,,,,,100.0,,,6.0,,,14.0,,Pauldrons of the Apocalypse,,1.0,15.0,Epic,,85.0,3.0,Prismatic socket,,,,28.0,14.0,14.0,
18.0,18.0,,31.0,,,9.0,,100.0,,,,,,18.0,,Pauldrons of Midnight Whispers,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,25.0,,,12.0
18.0,18.0,,31.0,,,,,70.0,,,10.0,,,18.0,14.0,Faded Forest Chain Spaulders,,,,Uncommon,,85.0,3.0,,,,,28.0,,,
16.0,16.0,,24.0,,,10.0,,100.0,,,,,,16.0,12.0,Shoulders of the Roiling Inferno,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,14.0,Warlock,,10.0,,100.0,,,11.0,,,15.0,,Mantle of the Thousandfold Hells,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,14.0,Priest,,11.0,,100.0,,,,,,18.0,14.0,Grievous Gladiator's Mooncloth Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,52.0,Death knight,,11.0,,100.0,,,,,,18.0,13.0,Shoulderguards of the Lost Catacomb,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,18.0,18.0,
18.0,18.0,,24.0,Monk,,13.0,,100.0,,,,,,18.0,12.0,Red Crane Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
20.0,20.0,,23.0,,,11.0,,85.0,,,15.0,,,20.0,,Ghost Fox Spaulders,,,,Rare,,,3.0,,,,,30.0,,,
17.0,17.0,,33.0,Hunter,,10.0,,85.0,,,13.0,,,17.0,,Crafted Malevolent Gladiator's Chain Spaulders,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,32.0,,,
17.0,17.0,,23.0,Druid,,12.0,,100.0,,,,,,17.0,11.0,Eternal Blossom Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,Warlock,,10.0,,100.0,,,,,,13.0,8.0,Mantle of the Faceless Shroud,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,
,,,47.0,,,8.0,,100.0,,,,,,13.0,8.0,Backbreaker Spaulders,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,13.0,13.0,
13.0,13.0,,21.0,Rogue,,8.0,,100.0,,,12.0,,,13.0,,Blackfang Battleweave Spaulders,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,
13.0,13.0,,31.0,Shaman,,,,100.0,,,10.0,,,13.0,,Spiritwalker's Mantle,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,10.0
19.0,19.0,,21.0,,,,,100.0,,,,,,19.0,,Flickering Shoulderpads,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,13.0,,,13.0,,100.0,,,,,,16.0,9.0,Mantle of Closed Doors,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,Warrior,,10.0,,100.0,,,9.0,,,13.0,,Colossal Dragonplate Pauldrons,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,13.0,13.0,
,,,46.0,,,,,70.0,,,,,,19.0,,Ghost-Forged Shoulders,,,,Uncommon,,85.0,3.0,,,,,28.0,19.0,19.0,
15.0,15.0,,21.0,Druid,,,,100.0,,,9.0,,,15.0,12.0,Stormrider's Shoulderwraps,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,Death knight,,9.0,,100.0,,,12.0,,,15.0,,Ruthless Gladiator's Dreadplate Shoulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
,,,,,,,,,,,,,,,,Greater Inscription of Unbreakable Quartz,,,,Epic,,85.0,,,,,,,,,
,,,57.0,,,15.0,,100.0,,,,,,17.0,9.0,Pauldrons of Violent Eruption,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,15.0,,,11.0,,100.0,,,,,,16.0,12.0,Rime-Rift Shoulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,55.0,,,,,100.0,,,11.0,,,16.0,12.0,Darkfallen Shoulderplates,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
,,,55.0,Paladin,,12.0,,100.0,,,,,,16.0,11.0,Lightning Emperor's Mantle,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
16.0,16.0,,36.0,Hunter,,8.0,,100.0,,,14.0,,,16.0,,Spaulders of the Unblinking Vigil,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,55.0,,,,,100.0,,,13.0,,,19.0,12.0,Reconstructed Furious Shoulderplates,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,33.0,19.0,19.0,
19.0,19.0,,35.0,,,,,100.0,,,9.0,,,19.0,14.0,Spaulders of Quaking Fear,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
16.0,16.0,,24.0,,,13.0,,100.0,,,,,,16.0,9.0,Ricocheting Shoulderguards,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,53.0,Death knight,,11.0,,100.0,,,,,,15.0,11.0,Shoulderguards of the All-Consuming Maw,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,15.0,15.0,
,,,14.0,,,12.0,,100.0,,,12.0,,,18.0,,Lost Shoulders of Fluidity,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,,,
,,,50.0,,,12.0,,100.0,,,,,,17.0,10.0,Shoulderpads of Misshapen Life,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,13.0,,,12.0,,100.0,,,11.0,,,17.0,,Shoulderpads of Twisted Fate,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,,,10.0,,85.0,,,,,,17.0,12.0,Spaulders of Immovable Stone,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,13.0,Priest,,12.0,,100.0,,,,,,17.0,11.0,Guardian Serpent Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,Warrior,,12.0,,70.0,,,14.0,,,20.0,,Oathsworn Pauldrons,,,,Uncommon,,90.0,3.0,,,,,30.0,20.0,20.0,
20.0,20.0,,33.0,,,12.0,,85.0,,,14.0,,,20.0,,Shadowspine Shoulderguards,,,,Rare,,87.0,3.0,,,,,30.0,,,
,,,13.0,,,11.0,,100.0,,,12.0,,,17.0,,Shadowsummoner Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,,,,,100.0,,,,,,20.0,,Yaungolian Pauldrons,,,,Epic,,90.0,3.0,,,,,30.0,20.0,20.0,
,,,50.0,,,10.0,,100.0,,,,,,11.0,18.0,Shoulders of Autumnlight,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,11.0,11.0,
,,,13.0,,,,,100.0,,,12.0,,,17.0,11.0,Shoulders of Foaming Fluids,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,,,13.0,,100.0,,,,,,17.0,8.0,Paleblade Shoulderguards,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
16.0,16.0,,21.0,Druid,,,,100.0,,,13.0,,,16.0,,Obsidian Arborweave Mantle,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,10.0
,,,47.0,Warrior,,12.0,,100.0,,,10.0,,,16.0,,Pauldrons of the Molten Giant,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,16.0,16.0,
13.0,13.0,,31.0,Shaman,,11.0,,100.0,,,8.0,,,13.0,,Spiritwalker's Spaulders,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,
,,,12.0,,,12.0,,85.0,,,,,,18.0,,Bloodthirsty Fireweave Shoulders,,,,Rare,,85.0,3.0,,,,,28.0,,,12.0
15.0,15.0,,21.0,Rogue,,9.0,,100.0,,,12.0,,,15.0,,Wind Dancer's Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,,,8.0,,85.0,,,,,,15.0,13.0,Raz's Pauldrons,,1.0,,Rare,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
,,,12.0,Priest,,,,100.0,,,9.0,,,15.0,,Mantle of the Cleansing Flame,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,12.0
,,,12.0,Warlock,,,,100.0,,,12.0,,,15.0,9.0,Ruthless Gladiator's Felweave Amice,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
18.0,18.0,,29.0,,,12.0,,70.0,,,,,,18.0,12.0,Box-Frame Spaulders,,,,Uncommon,,,3.0,,,,,27.0,,,
,,,,,,,,,,,,,,,,Lesser Inscription of Charged Lodestone,,,,Rare,,85.0,,,,,,,,,
,,,,,,,,,,,,,,,,Lesser Inscription of Jagged Stone,,,,Rare,,85.0,,,,,,,,,
17.0,17.0,,25.0,Rogue,,8.0,,100.0,,,14.0,,,17.0,,Spaulders of the Barbed Assassin,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,,,
,,,15.0,,,,,100.0,,,,,,22.0,,Amaranthine Shoulderpads,,,,Epic,,90.0,3.0,,,,,33.0,,,
,,,15.0,,,9.0,,100.0,,,,,,16.0,13.0,Shoulderpads of Dou Dou Chong,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
19.0,19.0,,25.0,,,9.0,,100.0,,,15.0,,,19.0,,Forgotten Mantle of the Moon,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,33.0,,,
,,,55.0,Paladin,,12.0,,100.0,,,,,,16.0,12.0,Lightning Emperor's Shoulderguards,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
16.0,16.0,,36.0,,,,,100.0,,,12.0,,,16.0,12.0,Quarantine Shoulderguards,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,14.0,Priest,,12.0,,100.0,,,,,,16.0,10.0,Mantle of the Ternion Glory,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,14.0,Priest,,,,,,,,,,,,Grievous Gladiator's Mooncloth Mantle,,,,Epic,,90.0,3.0,,,,,,,,
,,,14.0,,,15.0,,100.0,,,13.0,,,21.0,,Frost-Kissed Shoulderwraps,,,,Epic,,90.0,3.0,,,,,32.0,,,
18.0,18.0,,35.0,Hunter,,11.0,,100.0,,,14.0,,,18.0,,Grievous Gladiator's Chain Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,52.0,,,,,100.0,,,9.0,,,13.0,19.0,Pauldrons of the Broken Blade,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,13.0,13.0,
18.0,18.0,,24.0,Druid,,13.0,,100.0,,,,,,18.0,12.0,Eternal Blossom Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,23.0,,,8.0,,100.0,,,14.0,,,18.0,,Forgotten Mantle of the Moon,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,,,
15.0,15.0,,23.0,Monk,,12.0,,100.0,,,8.0,,,15.0,,Fire-Charm Shoulderguards,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,31.0,,,
15.0,15.0,,23.0,Druid,,11.0,,100.0,,,9.0,,,15.0,,Spaulders of the Haunted Forest,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,31.0,,,
,,,50.0,,,,,85.0,,,,,,20.0,,Mogu-Wrought Pauldrons,,,,Rare,,90.0,3.0,,,,,30.0,20.0,20.0,
,,,13.0,,,,,85.0,,,9.0,,,17.0,12.0,Whisperwind Spaulders,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,23.0,Monk,,10.0,,100.0,,,13.0,,,17.0,,Tyrannical Gladiator's Ironskin Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,Death knight,,10.0,,100.0,,,,,,17.0,12.0,Shoulderguards of the Lost Catacomb,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
20.0,20.0,,33.0,,,,,100.0,,,,,,20.0,,Crimsonscale Spaulders,,,,Epic,,90.0,3.0,,,,,30.0,,,
17.0,17.0,,33.0,,,,,100.0,,,12.0,,,17.0,10.0,Shoulders of Empyreal Focus,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,Mage,,,,85.0,,,13.0,,,17.0,10.0,Crafted Malevolent Gladiator's Silk Amice,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,32.0,,,
20.0,20.0,,33.0,,,13.0,,85.0,,,,,,20.0,14.0,Contender's Dragonscale Shoulders,,,,Rare,,90.0,3.0,,,,,30.0,,,
,,,13.0,Priest,,10.0,,100.0,,,,,,13.0,9.0,Mantle of Dying Light,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,29.0,,,
,,,47.0,Paladin,,10.0,,100.0,,,13.0,,,16.0,,Cataclysmic Gladiator's Scaled Shoulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,16.0,16.0,
16.0,16.0,,21.0,Rogue,,10.0,,100.0,,,13.0,,,16.0,,Cataclysmic Gladiator's Leather Spaulders,,1.0,,Epic,2200.0,85.0,3.0,Prismatic socket,,,,28.0,,,
13.0,13.0,,21.0,Druid,,11.0,,100.0,,,,,,13.0,,Deep Earth Shoulderwraps,,2.0,,Epic,,85.0,3.0,Prismatic socket,Prismatic socket,,,28.0,,,9.0
,,,47.0,,,,,100.0,,,,,,16.0,8.0,Spaulders of Manifold Eyes,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,16.0,16.0,13.0
16.0,16.0,,31.0,Hunter,,,,100.0,,,9.0,,,16.0,13.0,Flamewaker's Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
19.0,19.0,,31.0,,,10.0,,70.0,,,14.0,,,19.0,,Mountainscaler Chain Spaulders,,,,Uncommon,,87.0,3.0,,,,,28.0,,,
,,,46.0,,,8.0,15.0,85.0,,,,,,13.0,,Sunburnt Pauldrons,,1.0,,Rare,,85.0,3.0,Prismatic socket,,,,28.0,13.0,13.0,
,,,46.0,,,,9.0,85.0,,,,,,18.0,9.0,Earthshape Pauldrons,,1.0,,Rare,,85.0,3.0,Prismatic socket,,,,28.0,18.0,18.0,
,,,46.0,Death knight,,9.0,,100.0,,,12.0,,,15.0,,Magma Plated Pauldrons,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
,,,46.0,Paladin,,6.0,,100.0,,,,,,15.0,,Immolation Mantle,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,14.0
,,,12.0,,,,,85.0,,,,,,18.0,,Emberfire Shoulders,,,,Rare,,85.0,3.0,,,,,28.0,,,24.0
15.0,15.0,,21.0,Rogue,,9.0,,100.0,,,12.0,,,15.0,,Wind Dancer's Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
18.0,18.0,,31.0,,,,,100.0,,,,,,18.0,,Flickering Shoulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
15.0,15.0,,31.0,Hunter,,,,100.0,,,9.0,,,15.0,12.0,Lightning-Charged Spaulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,
,,,46.0,Paladin,,9.0,,100.0,,,12.0,,,15.0,,Vicious Gladiator's Scaled Shoulders,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,15.0,15.0,
,,,46.0,,,11.0,,85.0,,,,,,18.0,,Captain Hadan's Pauldrons,,,,Rare,,,3.0,,,,,28.0,18.0,18.0,13.0
15.0,15.0,,31.0,Shaman,,,,100.0,,,10.0,,,15.0,,Erupting Volcanic Shoulderwraps,,1.0,,Epic,,85.0,3.0,Prismatic socket,,,,28.0,,,11.0
,,,45.0,,,12.0,,70.0,,,12.0,,,18.0,,Geodecrack Shoulderguards,,,,Uncommon,,,3.0,,,,,27.0,18.0,18.0,
,,,,,,,,,,,,,,,,Crane Wing Inscription,,,,Rare,,85.0,,,,,,,,,
,,,,,,,,,,,,,,,,Tiger Fang Inscription,,,,Rare,,85.0,,,,,,,,,
,,,,,,,,,,,,,,,,Sha Armor Kit,,,,Common,,85.0,,,,,,,,,
,,,,,,,,,,,,,,,,Lesser Inscription of Shattered Crystal,,,,Rare,,85.0,,,,,,,,,
178.0,178.0,,186.0,,,62.0,,,,,96.0,,,178.0,,Shoulderpads of the Forgotten Gate,,,,Epic,,85.0,3.0,,,,,267.0,,,
,,,57.0,Paladin,,13.0,,100.0,,,,,,17.0,12.0,Shoulderguards of Winged Triumph,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,57.0,Paladin,,13.0,,100.0,,,,,,17.0,12.0,Pauldrons of Winged Triumph,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,56.0,,,12.0,,100.0,,,,,,17.0,12.0,Shoulderplates of Gushing Geysers,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
,,,15.0,,,,,100.0,,,12.0,,,17.0,12.0,Shoulderpads of Pulsing Protection,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,34.0,,,
,,,15.0,Priest,,,,,,,,,,,,Prideful Gladiator's Mooncloth Mantle,,,,Epic,,90.0,3.0,,,,,,,,
16.0,16.0,,36.0,,,13.0,,100.0,,,,,,16.0,9.0,Shoulderguards of Intended Power,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,,,
,,,55.0,,,14.0,,100.0,,,,,,16.0,8.0,Pauldrons of Violent Eruption,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
,,,55.0,Warrior,,10.0,,100.0,,,,,,16.0,13.0,Pauldrons of the Last Mogu,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,33.0,16.0,16.0,
16.0,16.0,,35.0,Shaman,,8.0,,100.0,,,13.0,,,16.0,,Spaulders of Celestial Harmony,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
18.0,18.0,,24.0,Monk,,11.0,,100.0,,,,,,18.0,14.0,Grievous Gladiator's Copperskin Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,14.0,Priest,,,,100.0,,,11.0,,,18.0,14.0,Grievous Gladiator's Satin Mantle,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,14.0,,,11.0,,100.0,,,,,,18.0,12.0,Chilblain Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,32.0,,,
,,,53.0,Paladin,,11.0,,100.0,,,,,,15.0,11.0,Lightning Emperor's Shoulderguards,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,15.0,15.0,
,,,53.0,,,11.0,,100.0,,,16.0,,,21.0,,Sightblinder Shoulderguards,,,,Epic,,90.0,3.0,,,,,32.0,21.0,21.0,
15.0,15.0,,24.0,Rogue,,12.0,,100.0,,,10.0,,,15.0,,Nine-Tailed Spaulders,,2.0,,Epic,,90.0,3.0,Prismatic socket,Prismatic socket,,,32.0,,,
21.0,21.0,,24.0,,,15.0,,100.0,,,,,,21.0,12.0,Wallwalker Spaulders,,,,Epic,,90.0,3.0,,,,,32.0,,,
18.0,18.0,,23.0,,,12.0,,100.0,,,,,,18.0,11.0,Spaulders of the Divided Mind,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,,,
,,,51.0,,,14.0,,100.0,,,8.0,,,18.0,,Spaulders of Primordial Growth,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,31.0,18.0,18.0,
,,,50.0,Warrior,,10.0,,100.0,,,13.0,,,17.0,,Malevolent Gladiator's Plate Shoulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,17.0,17.0,
17.0,17.0,,23.0,Druid,,13.0,,100.0,,,,,,17.0,11.0,Eternal Blossom Shoulderwraps,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,33.0,,,15.0,,85.0,,,10.0,,,20.0,,Fletcher's Sharpening Shoulders,,,,Rare,,85.0,3.0,,,,,30.0,,,
17.0,17.0,,33.0,Hunter,,10.0,,100.0,,,13.0,,,17.0,,Tyrannical Gladiator's Chain Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,13.0,Priest,,10.0,,85.0,,,,,,17.0,13.0,Dreadful Gladiator's Mooncloth Mantle,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,33.0,Shaman,,,,85.0,,,10.0,,,17.0,13.0,Crafted Dreadful Gladiator's Mail Spaulders,,1.0,,Rare,,90.0,3.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,33.0,Shaman,,14.0,,100.0,,,9.0,,,17.0,,Firebird's Spaulders,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,50.0,,,,,85.0,,,14.0,,,20.0,12.0,Contender's Spirit Shoulders,,,,Rare,,90.0,3.0,,,,,30.0,20.0,20.0,
17.0,17.0,,33.0,,,12.0,,100.0,,,11.0,,,17.0,,Waterborne Shoulderguards,,1.0,,Epic,,90.0,3.0,Prismatic socket,,,,30.0,,,
,,,49.0,,,,,70.0,,,,,,20.0,,Forgotten Peacekeeper Shoulders,,,,Uncommon,,90.0,3.0,,,,,30.0,20.0,20.0,
,,,49.0,,,,,85.0,,,,,,20.0,,Ghost-Forged Shoulders,,,,Rare,,85.0,3.0,,,,,30.0,20.0,20.0,
