agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,66.0,,,12.0,,140.0,,,,17.0,,25.0,Breastplate of Wracking Souls,,1.0,,Rare,,90.0,5.0,Prismatic socket,,,,40.0,17.0,17.0,
,,,66.0,,,,,165.0,,,17.0,21.0,,11.0,Chestguard of the Unbowed Back,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,
21.0,21.0,,30.0,Monk,,16.0,,165.0,,,,21.0,-524.0,13.0,Red Crane Tunic,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,,,
21.0,21.0,,30.0,,,17.0,,165.0,,,11.0,21.0,,,Wrap of Instant Petrification,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,,,
27.0,27.0,,44.0,,,,,140.0,,,17.0,27.0,,18.0,Mountain Stream Ringmail,,,,Rare,,90.0,5.0,,,,,40.0,,,
,,,18.0,Priest,,,,115.0,,,14.0,27.0,,20.0,Communal Vestments,,,,Uncommon,,90.0,20.0,,,,,40.0,,,
21.0,21.0,,30.0,Rogue,,16.0,,165.0,,,,21.0,-511.0,13.0,Tunic of the Thousandfold Blades,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,,,
21.0,21.0,,30.0,,,13.0,,165.0,,,,21.0,,16.0,Robes of Eighty Lights,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
21.0,21.0,,30.0,Monk,,16.0,,165.0,,,,21.0,1132.0,13.0,Red Crane Tunic,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,,,
,,,66.0,,,18.0,,140.0,,,,27.0,,17.0,Swarmbringer Chestguard,,,,Rare,,90.0,5.0,,,,,40.0,27.0,27.0,
,,,18.0,,,18.0,,140.0,,,17.0,27.0,,,Robes of the Quiet Isle,,,,Rare,,83.0,20.0,,,,,40.0,,,
,,,18.0,Warlock,,12.0,,140.0,,,18.0,21.0,-621.0,,Crafted Dreadful Gladiator's Felweave Raiment,,2.0,,Rare,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
,,,66.0,,,16.0,,140.0,,,,24.0,,16.0,Canine Commander's Breastplate,,1.0,,Rare,,90.0,5.0,Prismatic socket,,,,40.0,24.0,24.0,
,,,18.0,Mage,,16.0,,165.0,,,13.0,21.0,-510.0,,Robes of the Burning Scroll,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
,,,66.0,Warrior,,18.0,,115.0,,,,27.0,,18.0,Oathsworn Chestguard,,,,Uncommon,,90.0,5.0,,,,,40.0,27.0,27.0,
,,,18.0,,,16.0,,165.0,,,19.0,27.0,,,Natli's Fireheart Robe,,,,Epic,,90.0,20.0,,,,,40.0,,,
26.0,26.0,,44.0,,,,,115.0,,,,26.0,,,Battered Saurscale Chestpiece,,,,Uncommon,,90.0,5.0,,,,,39.0,,,
26.0,26.0,,30.0,,,,,140.0,,,20.0,26.0,,14.0,Sunsoaked Breastplate,,,,Rare,,,5.0,,,,,39.0,,,
,,,17.0,Warlock,,9.0,,165.0,,,15.0,17.0,-486.0,,Robes of the Faceless Shroud,,3.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,39.0,,,
26.0,26.0,,43.0,,,,,115.0,,,18.0,26.0,,16.0,Wasteland Ringmail Armor,,,,Uncommon,,88.0,5.0,,,,,39.0,,,
,,,64.0,Death knight,,,11.0,165.0,,,,17.0,-502.0,14.0,Necrotic Boneplate Chestguard,,3.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,39.0,17.0,17.0,
26.0,26.0,,43.0,,,,,115.0,,,,26.0,,,Willow Vest,,,,Uncommon,,86.0,5.0,,,,,39.0,,,
,,,64.0,Warrior,,,13.0,165.0,,,,17.0,-485.0,11.0,Colossal Dragonplate Chestguard,,3.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,39.0,17.0,17.0,
,,,63.0,,,,,115.0,,,14.0,26.0,,19.0,Paoquan Vest,,,,Uncommon,,,5.0,,,,,39.0,26.0,26.0,
16.0,16.0,,29.0,Druid,,17.0,,165.0,,,,16.0,1058.0,6.0,Deep Earth Raiment,,3.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,
16.0,16.0,,29.0,Druid,,,,165.0,,,,16.0,1059.0,10.0,Deep Earth Vestment,,3.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,13.0
,,,63.0,,,,13.0,165.0,,,,19.0,,14.0,Carapace of Imbibed Flame,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,
25.0,25.0,,42.0,,,16.0,,115.0,,,,25.0,,17.0,Mountainscaler Ringmail Armor,,,,Uncommon,,87.0,5.0,,,,,38.0,,,
,,,17.0,,,,,165.0,,,12.0,16.0,,,Robe of Glowing Stone,,3.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,13.0
19.0,19.0,,42.0,,,,,165.0,,,,19.0,,11.0,Gatekeeper's Embrace,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,38.0,,,17.0
,,,63.0,Death knight,,11.0,,165.0,,,17.0,19.0,-447.0,,Cataclysmic Gladiator's Dreadplate Chestpiece,,2.0,,Epic,2200.0,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,
,,,63.0,Death knight,,16.0,,165.0,,,,19.0,-349.0,11.0,Elementium Deathplate Breastplate,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,
,,,17.0,Priest,,,,165.0,,,16.0,19.0,-359.0,,Vestment of the Cleansing Flame,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,38.0,,,11.0
,,,17.0,Mage,,8.0,,165.0,,,15.0,16.0,-477.0,,Time Lord's Robes,,3.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,
19.0,19.0,,28.0,Druid,,10.0,,165.0,,,,19.0,928.0,16.0,Stormrider's Robes,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,37.0,,,
,,,62.0,Paladin,,16.0,,165.0,,,10.0,19.0,-289.0,,Reinforced Sapphirium Battleplate,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,
,,,62.0,Warrior,,,,165.0,,,,25.0,-300.0,13.0,Earthen Chestguard,,2.0,7.0,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,25.0,25.0,
25.0,25.0,,28.0,,,,,140.0,,,,25.0,,16.0,Chestguard of the Caring Ursine,,,,Rare,,84.0,5.0,,,,,37.0,,,16.0
,,,62.0,,,13.0,,165.0,,,,16.0,,,Battleplate of the Apocalypse,,2.0,16.0,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,16.0,16.0,
,,,62.0,,,,,140.0,,,13.0,22.0,,,Omega Breastplate,,1.0,,Rare,,83.0,5.0,Prismatic socket,,,,37.0,22.0,22.0,16.0
19.0,19.0,,28.0,Rogue,,10.0,,165.0,,,16.0,19.0,937.0,,Wind Dancer's Tunic,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
,,,62.0,,,,,140.0,,,11.0,19.0,,,Peacemaker's Breastplate,,2.0,,Rare,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,14.0
,,,17.0,Warlock,,10.0,,165.0,,,16.0,19.0,-385.0,,Vicious Gladiator's Felweave Raiment,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,37.0,,,
19.0,19.0,,41.0,Hunter,,13.0,,165.0,,,,19.0,1005.0,14.0,Flamewaker's Tunic,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
,,,62.0,Death knight,,16.0,,165.0,,,,19.0,1000.0,11.0,Elementium Deathplate Breastplate,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,
,,,62.0,,,,,140.0,,,13.0,22.0,,,Omega Breastplate,,1.0,,Rare,,85.0,5.0,Prismatic socket,,,,37.0,22.0,22.0,16.0
25.0,25.0,,41.0,,,14.0,,165.0,,,,25.0,,12.0,Breastplate of the Queen's Guard,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,31.0,,,
19.0,19.0,,41.0,,,,,140.0,,,11.0,19.0,,14.0,Breastplate of the Stilled Heart,,2.0,,Rare,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
19.0,19.0,,41.0,Shaman,,10.0,,165.0,,,16.0,19.0,-295.0,,Tunic of the Raging Elements,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
25.0,25.0,,41.0,,,12.0,,165.0,,,,25.0,,15.0,Demonsbane Chestguard,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,31.0,,,
,,,17.0,Priest,,,,165.0,,,16.0,19.0,-391.0,,Vicious Gladiator's Mooncloth Robe,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,37.0,,,10.0
19.0,19.0,,28.0,,,,,165.0,,,12.0,19.0,,15.0,Breastplate of the Incendiary Soul,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
,,,61.0,,,,,115.0,,,,25.0,,16.0,Gateshattering Hauberk,,,16.0,Uncommon,,,5.0,,,,,37.0,25.0,25.0,
,,,16.0,,,,,115.0,,,14.0,24.0,,,Tailgunner's Flight Suit,,,,Uncommon,,,20.0,,,,,36.0,,,17.0
22.0,22.0,,50.0,,,12.0,,165.0,,,17.0,22.0,,,Chestguard of Pyrrhic Immolation,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,,,
,,,75.0,,,16.0,,165.0,,,,22.0,,14.0,Chestplate of Fallen Passion,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,22.0,22.0,
,,,20.0,,,,,165.0,,,12.0,22.0,,17.0,Robes of Riven Dreams,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,,,
,,,75.0,,,13.0,,165.0,,,17.0,22.0,,,Terrorguard Chestplate,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,22.0,22.0,
,,,75.0,,,13.0,,165.0,,,17.0,22.0,,,Terrorguard Chestplate,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,22.0,22.0,
,,,20.0,,,10.0,,165.0,,,18.0,22.0,,,Robes of the Tendered Heart,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,,,
,,,75.0,Warrior,,10.0,,165.0,,,,22.0,1179.0,18.0,Chestguard of the Prehistoric Marauder,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,22.0,22.0,
24.0,24.0,,34.0,Druid,,14.0,,165.0,,,,24.0,-1072.0,20.0,Prideful Gladiator's Dragonhide Robes,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,45.0,,,
,,,20.0,Warlock,,14.0,,165.0,,,20.0,24.0,-1098.0,,Prideful Gladiator's Felweave Raiment,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,45.0,,,
30.0,30.0,,50.0,,,17.0,,140.0,,,22.0,30.0,,,Bloodmoon Tunic,,,,Rare,,90.0,5.0,,,,,45.0,,,
23.0,23.0,,33.0,,,,,165.0,,,17.0,23.0,,17.0,Robes of Concussive Shocks,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,44.0,,,
20.0,20.0,,33.0,Druid,,,,165.0,,,16.0,20.0,-1052.0,13.0,Vestment of the Shattered Vale,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,44.0,,,
23.0,23.0,,49.0,,,,,165.0,,,19.0,23.0,,12.0,Chestguard of Relentless Tyranny,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,44.0,,,
,,,73.0,,,,,165.0,,,15.0,20.0,,14.0,Nova-Binder Breastplate,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,44.0,20.0,20.0,
20.0,20.0,,33.0,Rogue,,,,165.0,,,15.0,20.0,-1064.0,14.0,Tunic of the Barbed Assassin,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,44.0,,,
,,,73.0,,,12.0,,165.0,,,,23.0,,19.0,Ionized Yojamban Carapace,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,44.0,23.0,23.0,
20.0,20.0,,33.0,,,10.0,,165.0,,,17.0,20.0,,,Robes of the Blackened Watcher,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,44.0,,,
19.0,19.0,,32.0,Rogue,,,,165.0,,,14.0,19.0,-1041.0,13.0,Tunic of the Barbed Assassin,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,43.0,,,
19.0,19.0,,32.0,Monk,,12.0,,165.0,,,,19.0,-1034.0,15.0,Vest of Seven Sacred Seals,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,43.0,,,
,,,19.0,,,17.0,,165.0,,,15.0,22.0,,,Zandalari Robes of the Final Rite,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,43.0,,,
,,,70.0,Paladin,,,,165.0,,,19.0,22.0,-882.0,13.0,Grievous Gladiator's Ornamented Chestguard,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,43.0,22.0,22.0,
,,,19.0,,,17.0,,165.0,,,,22.0,,15.0,Fire Support Robes,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,43.0,,,
22.0,22.0,,47.0,Shaman,,13.0,,165.0,,,,22.0,-905.0,19.0,Grievous Gladiator's Linked Armor,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,43.0,,,
,,,70.0,Paladin,,14.0,,165.0,,,,19.0,1164.0,13.0,Lightning Emperor's Chestguard,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,43.0,19.0,19.0,
19.0,19.0,,32.0,Druid,,,,165.0,,,13.0,19.0,1155.0,15.0,Vestment of the Haunted Forest,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,43.0,,,
22.0,22.0,,32.0,Monk,,,,165.0,,,19.0,22.0,-1000.0,13.0,Grievous Gladiator's Copperskin Tunic,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,43.0,,,
22.0,22.0,,31.0,Monk,,16.0,,165.0,,,14.0,22.0,-546.0,,Red Crane Vest,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,42.0,,,
22.0,22.0,,31.0,Monk,,17.0,,165.0,,,,22.0,-548.0,14.0,Red Crane Chestguard,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,42.0,,,
,,,68.0,,,,,140.0,,,15.0,27.0,,20.0,Slavebreaker Chestguard,,,,Rare,,,5.0,,,,,41.0,27.0,27.0,
18.0,18.0,,31.0,Druid,,,,165.0,,,12.0,18.0,-705.0,14.0,Vestment of the Haunted Forest,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,41.0,,,
21.0,21.0,,30.0,Monk,,16.0,,165.0,,,14.0,21.0,-523.0,,Red Crane Vest,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,,,
,,,66.0,Paladin,,12.0,,165.0,,,18.0,21.0,-579.0,,Malevolent Gladiator's Scaled Chestpiece,,2.0,,Epic,2200.0,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,
21.0,21.0,,30.0,Druid,,,,140.0,,,18.0,21.0,-859.0,12.0,Crafted Malevolent Gladiator's Kodohide Robes,,2.0,,Rare,,90.0,20.0,Prismatic socket,Prismatic socket,,,43.0,,,
,,,66.0,Warrior,,16.0,,165.0,,,13.0,21.0,1144.0,,Battleplate of Resounding Rings,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,
,,,66.0,,,,,165.0,,,,24.0,,,Everbright Breastplate,,1.0,,Epic,,90.0,5.0,Prismatic socket,,,,40.0,24.0,24.0,
,,,66.0,,,16.0,,165.0,,,,21.0,,17.0,Unyielding Bloodplate,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,
,,,66.0,,,,,140.0,,,,27.0,,,Greenstone Breastplate,,,,Rare,,90.0,5.0,,,,,40.0,27.0,27.0,
,,,66.0,Paladin,,,,165.0,,,18.0,21.0,-696.0,12.0,Tyrannical Gladiator's Ornamented Chestguard,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,
27.0,27.0,,44.0,,,18.0,,140.0,,,,27.0,,17.0,Undergrowth Stalker Chestpiece,,,,Rare,,90.0,5.0,,,,,40.0,,,
21.0,21.0,,44.0,Shaman,,12.0,,140.0,,,18.0,21.0,-870.0,,Crafted Malevolent Gladiator's Mail Armor,,2.0,,Rare,,90.0,5.0,Prismatic socket,Prismatic socket,,,43.0,,,
21.0,21.0,,30.0,Druid,,16.0,,165.0,,,13.0,21.0,-506.0,,Eternal Blossom Vestment,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
,,,18.0,Warlock,,12.0,,165.0,,,18.0,21.0,-657.0,,Tyrannical Gladiator's Felweave Raiment,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
27.0,27.0,,30.0,Rogue,,18.0,,115.0,,,18.0,27.0,,,Lightdrinker Jerkin,,,,Uncommon,,90.0,5.0,,,,,40.0,,,
,,,66.0,,,13.0,,165.0,,,,13.0,,24.0,Cuirass of the Twin Monoliths,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,13.0,13.0,
,,,18.0,Mage,,12.0,,165.0,,,18.0,21.0,-688.0,,Tyrannical Gladiator's Silk Robe,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
21.0,21.0,,30.0,Druid,,12.0,,165.0,,,,21.0,-666.0,18.0,Tyrannical Gladiator's Dragonhide Robes,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,,,
24.0,24.0,,30.0,,,18.0,,140.0,,,12.0,24.0,,,Korloff's Raiment,,1.0,,Rare,,90.0,5.0,Prismatic socket,,,,40.0,,,
21.0,21.0,,30.0,Druid,,16.0,,165.0,,,13.0,21.0,1126.0,,Eternal Blossom Vestment,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
27.0,27.0,,30.0,,,,,115.0,,,17.0,27.0,,18.0,Sapfly Tunic,,,,Uncommon,,,5.0,,,,,40.0,,,
,,,66.0,,,15.0,,165.0,,,,21.0,,14.0,Cuirass of the Animated Protector,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,
,,,18.0,Warlock,,12.0,,165.0,,,18.0,21.0,-577.0,,Malevolent Gladiator's Felweave Raiment,,2.0,,Epic,2200.0,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
27.0,27.0,,44.0,,,19.0,,140.0,,,,27.0,-603.0,16.0,Contender's Dragonscale Chestguard,,,,Rare,,90.0,5.0,,,,,40.0,,,
21.0,21.0,,30.0,Druid,,16.0,,165.0,,,,21.0,1127.0,13.0,Eternal Blossom Raiment,,2.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,,,40.0,,,
27.0,27.0,,44.0,Shaman,,,,165.0,,,,27.0,,,Unbending Spirit Vest,,,,Epic,,90.0,5.0,,,,,40.0,,,
27.0,27.0,,44.0,,,,,115.0,,,,27.0,,,Frostlink Vest,,,,Uncommon,,90.0,5.0,,,,,40.0,,,
,,,66.0,Warrior,,12.0,,140.0,,,18.0,21.0,-560.0,,Dreadful Gladiator's Plate Chestpiece,,2.0,,Rare,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,21.0,21.0,
21.0,21.0,,44.0,Shaman,,,,165.0,,,18.0,21.0,-654.0,12.0,Tyrannical Gladiator's Ringmail Armor,,2.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,,,40.0,,,
26.0,26.0,,44.0,,,,,115.0,,,,26.0,,,Deathbog Hauberk,,,,Uncommon,,90.0,5.0,,,,,39.0,,,
26.0,26.0,,44.0,,,,,115.0,,,,26.0,,,Yak Vest,,,,Uncommon,,88.0,5.0,,,,,39.0,,,
,,,65.0,,,,,140.0,,,,26.0,,,Ghost-Forged Breastplate,,,,Rare,,85.0,5.0,,,,,39.0,26.0,26.0,
26.0,26.0,,29.0,,,18.0,,115.0,,,,26.0,,17.0,Mushan Hide Vest,,,,Uncommon,,,5.0,,,,,39.0,,,
26.0,26.0,,29.0,,,17.0,,140.0,,,17.0,26.0,,,Nimbletoe Chestguard,,,,Rare,,85.0,5.0,,,,,39.0,,,
26.0,26.0,,43.0,,,14.0,,115.0,,,19.0,26.0,,,Wasteland Chain Armor,,,,Uncommon,,88.0,5.0,,,,,39.0,,,
,,,63.0,Paladin,,,,165.0,,,17.0,19.0,-441.0,,Cataclysmic Gladiator's Ornamented Chestguard,,2.0,,Epic,2200.0,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,11.0
19.0,19.0,,42.0,Shaman,,15.0,,165.0,,,,19.0,-364.0,13.0,Erupting Volcanic Cuirass,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,38.0,,,
19.0,19.0,,42.0,Shaman,,,,165.0,,,15.0,19.0,-365.0,13.0,Erupting Volcanic Hauberk,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,38.0,,,
,,,63.0,Death knight,,11.0,,165.0,,,17.0,19.0,-431.0,,Cataclysmic Gladiator's Dreadplate Chestpiece,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,
,,,63.0,Paladin,,,,165.0,,,17.0,19.0,-425.0,,Cataclysmic Gladiator's Ornamented Chestguard,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,11.0
,,,63.0,,,,,165.0,,,12.0,19.0,,15.0,Breastplate of Shifting Visions,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,
,,,63.0,,,16.0,,115.0,,,17.0,25.0,,,Mountainscaler Armored Chestpiece,,,,Uncommon,,87.0,5.0,,,,,38.0,25.0,25.0,
,,,63.0,Warrior,,11.0,,165.0,,,17.0,19.0,-448.0,,Cataclysmic Gladiator's Plate Chestpiece,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,38.0,19.0,19.0,
,,,17.0,Priest,,,,165.0,,,15.0,16.0,1067.0,,Robes of Dying Light,,3.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,,,8.0
,,,62.0,Warrior,,8.0,,165.0,,,,16.0,-465.0,16.0,Colossal Dragonplate Battleplate,,3.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,38.0,16.0,16.0,
,,,62.0,,,,,140.0,,,14.0,25.0,,18.0,Skyshredder Battleplate,,,,Rare,,,5.0,,,,,37.0,25.0,25.0,
19.0,19.0,,28.0,Druid,,,,165.0,,,14.0,19.0,1004.0,,Obsidian Arborweave Tunic,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,12.0
19.0,19.0,,41.0,,,11.0,,165.0,,,14.0,19.0,,,Voltage Source Chestguard,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
,,,62.0,Death knight,,10.0,,165.0,,,16.0,19.0,-348.0,,Ruthless Gladiator's Dreadplate Chestpiece,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,
19.0,19.0,,28.0,Druid,,10.0,,165.0,,,16.0,19.0,927.0,,Stormrider's Raiment,,2.0,,Epic,,85.0,20.0,Prismatic socket,Prismatic socket,,,37.0,,,
,,,17.0,,,,,140.0,,,,19.0,,10.0,Anraphet's Regalia,,2.0,,Rare,,83.0,20.0,Prismatic socket,Prismatic socket,,,37.0,,,16.0
,,,17.0,,,,,115.0,,,,25.0,,,Stitched Robe,,,,Uncommon,,83.0,20.0,,,,,37.0,,,
,,,62.0,,,,,140.0,,,,25.0,,16.0,Vicious Pyrium Breastplate,,,,Rare,,85.0,5.0,,,,,37.0,25.0,25.0,16.0
19.0,19.0,,41.0,Shaman,,,,165.0,,,10.0,19.0,939.0,16.0,Cuirass of the Raging Elements,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
19.0,19.0,,41.0,,,11.0,,165.0,,,14.0,19.0,,,Voltage Source Chestguard,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
,,,62.0,,,,,140.0,,,10.0,19.0,,16.0,Lord Walden's Breastplate,,2.0,,Rare,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,19.0,19.0,
19.0,19.0,,41.0,Shaman,,10.0,,165.0,,,16.0,19.0,-297.0,,Hauberk of the Raging Elements,,2.0,,Epic,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
19.0,19.0,,28.0,,,,,140.0,,,13.0,19.0,,13.0,Defias Brotherhood Vest,,2.0,,Rare,,85.0,5.0,Prismatic socket,Prismatic socket,,,37.0,,,
25.0,25.0,,41.0,,,,,115.0,,,13.0,25.0,,19.0,Faded Forest Ringmail Armor,,,,Uncommon,,85.0,5.0,,,,,37.0,,,
237.0,237.0,,248.0,Druid,,,,,,,96.0,237.0,,,Obsidian Arborweave Tunic,,,,Epic,,85.0,5.0,,,,,356.0,,,114.0
237.0,237.0,,364.0,Shaman,,,,,,,100.0,237.0,,,Erupting Volcanic Tunic,,,,Epic,,85.0,20.0,,,,,356.0,,,110.0
237.0,237.0,,248.0,,,,,,,,100.0,237.0,,110.0,Breastplate of the Incendiary Soul,,,,Epic,,85.0,5.0,,,,,356.0,,,
,,,75.0,Paladin,,,,165.0,,,16.0,22.0,-1013.0,15.0,Battleplate of Winged Triumph,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,22.0,22.0,
,,,75.0,,,16.0,,165.0,,,,22.0,,14.0,Chestplate of Fallen Passion,,3.0,,Epic,,90.0,20.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,22.0,22.0,
25.0,25.0,,50.0,,,19.0,,165.0,,,,25.0,,14.0,Ancient Archer's Chestguard,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,,,
22.0,22.0,,34.0,Druid,,,,165.0,,,16.0,22.0,-1006.0,14.0,Vestment of the Shattered Vale,,3.0,,Epic,,90.0,5.0,Prismatic socket,Prismatic socket,Prismatic socket,,46.0,,,
