agi,agiint,arcres,armor,armorbonus,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,manargn,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,reqspell,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,strint,versatility
16.0,16.0,,23.0,,,,,,100.0,,,,,16.0,,,11.0,Amani Headdress,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,32.0,,,16.0
16.0,16.0,,23.0,,,,7.0,,100.0,,,,,16.0,,,,Helm of the Blind Seer,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,16.0
,,,15.0,,,,12.0,,100.0,,,,,19.0,,,16.0,Falling Blossom Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,57.0,,Warrior,,19.0,,100.0,,,,,19.0,-891.0,,10.0,Grievous Gladiator's Plate Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,19.0,19.0,
,,,15.0,,Mage,,14.0,,100.0,,,13.0,,19.0,1158.0,,,Hood of the Chromatic Hydra,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,15.0,,,,12.0,,100.0,,,,,19.0,,,16.0,Falling Blossom Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,56.0,,Death knight,,16.0,,100.0,,,,,19.0,-527.0,,13.0,Helmet of the Lost Catacomb,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,19.0,19.0,
,,,54.0,,,,,,85.0,,,,,27.0,,,,Mogu-Wrought Helm,,,,Rare,,90.0,,1.0,,,,,,40.0,27.0,27.0,
,,,54.0,,Warrior,,18.0,,85.0,,,,,18.0,-560.0,,9.0,Dreadful Gladiator's Plate Helm,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,14.0,,,,,,70.0,,,,,26.0,,,,Faded Spirit-Wrencher Cage,,,,Uncommon,,90.0,,1.0,,,,,,39.0,,,
,,,51.0,,Warrior,,,,100.0,,,,,10.0,1074.0,,7.0,Colossal Dragonplate Faceguard,,2.0,22.0,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,10.0,10.0,
,,,51.0,,Death knight,,17.0,,100.0,,,,,16.0,-431.0,,8.0,Cataclysmic Gladiator's Dreadplate Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,
,,,50.0,,Paladin,,,,100.0,,,12.0,,16.0,1011.0,,,Immolation Headguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,16.0,16.0,11.0
16.0,16.0,,23.0,,,,5.0,,100.0,,,18.0,,16.0,,,,Hood of Rampant Disdain,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,13.0,,,,10.0,,100.0,,,,,25.0,,,13.0,Cowl of Highborne Sorcerors,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,28.0,,,
,,,60.0,,Death knight,,20.0,,100.0,,,,,21.0,-1088.0,,11.0,Prideful Gladiator's Dreadplate Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,45.0,21.0,21.0,
,,,59.0,,,,17.0,,100.0,,,10.0,,20.0,,,,Greathelm of the Warchief,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,20.0,20.0,
,,,15.0,,,,13.0,,100.0,,,,,18.0,,,15.0,Hood of Blind Eyes,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
,,,15.0,,,,12.0,,100.0,,,13.0,,18.0,,,,Sky-Sear Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,36.0,,,,10.0,,100.0,,,16.0,,18.0,,,,Crest of the Grand Warband,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,52.0,,Warrior,,12.0,,100.0,,,13.0,,17.0,-484.0,,,Colossal Dragonplate Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,39.0,17.0,17.0,
16.0,16.0,,23.0,,,,,,100.0,,,15.0,,16.0,,,9.0,Nocturnal Gaze,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,51.0,,Paladin,,9.0,,100.0,,,15.0,,16.0,1064.0,,,Helmet of Radiant Glory,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,
19.0,19.0,,26.0,,Druid,,14.0,,100.0,,,,,19.0,1156.0,,13.0,Headguard of the Haunted Forest,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
28.0,28.0,,26.0,,,,,,85.0,,,37.0,,28.0,,,,Frogskin Diving Cap,,,,Rare,,90.0,,1.0,,,,,,42.0,,,
,,,15.0,,,,19.0,,85.0,,,18.0,,28.0,,,,Voidgazer Cap,,,,Rare,,,,1.0,,,,,,42.0,,,
19.0,19.0,,26.0,,Monk,,13.0,,100.0,,,,,19.0,-548.0,,14.0,Red Crane Crown,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
18.0,18.0,,36.0,,Shaman,,12.0,,100.0,,,,,18.0,1142.0,,13.0,Firebird's Helmet,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,,,19.0,,85.0,,,,,27.0,,,17.0,Masterwork Spiritguard Helm,,,,Rare,,90.0,,1.0,,,,,,40.0,27.0,27.0,
16.0,16.0,,34.0,,,,,,100.0,,,10.0,,16.0,,,,Crown of Flame,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,15.0
16.0,16.0,,34.0,,Shaman,,,,100.0,,,9.0,,16.0,1070.0,,15.0,Spiritwalker's Headpiece,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Rogue,,,,100.0,,,16.0,,16.0,-338.0,,7.0,Ruthless Gladiator's Leather Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
16.0,16.0,,33.0,,Hunter,,12.0,,100.0,,,12.0,,16.0,1005.0,,,Flamewaker's Headguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,50.0,,,,,,100.0,,,,,25.0,,,10.0,Annihilan Helm,,2.0,13.0,Epic,,85.0,,1.0,,Prismatic socket,,,,28.0,25.0,25.0,
,,,33.0,,Warrior,,,,100.0,,,,,,,,,Crown of the Golden King,,,,Epic,,90.0,,1.0,,,,,,,,,
,,,61.0,,,,,,100.0,,,15.0,,22.0,,,16.0,Crown of Boastful Words,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
,,,61.0,,,,18.0,,100.0,,,10.0,,22.0,,,,Greathelm of the Warchief,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
,,,16.0,,Mage,,15.0,,100.0,,,14.0,,20.0,-731.0,,,Hood of the Chromatic Hydra,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
20.0,20.0,,40.0,,Shaman,,15.0,,100.0,,,14.0,,20.0,-743.0,,,Headpiece of the Witch Doctor,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
20.0,20.0,,40.0,,Hunter,,15.0,,100.0,,,14.0,,20.0,-1054.0,,,Headguard of the Unblinking Vigil,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
19.0,19.0,,26.0,,Rogue,,,,100.0,,,13.0,,19.0,-1041.0,,14.0,Helmet of the Barbed Assassin,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,57.0,,,,16.0,,100.0,,,,,19.0,,,12.0,Haunted Steel Headguard,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,19.0,19.0,
18.0,18.0,,25.0,,,,11.0,,100.0,,,15.0,,18.0,,,,Hood of Smoldering Flesh,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
,,,15.0,,,,,,85.0,,,12.0,,18.0,,,14.0,Hood of Alchemical Vapors,,2.0,,Rare,,84.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,15.0,,,,,,85.0,,,13.0,,18.0,,,13.0,Breezeswept Hood,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,,,16.0,,100.0,,,9.0,,18.0,,,,Greathelm of the Monstrous Mushan,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,,,18.0,,85.0,,,,,27.0,-610.0,,17.0,Contender's Spirit Helm,,,,Rare,,90.0,,1.0,,,,,,40.0,27.0,27.0,
26.0,26.0,,24.0,,,,19.0,,70.0,,,14.0,,26.0,,,,Wasteland Leather Helm,,,,Uncommon,,88.0,,1.0,,,,,,39.0,,,
,,,14.0,,Warlock,,17.0,,100.0,,,,,16.0,-417.0,,8.0,Cataclysmic Gladiator's Felweave Cowl,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Druid,,,,100.0,,,10.0,,16.0,928.0,,,Stormrider's Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,13.0
16.0,16.0,,23.0,,Rogue,,16.0,,100.0,,,7.0,,16.0,937.0,,,Wind Dancer's Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,50.0,,,,,,85.0,,,16.0,,25.0,,,16.0,Stormforged Helm,,,,Rare,,83.0,,1.0,,,,2.1,,37.0,25.0,25.0,
,,,16.0,,,,19.0,,100.0,,,11.0,,20.0,,,,Flamecaster's Burning Crown,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
19.0,19.0,,38.0,,,,,,100.0,,,14.0,,19.0,,,13.0,Clear-Mind Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,57.0,,Paladin,,16.0,,100.0,,,12.0,,19.0,1162.0,,,Lightning Emperor's Helmet,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,19.0,19.0,
,,,56.0,,Death knight,,25.0,,100.0,,,8.0,,12.0,-526.0,,,Faceguard of the Lost Catacomb,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,12.0,12.0,
,,,15.0,,Warlock,,12.0,,100.0,,,,,19.0,-538.0,,15.0,Sha-Skin Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
18.0,18.0,,25.0,,,,,,100.0,,,14.0,,18.0,,,13.0,Lightning-Eye Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
18.0,18.0,,25.0,,Rogue,,,,100.0,,,,,18.0,,,,Disowner's Cap,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,15.0,,,,,,100.0,,,13.0,,18.0,,,14.0,Xaril's Hood of Intoxicating Vapors,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,36.0,,,,13.0,,100.0,,,14.0,,18.0,,,,Crown of the Doomed Empress,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,50.0,,,,,,100.0,,,9.0,,25.0,,,14.0,Helm of Power,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,28.0,25.0,25.0,
,,,50.0,,Paladin,,7.0,,100.0,,,16.0,,16.0,-289.0,,,Reinforced Sapphirium Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,16.0,16.0,
,,,13.0,,,,16.0,,85.0,,,,,25.0,970.0,,,Bloodthirsty Fireweave Cowl,,,,Rare,,85.0,,1.0,,,,,,37.0,,,16.0
16.0,16.0,,23.0,,,,,,100.0,,,10.0,,16.0,,,,Cowl of the Clicking Menace,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,14.0
16.0,16.0,,23.0,,Rogue,,16.0,,100.0,,,7.0,,16.0,-294.0,,,Wind Dancer's Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
24.0,24.0,,32.0,,,,,,70.0,,,,,24.0,950.0,,,Tsunami Helm,,,,Uncommon,,83.0,,1.0,,,,,,36.0,,,
22.0,22.0,,41.0,,Hunter,,16.0,,100.0,,,15.0,,22.0,-1008.0,,,Headguard of the Unblinking Vigil,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
19.0,19.0,,26.0,,,,,,100.0,,,14.0,,19.0,,,14.0,Self-Reflecting Mask,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
18.0,18.0,,37.0,,,,16.0,,100.0,,,11.0,,18.0,,,,Dreadeye Gaze,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,41.0,,,
18.0,18.0,,36.0,,Shaman,,13.0,,100.0,,,,,18.0,1140.0,,13.0,Firebird's Faceguard,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,25.0,,Monk,,12.0,,100.0,,,,,18.0,-525.0,,13.0,Red Crane Crown,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,25.0,,Monk,,13.0,,100.0,,,,,18.0,-523.0,,13.0,Red Crane Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,Paladin,,18.0,,85.0,,,,,18.0,-624.0,,9.0,Crafted Dreadful Gladiator's Ornamented Headcover,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,51.0,,Death knight,,7.0,,100.0,,,17.0,,16.0,-349.0,,,Elementium Deathplate Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,
,,,14.0,,,,17.0,,100.0,,,17.0,,25.0,,,,Rok'nah Hag's Hat,,,,Epic,,85.0,,1.0,,,,,,38.0,,,
,,,50.0,,Paladin,,17.0,,100.0,,,7.0,,16.0,1012.0,,,Immolation Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,16.0,16.0,
,,,50.0,,,,4.0,,100.0,,,,,19.0,,,16.0,Dragon Bone Warhelm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,19.0,19.0,
,,,50.0,,,,,,100.0,,,,,19.0,,,,Reinforced Bio-Optic Killshades,,3.0,,Epic,,85.0,,1.0,,,,,,37.0,19.0,19.0,
,,,13.0,,,,,,85.0,,,16.0,,25.0,,,,Vicious Embersilk Cowl,,,,Rare,,85.0,,1.0,,,,,,37.0,,,16.0
19.0,19.0,,23.0,,,,,,100.0,,,,,19.0,,,,Agile Bio-Optic Killshades,,3.0,,Epic,,85.0,,1.0,,,,,,37.0,,,
,,,,,,,,,,,,,,,,,,Tarnished Crown,,,,Common,,,,1.0,,,,,,,,,
22.0,22.0,,40.0,,Shaman,,,,100.0,,,12.0,,22.0,1182.0,,17.0,Headpiece of Celestial Harmony,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
22.0,22.0,,28.0,,Monk,,13.0,,100.0,,,17.0,,22.0,1192.0,,,Helm of Seven Sacred Seals,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
20.0,20.0,,40.0,,Hunter,,15.0,,100.0,,,15.0,,20.0,-730.0,,,Saurok Stalker's Headguard,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
,,,15.0,,Mage,,19.0,,100.0,,,,,19.0,-881.0,,10.0,Grievous Gladiator's Silk Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,15.0,,,,,,100.0,,,14.0,,19.0,,,15.0,Xaril's Hood of Intoxicating Vapors,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
,,,15.0,,Priest,,18.0,,85.0,,,,,18.0,-627.0,,9.0,Crafted Dreadful Gladiator's Mooncloth Helm,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
18.0,18.0,,36.0,,Hunter,,12.0,,100.0,,,,,18.0,-509.0,,13.0,Yaungol Slayer's Headguard,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,,,14.0,,100.0,,,,,18.0,,,13.0,Garalon's Hollow Skull,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,,,,,100.0,,,,,27.0,,,,Yaungolian Helm,,,,Epic,,90.0,,1.0,,,,,,40.0,27.0,27.0,
,,,54.0,,Paladin,,18.0,,85.0,,,,,18.0,-561.0,,9.0,Dreadful Gladiator's Scaled Helm,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,53.0,,,,,,70.0,,,,,26.0,,,,Tarnished Fanatic's Headcover,,,,Uncommon,,90.0,,1.0,,,,,,39.0,26.0,26.0,
,,,53.0,,,,,,70.0,,,,,26.0,,,,Temple Helm,,,,Uncommon,,88.0,,1.0,,,,,,39.0,26.0,26.0,
,,,51.0,,Warrior,,17.0,,100.0,,,,,16.0,-448.0,,8.0,Cataclysmic Gladiator's Plate Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,
,,,50.0,,,,7.0,,100.0,,,16.0,,16.0,,,,Helm of Maddening Whispers,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,16.0,16.0,
25.0,25.0,,33.0,,,,,,85.0,,,15.0,,25.0,,,,Vicious Charscale Helm,,,,Rare,,85.0,,1.0,,,,,,37.0,,,17.0
,,,50.0,,Warrior,,16.0,,100.0,,,,,16.0,-333.0,,7.0,Ruthless Gladiator's Plate Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,16.0,16.0,
,,,13.0,,Warlock,,,,100.0,,,10.0,,16.0,941.0,,13.0,Shadowflame Hood,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,50.0,,Warrior,,7.0,,100.0,,,16.0,,16.0,942.0,,,Earthen Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,16.0,16.0,
,,,13.0,,,,16.0,,70.0,,,16.0,,24.0,945.0,,,Deathsilk Cowl,,,,Uncommon,,81.0,,1.0,,,,,,36.0,,,
237.0,237.0,,202.0,,Druid,,,,,,,,,237.0,,,100.0,Obsidian Arborweave Helm,,,,Epic,,85.0,,1.0,,,,,,356.0,,,110.0
,,,61.0,,Paladin,,15.0,,100.0,,,15.0,,22.0,-1015.0,,,Faceguard of Winged Triumph,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
22.0,22.0,,28.0,,,,,,100.0,,,17.0,,22.0,,,13.0,Kor'kron Elite Skullmask,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
22.0,22.0,,40.0,,,,16.0,,100.0,,,,,22.0,,,14.0,Penetrating Gaze of Y'Shaarj,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
22.0,22.0,,40.0,,Shaman,,,,100.0,,,14.0,,22.0,1183.0,,16.0,Helmet of Celestial Harmony,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,61.0,,,,17.0,,100.0,,,12.0,,22.0,,,,Helm of the Night Watchman,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
22.0,22.0,,28.0,,Druid,,,,100.0,,,13.0,,22.0,1198.0,,17.0,Helm of the Shattered Vale,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
20.0,20.0,,27.0,,,,,,100.0,,,15.0,,20.0,,,15.0,Lightning-Eye Hood,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,,,
19.0,19.0,,38.0,,,,14.0,,100.0,,,15.0,,19.0,,,,Gaze of Gara'jal,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,26.0,,,,12.0,,100.0,,,16.0,,19.0,,,,Hood of Smoldering Flesh,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,26.0,,Monk,,14.0,,100.0,,,14.0,,19.0,1159.0,,,Fire-Charm Headpiece,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,15.0,,Mage,,19.0,,100.0,,,,,19.0,-899.0,,10.0,Grievous Gladiator's Silk Cowl,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,56.0,,,,,,100.0,,,,,16.0,,,,Lightning Pillar Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,16.0,16.0,
19.0,19.0,,37.0,,Shaman,,14.0,,100.0,,,,,19.0,-536.0,,14.0,Firebird's Faceguard,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,42.0,,,
21.0,21.0,,36.0,,,,,,100.0,,,,,21.0,,,,Deadly Retinal Armor,,3.0,,Epic,,87.0,,1.0,,,,,,40.0,,,
18.0,18.0,,25.0,,,,13.0,,100.0,,,14.0,,18.0,,,,Hood of Stilled Winds,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
27.0,27.0,,25.0,,,,,,70.0,,,17.0,,27.0,,,19.0,Sunset Leather Helm,,,,Uncommon,,,,1.0,,,,,,40.0,,,
18.0,18.0,,36.0,,Hunter,,12.0,,100.0,,,,,18.0,1129.0,,13.0,Yaungol Slayer's Headguard,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,15.0,,Mage,,11.0,,100.0,,,,,18.0,-510.0,,14.0,Hood of the Burning Scroll,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,Paladin,,18.0,,100.0,,,,,18.0,-677.0,,9.0,Tyrannical Gladiator's Scaled Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
18.0,18.0,,36.0,,Shaman,,,,100.0,,,9.0,,18.0,-588.0,,18.0,Malevolent Gladiator's Mail Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,14.0,,Priest,,,,100.0,,,11.0,,16.0,-359.0,,14.0,Hood of the Cleansing Flame,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Rogue,,10.0,,100.0,,,15.0,,16.0,1068.0,,,Blackfang Battleweave Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
16.0,16.0,,23.0,,Druid,,,,100.0,,,17.0,,16.0,-429.0,,8.0,Cataclysmic Gladiator's Dragonhide Helm,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,51.0,,Paladin,,,,100.0,,,,,16.0,1063.0,,10.0,Headguard of Radiant Glory,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,16.0,16.0,15.0
,,,14.0,,Mage,,,,100.0,,,10.0,,16.0,-356.0,,14.0,Firehawk Hood,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,
,,,13.0,,Warlock,,,,100.0,,,10.0,,16.0,-298.0,,13.0,Shadowflame Hood,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
16.0,16.0,,33.0,,Shaman,,,,100.0,,,14.0,,16.0,1015.0,,10.0,Erupting Volcanic Helmet,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,37.0,,,
,,,50.0,,,,8.0,16.0,85.0,,,,,15.0,,,,Crown of Wings,,2.0,,Rare,,85.0,,1.0,,Prismatic socket,,,,37.0,15.0,15.0,
,,,13.0,,,,,,85.0,,,16.0,,25.0,,,,Emberfire Cowl,,,,Rare,,85.0,,1.0,,,,,,37.0,,,16.0
,,,50.0,,,,11.0,,100.0,,,12.0,,25.0,,,,Crown of Epochs,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,28.0,25.0,25.0,
19.0,19.0,,33.0,,,,,,100.0,,,,,19.0,,,,Deadly Bio-Optic Killshades,,3.0,,Epic,,85.0,,1.0,,,,,,37.0,,,
22.0,22.0,,28.0,,,,16.0,,100.0,,,14.0,,22.0,,,,Hood of Blackened Tears,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,,,
,,,61.0,,Paladin,,,,100.0,,,16.0,,22.0,1190.0,,14.0,Helmet of Winged Triumph,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
,,,61.0,,,,15.0,,100.0,,,,,22.0,,,15.0,Rage-Blind Greathelm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
,,,61.0,,,,18.0,,100.0,,,10.0,,22.0,,,,Gaze of Echoing Despair,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,46.0,22.0,22.0,
,,,59.0,,,,15.0,,100.0,,,,,20.0,,,15.0,Rage-Blind Greathelm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,44.0,20.0,20.0,
19.0,19.0,,38.0,,Shaman,,19.0,,100.0,,,,,19.0,-907.0,,10.0,Grievous Gladiator's Ringmail Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
19.0,19.0,,38.0,,Shaman,,,,100.0,,,19.0,,19.0,-887.0,,10.0,Grievous Gladiator's Linked Helm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,43.0,,,
,,,54.0,,Death knight,,18.0,,100.0,,,,,18.0,-567.0,,9.0,Malevolent Gladiator's Dreadplate Helm,,2.0,,Epic,2200.0,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,,,12.0,,85.0,,,15.0,,18.0,,,,Crown of Holy Flame,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
,,,54.0,,,,15.0,,100.0,,,11.0,,18.0,,,,Nullification Greathelm,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
18.0,18.0,,25.0,,,,,,100.0,,,14.0,,18.0,,,12.0,Hood of Cursed Dreams,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,,,
,,,54.0,,Death knight,,24.0,,100.0,,,8.0,,11.0,-503.0,,,Faceguard of the Lost Catacomb,,2.0,,Epic,,90.0,,1.0,,Prismatic socket,,,,40.0,11.0,11.0,
,,,54.0,,,,16.0,,85.0,,,,,27.0,-607.0,,19.0,Contender's Revenant Helm,,,,Rare,,90.0,,1.0,,,,,,40.0,27.0,27.0,
,,,54.0,,Warrior,,18.0,,85.0,,,,,18.0,-622.0,,9.0,Crafted Dreadful Gladiator's Plate Helm,,2.0,,Rare,,90.0,,1.0,,Prismatic socket,,,,40.0,18.0,18.0,
26.0,26.0,,35.0,,,,,,70.0,,,18.0,,26.0,,,16.0,Wasteland Chain Helm,,,,Uncommon,,88.0,,1.0,,,,,,39.0,,,
17.0,17.0,,35.0,,Hunter,,16.0,,100.0,,,,,17.0,-497.0,,8.0,Wyrmstalker's Headguard,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,39.0,,,
,,,14.0,,Priest,,,,100.0,,,,,16.0,-358.0,,11.0,Cowl of the Cleansing Flame,,2.0,,Epic,,85.0,,1.0,,Prismatic socket,,,,38.0,,,14.0
