agi,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,pvppower,quality,reqlevel,rgdatkpwr,rgdcritstrkrtng,rgddmgmax,rgddmgmin,rgddps,rgdspeed,slotbak,socket1,socket2,speed,sta,str,versatility
,,,,,,36.0,26.0,,10.43,85.0,,,,,Knog's Bow of Clumsiness,,,,Poor,79.0,,,36.0,26.0,10.43,3.0,15.0,,,3.0,,,
23.0,,,,16.0,,63.0,41.0,,17.45,120.0,,,,,Furious Gladiator's Heavy Crossbow,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,34.0,,15.0
23.0,,,,15.0,,63.0,41.0,,17.45,120.0,,,,,Relentless Gladiator's Heavy Crossbow,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,35.0,,15.0
,,,,,,16.0,9.0,,6.46,110.0,9.0,68.0,,,Furious Gladiator's Piercing Touch,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,8.0,,16.0,9.0,,6.46,110.0,,68.0,,,Wrathful Gladiator's Touch of Defeat,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,8.0,,16.0,9.0,,6.46,,,68.0,,,Hateful Gladiator's Touch of Defeat,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
23.0,,,,15.0,,63.0,41.0,,17.45,,,,,,Deliverance,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,35.0,,15.0
,,,,,,16.0,9.0,,6.46,110.0,10.0,68.0,,,Relentless Gladiator's Piercing Touch,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,8.0,,16.0,9.0,,6.46,,,68.0,,,Deadly Gladiator's Touch of Defeat,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,8.0,,16.0,9.0,,6.46,110.0,6.0,68.0,,,Scepter of Imprisoned Souls,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
23.0,,,,15.0,,63.0,41.0,,17.45,,,,,,Furious Gladiator's Repeater,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,34.0,,15.0
,,,,,,16.0,9.0,,6.39,75.0,,64.0,,,Wasteland Wand,,,,Uncommon,77.0,,,,,,,26.0,,,2.0,17.0,,
23.0,,,,,,66.0,35.0,,16.91,85.0,,,,,Muzzled Musket,,,,Uncommon,77.0,,,66.0,35.0,16.91,3.0,26.0,,,3.0,34.0,,
23.0,,,,,,61.0,40.0,,16.93,85.0,,,,,Horrific Crossbow,,,,Uncommon,77.0,,,61.0,40.0,16.93,3.0,26.0,,,3.0,34.0,,
22.0,,,,,,59.0,39.0,,16.35,85.0,,,,,Marvelous Crossbow,,,,Uncommon,75.0,,,59.0,39.0,16.35,3.0,26.0,,,3.0,32.0,,
,,,,,,15.0,9.0,,6.05,75.0,,64.0,,,Ancient Wand,,,,Uncommon,75.0,,,,,,,26.0,,,2.0,17.0,,
22.0,,,,,,63.0,34.0,,16.2,85.0,,,,,Tundra Rifle,,,,Uncommon,75.0,,,63.0,34.0,16.2,3.0,26.0,,,3.0,32.0,,
,,,,,,15.0,9.0,,6.01,75.0,,62.0,,,Voodoo Wand,,,,Uncommon,74.0,,,,,,,26.0,,,2.0,16.0,,
,,,,,,15.0,8.0,,5.97,75.0,,62.0,,,Enigmatic Wand,,,,Uncommon,73.0,,,,,,,26.0,,,2.0,16.0,,
21.0,,,,,,60.0,32.0,,15.39,85.0,,,,,Haggard Gun,,,,Uncommon,72.0,,,60.0,32.0,15.39,3.0,26.0,,,3.0,31.0,,
,,,,,,14.0,8.0,,5.64,75.0,,58.0,,,Shivery Wand,,,,Uncommon,71.0,,,,,,,26.0,,,2.0,15.0,,
20.0,,,,,,59.0,31.0,,15.12,85.0,,,,,Tuskarr Boomstick,,,,Uncommon,71.0,,,59.0,31.0,15.12,3.0,26.0,,,3.0,30.0,,
26.0,,,,,,70.0,46.0,,19.44,100.0,17.0,,,17.0,Jinyu Crossbow,,,,Rare,,,,70.0,46.0,19.44,3.0,26.0,,,3.0,39.0,,
24.0,,,,,,70.0,37.0,,17.92,85.0,,,,,Nethergarde Gun,,,,Uncommon,80.0,,,70.0,37.0,17.92,3.0,26.0,,,3.0,36.0,,
,,,,,,17.0,10.0,,6.76,55.0,,68.0,,,Swamplight Wand,,,,Uncommon,78.0,,,,,,,26.0,,,2.0,17.0,,
23.0,,,,17.0,,68.0,36.0,,17.47,65.0,13.0,,,,Trench-Stalker Shotgun,,,,Uncommon,,,,68.0,36.0,17.47,3.0,26.0,,,3.0,35.0,,
23.0,,,,,,63.0,42.0,,17.52,85.0,,,,,Razorwind Crossbow,,,,Uncommon,77.0,,,63.0,42.0,17.52,3.0,26.0,,,3.0,35.0,,
23.0,,,,17.0,,68.0,36.0,,17.47,65.0,13.0,,,,Trench-Stalker Shotgun,,,,Uncommon,,,,68.0,36.0,17.47,3.0,26.0,,,3.0,35.0,,
23.0,,,,24.0,,68.0,36.0,,17.47,85.0,,,,,Front-Line Blunderbuss,,,,Uncommon,,,,68.0,36.0,17.47,3.0,26.0,,,3.0,32.0,,
23.0,,,,14.0,,63.0,42.0,,17.52,85.0,17.0,,,,Bloodbolt Crossbow,,,,Uncommon,,,,63.0,42.0,17.52,3.0,26.0,,,3.0,35.0,,
23.0,,,,16.0,,61.0,44.0,,17.62,65.0,15.0,,,,Breathstone-Infused Longbow,,,,Uncommon,,,,61.0,44.0,17.62,3.0,15.0,,,3.0,35.0,,
,,,,,,16.0,9.0,,6.46,,,68.0,,,Hateful Gladiator's Baton of Light,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,8.0
,,,,,,16.0,9.0,,6.46,110.0,,68.0,,,Wrathful Gladiator's Baton of Light,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,8.0
,,,,,,16.0,9.0,,6.46,,,68.0,,,Deadly Gladiator's Baton of Light,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,8.0
,,,,,,41.0,21.0,,10.48,65.0,,,,,Plugged Rifle,,,,Poor,74.0,,,41.0,21.0,10.48,3.0,26.0,,,3.0,,,
23.0,,,,15.0,,63.0,41.0,,17.45,,,,,,Relentless Gladiator's Repeater,,,,Epic,80.0,,,63.0,41.0,17.45,3.0,26.0,,,3.0,35.0,,15.0
23.0,,,,,,68.0,36.0,,17.42,85.0,,,,,Harsh-Winter Rifle,,,,Uncommon,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,
,,,,,,16.0,9.0,,6.46,110.0,7.0,68.0,,,Hateful Gladiator's Piercing Touch,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,,,16.0,9.0,,6.46,110.0,10.0,68.0,,,Deadly Gladiator's Piercing Touch,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,12.0,,16.0,9.0,,6.46,110.0,3.0,68.0,,,Scepter of Creation,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
,,,,10.0,,16.0,9.0,,6.46,110.0,5.0,68.0,,,Quartz Crystal Wand,,,,Epic,80.0,,,,,,,26.0,,,2.0,17.0,,
23.0,,,,18.0,,68.0,36.0,,17.42,,,,,,Giant's Bane,,,,Epic,80.0,,,68.0,36.0,17.42,3.0,26.0,,,3.0,35.0,,13.0
21.0,,,,,,62.0,33.0,,15.93,85.0,,,,,Trapper's Rifle,,,,Uncommon,74.0,,,62.0,33.0,15.93,3.0,26.0,,,3.0,32.0,,
21.0,,,,,,58.0,38.0,,16.06,85.0,,,,,Pain Repeater,,,,Uncommon,74.0,,,58.0,38.0,16.06,3.0,26.0,,,3.0,32.0,,
,,,,,,15.0,8.0,,5.93,75.0,,58.0,,,Melted Wand,,,,Uncommon,72.0,,,,,,,26.0,,,2.0,15.0,,
20.0,,,,,,54.0,36.0,,15.04,85.0,,,,,Horned Crossbow,,,,Uncommon,71.0,,,54.0,36.0,15.04,3.0,26.0,,,3.0,30.0,,
,,,0.0002777777777777778,,,,,,,,,,,,Exceptional Mana Oil,,,,Common,72.0,,,,,,,,,,,,,
27.0,,,,18.0,,79.0,42.0,,20.23,120.0,17.0,,,,Flintlocke's Blasthammer,,,,Epic,85.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
25.0,,,,18.0,,65.0,47.0,,18.79,95.0,14.0,,,,Ironfeather Longbow,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
26.0,,,,,,69.0,50.0,,19.99,85.0,,,,,Restrung Voodoo Bow,,,,Uncommon,90.0,,,69.0,50.0,19.99,3.0,15.0,,,3.0,39.0,,
25.0,,,,,,65.0,47.0,,18.79,95.0,18.0,,,13.0,Windrunner's Bow,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
26.0,,,,,,67.0,49.0,,19.43,120.0,,,,,"Vishanka, Jaws of the Earth",,,,Epic,85.0,,,67.0,49.0,19.43,3.0,15.0,,,3.0,39.0,,
25.0,,,,17.0,,65.0,48.0,,18.86,120.0,,,,,Cataclysmic Gladiator's Longbow,,,,Epic,85.0,,,65.0,48.0,18.86,3.0,15.0,,,3.0,38.0,,17.0
,,,,,,18.0,10.0,,7.15,80.0,9.0,74.0,,,Crescent Wand,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,7.0
26.0,,,,,,76.0,56.0,,22.08,120.0,14.0,,,20.0,"Miracoran, the Vehement Chord",,1.0,,Epic,90.0,,,76.0,56.0,22.08,3.0,15.0,Prismatic socket,,3.0,44.0,,
25.0,,,,17.0,,65.0,47.0,,18.79,95.0,16.0,,,,Mandokir's Tribute,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
27.0,,,,,,79.0,42.0,,20.23,100.0,18.0,,,18.0,Sonic Pulse Generator,,,,Rare,85.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,,,70.0,51.0,,20.24,85.0,,,,,Frostbitten Bow,,,,Uncommon,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
,,,,,,,,,,,,,,,Lord Blastington's Scope of Doom,,,,Rare,85.0,,,,,,,,,,,,,
27.0,,,,19.0,,70.0,51.0,,20.24,100.0,,,,17.0,Ennadee's Twirling Longbow,,,,Rare,85.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
25.0,,,,17.0,,65.0,47.0,,18.79,95.0,16.0,,,,Voodoo Hunting Bow,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
27.0,,,,18.0,,70.0,51.0,,20.24,120.0,18.0,,,,"Klatith, Fangs of the Swarm",,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
25.0,,,,,,73.0,39.0,,18.72,120.0,16.0,,,16.0,Crossfire Carbine,,,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
25.0,,,,16.0,,65.0,47.0,,18.79,95.0,,,,,Ruthless Gladiator's Longbow,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,16.0
26.0,,,,,,76.0,56.0,,22.08,120.0,13.0,,,20.0,Dagryn's Discarded Longbow,,1.0,,Epic,90.0,,,76.0,56.0,22.08,3.0,15.0,Prismatic socket,,3.0,44.0,,
25.0,,,,18.0,,74.0,40.0,,19.01,95.0,16.0,,,,Ruinblaster Shotgun,,,,Epic,85.0,,,74.0,40.0,19.01,3.0,26.0,,,3.0,38.0,,
,,,,9.0,,18.0,10.0,,7.15,80.0,7.0,74.0,,,Writhing Wand,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,17.0,,67.0,44.0,,18.66,95.0,16.0,,,,Lava Bolt Crossbow,,,,Epic,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
27.0,,,,19.0,,70.0,51.0,,20.24,120.0,15.0,,,,Mogu Sportsman's Bow,,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
27.0,,,,,,70.0,51.0,,20.24,120.0,19.0,,,16.0,Featherdraw Longbow,,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
26.0,,,,17.0,,77.0,41.0,,19.76,100.0,18.0,,,,Wall Guardian's Longrifle,,,,Rare,82.0,,,77.0,41.0,19.76,3.0,26.0,,,3.0,39.0,,
25.0,,,,18.0,,65.0,47.0,,18.79,80.0,14.0,,,,Overpowered Chicken Splitter,,,,Rare,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
27.0,,,,20.0,,70.0,51.0,,20.24,120.0,15.0,,,,"Fang Kung, Spark of Titans",,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
26.0,,,,26.0,,66.0,49.0,,19.18,,26.0,,,,War-Torn Ancient Bone Bow,,,,Heirloom,,,,66.0,49.0,19.18,3.0,15.0,,,3.0,,,
25.0,,,,18.0,,65.0,48.0,,18.86,95.0,15.0,,,,"Arathar, the Eye of Flame",,,,Epic,85.0,,,65.0,48.0,18.86,3.0,15.0,,,3.0,38.0,,
27.0,,,,18.0,,79.0,42.0,,20.23,100.0,,,,17.0,Amber Sprayer of Klaxxi'vess,,,,Rare,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
24.0,,,,,,71.0,52.0,,20.57,120.0,13.0,,,18.0,"Miracoran, the Vehement Chord",,1.0,,Epic,90.0,,,71.0,52.0,20.57,3.0,15.0,Prismatic socket,,3.0,41.0,,
24.0,,,,,,71.0,38.0,,18.21,85.0,,,,,Irontree Gun,,,,Uncommon,84.0,,,71.0,38.0,18.21,3.0,26.0,,,3.0,36.0,,
26.0,,,,,,78.0,41.0,,19.99,85.0,,,,,Hexbelcher Rifle,,,,Uncommon,90.0,,,78.0,41.0,19.99,3.0,26.0,,,3.0,39.0,,
25.0,,,,18.0,,66.0,48.0,,19.11,120.0,15.0,,,,"Arathar, the Eye of Flame",,,,Epic,85.0,,,66.0,48.0,19.11,3.0,15.0,,,3.0,38.0,,
24.0,,,,,,65.0,43.0,,18.05,85.0,,,,,Mardenholde Crossbow,,,,Uncommon,82.0,,,65.0,43.0,18.05,3.0,26.0,,,3.0,36.0,,
25.0,,,,,,74.0,54.0,,21.48,120.0,12.0,,,20.0,Dagryn's Discarded Longbow,,1.0,,Epic,90.0,,,74.0,54.0,21.48,3.0,15.0,Prismatic socket,,3.0,43.0,,
26.0,,,,,,68.0,50.0,,19.75,120.0,,,,,"Vishanka, Jaws of the Earth",,,,Epic,85.0,,,68.0,50.0,19.75,3.0,15.0,,,3.0,39.0,,
22.0,,,,17.0,,74.0,40.0,,19.01,100.0,13.0,,,,Big Game Hunter,,1.0,,Rare,85.0,,,74.0,40.0,19.01,3.0,26.0,Prismatic socket,,3.0,38.0,,
26.0,,,,17.0,,86.0,46.0,,22.08,120.0,,,,18.0,Kor'kron Hand Cannon,,1.0,,Epic,90.0,,,86.0,46.0,22.08,3.0,26.0,Prismatic socket,,3.0,44.0,,
25.0,,,,,,74.0,54.0,,21.4,120.0,13.0,,,19.0,"Miracoran, the Vehement Chord",,1.0,,Epic,90.0,,,74.0,54.0,21.4,3.0,15.0,Prismatic socket,,3.0,43.0,,
25.0,,,,16.0,,65.0,47.0,,18.79,95.0,,,,16.0,Themios the Darkbringer,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
,,,,8.0,,18.0,10.0,,7.15,65.0,,74.0,,8.0,Cookie's Stirring Rod,,,,Rare,85.0,,,,,,,26.0,,,2.0,19.0,,
,,,,,,,,,,,,,,,Living Steel Weapon Chain,,,,Uncommon,85.0,,,,,,,,,,,,,
30.0,,,,20.0,,78.0,57.0,,22.59,120.0,,,,20.0,Prideful Gladiator's Longbow,,,,Epic,90.0,,,78.0,57.0,22.59,3.0,15.0,,,3.0,45.0,,
22.0,,,,17.0,,73.0,39.0,,18.72,80.0,13.0,,,,Kickback 5000,,1.0,,Rare,85.0,,,73.0,39.0,18.72,3.0,26.0,Prismatic socket,,3.0,37.0,,
,,,,,,18.0,10.0,,7.15,90.0,9.0,74.0,,7.0,Crescent Wand,,,,Rare,85.0,,,,,,,26.0,,,2.0,19.0,,
,,,,,,,,,,,,,,,Pyrium Weapon Chain,,,,Uncommon,81.0,,,,,,,,,,,,,
28.0,,,,,,82.0,43.0,,20.99,120.0,18.0,,,19.0,"Taoren, the Soul Burner",,1.0,,Epic,90.0,,,82.0,43.0,20.99,3.0,26.0,,,3.0,42.0,,
19.0,,,,14.0,,73.0,39.0,,18.72,95.0,,,,16.0,Extreme-Impact Hole Puncher,,1.0,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,Prismatic socket,,3.0,37.0,,
24.0,,,,,,62.0,45.0,,18.0,85.0,,,,,Mardenholde Bow,,,,Uncommon,82.0,,,62.0,45.0,18.0,3.0,15.0,,,3.0,36.0,,
27.0,,,,,,79.0,42.0,,20.23,120.0,17.0,,,18.0,"Taoren, the Soul Burner",,1.0,,Epic,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
25.0,,,,16.0,,73.0,39.0,,18.72,95.0,,,,,Vicious Gladiator's Rifle,,,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,16.0
25.0,,,,16.0,,73.0,39.0,,18.72,95.0,,,,,Ruthless Gladiator's Rifle,,,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,16.0
,,,,,,18.0,10.0,,7.15,65.0,8.0,74.0,,,Wand of Untainted Power,,,,Rare,83.0,,,,,,,26.0,,,2.0,19.0,,8.0
25.0,,,,14.0,,67.0,44.0,,18.66,80.0,18.0,,,,Finely-Tuned Throat Needler,,,,Rare,83.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
,,,,8.0,,18.0,10.0,,7.15,80.0,,74.0,,,Vicious Gladiator's Touch of Defeat,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,16.0,,65.0,47.0,,18.79,95.0,,,,,Vicious Gladiator's Longbow,,,,Epic,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,16.0
25.0,,,,16.0,,73.0,39.0,,18.72,95.0,,,,16.0,Bronze Blaster,,,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
,,,,10.0,,19.0,11.0,,7.66,110.0,7.0,80.0,,,Torch of the Celestial Spark,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
27.0,,,,18.0,,70.0,51.0,,20.24,120.0,,,,18.0,Malevolent Gladiator's Longbow,,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
,,,,7.0,,19.0,11.0,,7.55,90.0,10.0,76.0,,,Wand of the Exiled Path,,,,Rare,81.0,,,,,,,26.0,,,2.0,20.0,,
25.0,,,,18.0,,65.0,47.0,,18.79,80.0,14.0,,,,Ravenheart Longbow,,,,Rare,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
29.0,,,,17.0,,86.0,46.0,,22.08,120.0,18.0,,,,Voice of the Quilen,,1.0,,Epic,90.0,,,86.0,46.0,22.08,3.0,26.0,Prismatic socket,,3.0,41.0,,
25.0,,,,16.0,,74.0,54.0,,21.4,120.0,17.0,,,,Shattered Tortoiseshell Longbow,,1.0,,Epic,90.0,,,74.0,54.0,21.4,3.0,15.0,Prismatic socket,,3.0,43.0,,
28.0,,,,15.0,,75.0,50.0,,20.87,85.0,,,,,Rangari Initiate Crossbow,,,,Uncommon,,,,75.0,50.0,20.87,3.0,26.0,,,3.0,42.0,,21.0
26.0,,,,17.0,,67.0,49.0,,19.43,120.0,,,,,Cataclysmic Gladiator's Longbow,,,,Epic,85.0,,,67.0,49.0,19.43,3.0,15.0,,,3.0,39.0,,17.0
25.0,,Hunter,,,,66.0,48.0,,19.11,120.0,,,,,"Vishanka, Jaws of the Earth",,,,Epic,85.0,,,66.0,48.0,19.11,3.0,15.0,,,3.0,38.0,,
25.0,,,,17.0,,74.0,39.0,,18.95,120.0,,,,17.0,Marine's Rifle,,,,Epic,85.0,,,74.0,39.0,18.95,3.0,26.0,,,3.0,38.0,,
25.0,,,,18.0,,65.0,47.0,,18.79,80.0,14.0,,,,Amber Messenger,,,,Rare,85.0,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
26.0,,,,19.0,,80.0,53.0,,22.19,120.0,16.0,,,,Durumu's Baleful Gaze,,1.0,,Epic,90.0,,,80.0,53.0,22.19,3.0,26.0,Prismatic socket,,3.0,44.0,,
,,,,9.0,,20.0,12.0,,8.02,110.0,,82.0,,9.0,Grievous Gladiator's Touch of Defeat,,,,Epic,90.0,,,,,,,26.0,,,2.0,21.0,,
27.0,,,,20.0,,71.0,52.0,,20.57,120.0,15.0,,,,"Fang Kung, Spark of Titans",,,,Epic,90.0,,,71.0,52.0,20.57,3.0,15.0,,,3.0,41.0,,
,,,,10.0,,19.0,11.0,,7.61,110.0,7.0,76.0,,,Torch of the Celestial Spark,,,,Epic,90.0,,,,,,,26.0,,,2.0,20.0,,
24.0,,,,14.0,,79.0,42.0,,20.23,100.0,18.0,,,,Long-Range Trillium Sniper,,1.0,,Rare,90.0,,,79.0,42.0,20.23,3.0,26.0,Prismatic socket,,3.0,40.0,,
,,,,10.0,,19.0,11.0,,7.61,110.0,7.0,76.0,,,Torch of the Celestial Spark,,,,Epic,90.0,,,,,,,26.0,,,2.0,20.0,,
27.0,,,,20.0,,70.0,51.0,,20.24,120.0,15.0,,,,"Fang Kung, Spark of Titans",,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
,,,,8.0,,18.0,10.0,,7.15,110.0,,74.0,,8.0,Theresa's Booklight,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
,,,,,,18.0,10.0,,7.15,110.0,,74.0,,8.0,Finkle's Mixer Upper,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,8.0
25.0,,,,16.0,,67.0,44.0,,18.66,95.0,16.0,,,,Dragonheart Piercer,,,,Epic,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
28.0,,,,,,79.0,58.0,,22.84,120.0,13.0,,,21.0,Dagryn's Discarded Longbow,,1.0,,Epic,90.0,,,79.0,58.0,22.84,3.0,15.0,Prismatic socket,,3.0,46.0,,
26.0,,,,19.0,,76.0,56.0,,22.08,120.0,15.0,,,,Hisek's Reserve Longbow,,1.0,,Epic,90.0,,,76.0,56.0,22.08,3.0,15.0,Prismatic socket,,3.0,44.0,,
27.0,,,,,,79.0,42.0,,20.23,85.0,,,,,Frostbitten Gun,,,,Uncommon,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,70.0,51.0,,20.24,120.0,18.0,,,,"Klatith, Fangs of the Swarm",,,,Epic,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
25.0,,,,19.0,,69.0,45.0,,19.13,95.0,13.0,,,,Horrifying Horn Arbalest,,,,Epic,85.0,,,69.0,45.0,19.13,3.0,26.0,,,3.0,38.0,,
25.0,,,,18.0,,67.0,44.0,,18.66,95.0,,,,14.0,Arbalest of Erupting Fury,,,,Epic,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
,,,,,,18.0,10.0,,7.15,80.0,,74.0,,8.0,Scorchvine Wand,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,9.0
,,,,8.0,,18.0,10.0,,7.15,80.0,9.0,74.0,,,Trail of Embers,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
,,,,,,18.0,10.0,,7.15,65.0,8.0,74.0,,,Wand of Untainted Power,,,,Rare,85.0,,,,,,,26.0,,,2.0,19.0,,8.0
,,,,,,,,,,,,,,,Mirror Scope,,,,Rare,85.0,,,,,,,,,,,,,
28.0,,,,,,79.0,58.0,,22.93,120.0,13.0,,,21.0,Dagryn's Discarded Longbow,,1.0,,Epic,90.0,,,79.0,58.0,22.93,3.0,15.0,Prismatic socket,,3.0,46.0,,
26.0,,,,,,76.0,56.0,,22.08,120.0,13.0,,,20.0,Dagryn's Discarded Longbow,,1.0,,Epic,90.0,,,76.0,56.0,22.08,3.0,15.0,Prismatic socket,,3.0,44.0,,
,,,,7.0,,19.0,11.0,,7.66,110.0,7.0,77.0,,,Venomlord's Totemic Wand,,1.0,,Epic,90.0,,,,,,,26.0,Prismatic socket,,2.0,21.0,,
26.0,,,,,,78.0,41.0,,19.99,85.0,,,,,Engraved Gun,,,,Uncommon,88.0,,,78.0,41.0,19.99,3.0,26.0,,,3.0,39.0,,
26.0,,,,,,76.0,41.0,,19.53,85.0,16.0,,,19.0,Fireblaze Rifle,,,,Uncommon,,,,76.0,41.0,19.53,3.0,26.0,,,3.0,39.0,,
26.0,,,,17.0,,66.0,49.0,,19.18,85.0,17.0,,,,Marista Bow,,,,Uncommon,,,,66.0,49.0,19.18,3.0,15.0,,,3.0,39.0,,
,,,,8.0,,18.0,10.0,,7.2,80.0,,74.0,,9.0,Hungermouth Wand,,,,Epic,85.0,,,,,,,26.0,,,2.0,19.0,,
25.0,,,,16.0,,73.0,39.0,,18.72,95.0,,,,17.0,Dragonsmaw Blaster,,,,Epic,85.0,,,73.0,39.0,18.72,3.0,26.0,,,3.0,37.0,,
,,,,8.0,,17.0,10.0,,6.85,65.0,8.0,70.0,,,Wand of Dark Worship,,,,Rare,81.0,,,,,,,26.0,,,2.0,18.0,,
725.0,,,,165.0,,37.0,24.0,,542.95,,,,,165.0,Malevolent Gladiator's Heavy Crossbow,,,1237.0,Epic,90.0,,,37.0,24.0,542.95,0.06,26.0,,,0.06,1088.0,,
25.0,,,,,,74.0,54.0,,21.48,120.0,13.0,,,19.0,"Miracoran, the Vehement Chord",,1.0,,Epic,90.0,,,74.0,54.0,21.48,3.0,15.0,Prismatic socket,,3.0,43.0,,
28.0,,,,16.0,,83.0,44.0,,21.3,120.0,17.0,,,,Voice of the Quilen,,1.0,,Epic,90.0,,,83.0,44.0,21.3,3.0,26.0,Prismatic socket,,3.0,40.0,,
,,,,,,19.0,11.0,,7.61,90.0,8.0,76.0,,9.0,Necromantic Wand,,,,Rare,90.0,,,,,,,26.0,,,2.0,20.0,,
27.0,,,,18.0,,79.0,42.0,,20.23,100.0,17.0,,,,Firebelcher Hand Cannon,,,,Rare,90.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
27.0,,,,18.0,,70.0,51.0,,20.24,100.0,18.0,,,,Tempestuous Longbow,,,,Rare,90.0,,,70.0,51.0,20.24,3.0,15.0,,,3.0,40.0,,
26.0,,,,,,69.0,50.0,,19.99,85.0,,,,,Engraved Bow,,,,Uncommon,88.0,,,69.0,50.0,19.99,3.0,15.0,,,3.0,39.0,,
,,,,,,19.0,11.0,,7.58,75.0,,76.0,,,Immaculate Wand,,,,Uncommon,88.0,,,,,,,26.0,,,2.0,20.0,,
25.0,,,,,,65.0,47.0,,18.79,80.0,13.0,,,19.0,Big Bendy Blasting Bow,,,,Rare,,,,65.0,47.0,18.79,3.0,15.0,,,3.0,37.0,,
25.0,,,,16.0,,67.0,44.0,,18.66,120.0,16.0,,,,Dragonheart Piercer,,,,Epic,85.0,,,67.0,44.0,18.66,3.0,26.0,,,3.0,37.0,,
