agi,agiint,arcres,armor,avoidance,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdatkpwr,slotbak,socket1,socket2,speed,sta,str,strint,versatility
,,,32.0,,,,10.0,,55.0,,,12.0,17.0,,Prideful Gladiator's Armplates of Proficiency,,,,Epic,90.0,,9.0,,,,25.0,17.0,17.0,
17.0,17.0,,22.0,,"Hunter,Shaman",,,,55.0,,,12.0,17.0,10.0,Prideful Gladiator's Wristguards of Alacrity,,,,Epic,90.0,,9.0,,,,25.0,,,
17.0,17.0,,22.0,,"Hunter,Shaman",,10.0,,55.0,,,12.0,17.0,,Prideful Gladiator's Wristguards of Accuracy,,,,Epic,90.0,,9.0,,,,25.0,,,
,,,32.0,,Paladin,,,,55.0,,,10.0,17.0,12.0,Prideful Gladiator's Bracers of Prowess,,,,Epic,90.0,,9.0,,,,25.0,17.0,17.0,
,,,32.0,,Paladin,,10.0,,55.0,,,,17.0,12.0,Prideful Gladiator's Bracers of Meditation,,,,Epic,90.0,,9.0,,,,25.0,17.0,17.0,
,,,32.0,,,,,,55.0,,,12.0,17.0,10.0,Prideful Gladiator's Armplates of Alacrity,,,,Epic,90.0,,9.0,,,,25.0,17.0,17.0,
,,,9.0,,"Priest,Mage,Warlock",,10.0,,55.0,,,12.0,17.0,,Prideful Gladiator's Cuffs of Accuracy,,,,Epic,90.0,,9.0,,,,25.0,,,
17.0,17.0,,15.0,,,,10.0,,55.0,,,,17.0,12.0,Prideful Gladiator's Bindings of Meditation,,,,Epic,90.0,,9.0,,,,25.0,,,
,,,32.0,,,,12.0,,55.0,,,,16.0,9.0,Arcsmasher Bracers,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,9.0,,,,,,55.0,,,10.0,16.0,12.0,Bracers of the Broken Fault,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,9.0,,,,,,55.0,,,,13.0,,Frostborn Wristwraps,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,24.0,,,
,,,32.0,,,,11.0,,55.0,,,,16.0,11.0,Bracers of Blind Hatred,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,15.0,,,,12.0,,55.0,,,,16.0,9.0,Castlebreaker Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,32.0,,,,12.0,,55.0,,,9.0,16.0,,Bubble-Burst Bracers,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,21.0,,,,,,55.0,,,,16.0,,Crimsonscale Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,32.0,,,,11.0,,55.0,,,,16.0,10.0,Smoldering Drakescale Bracers,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,21.0,,,,11.0,,55.0,,,,16.0,10.0,Cavemaker Wristguards,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,32.0,,,,10.0,,55.0,,,12.0,16.0,,Frozen Warlord's Bracers,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,15.0,,,,12.0,,55.0,,,8.0,16.0,,Bracers of Purified Spirit,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,32.0,,,,,,55.0,,,,16.0,,Bracers of Constant Implosion,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,21.0,16.0,16.0,
16.0,16.0,,21.0,,,,9.0,,55.0,,,12.0,16.0,,Wristguards of Ruination,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,32.0,,,,,,55.0,,,,16.0,,Armplates of the Vanquished Abomination,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,24.0,16.0,16.0,
,,,32.0,,,,11.0,,55.0,,,,16.0,11.0,Bracers of Blind Hatred,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,32.0,,,,,,55.0,,,11.0,16.0,11.0,Bonemender Bracers,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,21.0,,,,12.0,,55.0,,,10.0,16.0,,Dagryn's Fuselight Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,15.0,,,,,,55.0,,,10.0,16.0,11.0,Bracers of Averted Fatality,,,,Epic,90.0,,9.0,,,,24.0,,,
13.0,13.0,,21.0,,,,,,55.0,,,,13.0,,Loa-Ridden Bracers,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,24.0,,,
,,,32.0,,,,10.0,,55.0,,,12.0,16.0,,Frozen Warlord's Bracers,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,9.0,,,,11.0,,55.0,,,11.0,16.0,,Bracers of Fragile Bone,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,32.0,,,,10.0,,55.0,,,12.0,16.0,,Wristplates of Broken Doubt,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,32.0,,,,11.0,,55.0,,,,16.0,11.0,Bracers of Sordid Sleep,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,21.0,,,,,,55.0,,,11.0,16.0,11.0,Bracers of the Pristine Purifier,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,9.0,,,,12.0,,55.0,,,,16.0,9.0,Azure Shell Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,9.0,,,,,,55.0,,,,16.0,,Cloudscorcher Wristwraps,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,21.0,,,,12.0,,55.0,,,10.0,16.0,,Dagryn's Fuselight Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,15.0,,,,12.0,,55.0,,,8.0,16.0,,Bracers of Purified Spirit,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,15.0,,,,9.0,,55.0,,,12.0,16.0,,Laser Burn Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,8.0,,,,11.0,,55.0,,,,16.0,10.0,Lifebane Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,8.0,,,,,,55.0,,,10.0,16.0,12.0,Bracers of the Broken Fault,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,21.0,,,,,,55.0,,,11.0,16.0,11.0,Bracers of Infinite Pipes,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,8.0,,,,11.0,,55.0,,,11.0,16.0,,Bracers of Sonic Projection,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,31.0,,,,,,55.0,,,11.0,16.0,11.0,Bonemender Bracers,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
13.0,13.0,,21.0,,,,,,55.0,,,,13.0,,Loa-Ridden Bracers,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,24.0,,,
,,,31.0,,,,10.0,,55.0,,,12.0,16.0,,Wristplates of Broken Doubt,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,8.0,,,,9.0,,55.0,,,12.0,16.0,,Scalebane Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,14.0,,,,12.0,,55.0,,,10.0,16.0,,Mantid Carapace Augments,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,8.0,,,,,,55.0,,,11.0,16.0,11.0,Avool's Ancestral Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,21.0,,,,,,55.0,,,9.0,16.0,12.0,Vein-Cover Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,14.0,,,,,,55.0,,,11.0,16.0,9.0,Grievous Gladiator's Armwraps of Alacrity,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,14.0,,,,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Bindings of Meditation,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,31.0,,Paladin,,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Bracers of Meditation,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,21.0,,Shaman,,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Armbands of Meditation,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,14.0,,,,,,55.0,,,9.0,16.0,11.0,Grievous Gladiator's Bindings of Prowess,,,,Epic,90.0,,9.0,,,,24.0,,,
13.0,13.0,,21.0,,,,,,55.0,,,,13.0,,Beady-Eye Bracers,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,24.0,,,
16.0,16.0,,21.0,,"Hunter,Shaman",,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Wristguards of Accuracy,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,21.0,,"Hunter,Shaman",,,,55.0,,,11.0,16.0,9.0,Grievous Gladiator's Wristguards of Alacrity,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,8.0,,,,12.0,,55.0,,,,16.0,9.0,Azure Shell Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,21.0,,Shaman,,,,55.0,,,9.0,16.0,11.0,Grievous Gladiator's Armbands of Prowess,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,31.0,,,,8.0,,55.0,,,,16.0,12.0,Softscar Armplates,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,21.0,,"Hunter,Shaman",,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Wristguards of Accuracy,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,8.0,,"Priest,Mage,Warlock",,,,55.0,,,9.0,16.0,11.0,Grievous Gladiator's Cuffs of Prowess,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,31.0,,Paladin,,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Bracers of Meditation,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,31.0,,Paladin,,,,55.0,,,9.0,16.0,11.0,Grievous Gladiator's Bracers of Prowess,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Cuffs of Accuracy,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,31.0,,,,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Armplates of Proficiency,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,31.0,,,,,,55.0,,,,16.0,,Caustic Spike Bracers,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,21.0,16.0,16.0,
16.0,16.0,,21.0,,Shaman,,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Armbands of Meditation,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,14.0,,,,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Armwraps of Accuracy,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,14.0,,,,,,55.0,,,9.0,16.0,11.0,Grievous Gladiator's Bindings of Prowess,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,31.0,,Paladin,,,,55.0,,,9.0,16.0,11.0,Grievous Gladiator's Bracers of Prowess,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
,,,8.0,,"Priest,Mage,Warlock",,,,55.0,,,9.0,16.0,11.0,Grievous Gladiator's Cuffs of Prowess,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,21.0,,"Hunter,Shaman",,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Wristguards of Accuracy,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,21.0,,"Hunter,Shaman",,9.0,,55.0,,,11.0,16.0,,Grievous Gladiator's Wristguards of Accuracy,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,14.0,,,,,,55.0,,,11.0,16.0,9.0,Grievous Gladiator's Armwraps of Alacrity,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,20.0,,,,11.0,,50.0,,,,16.0,10.0,Agurak Chain Bracers,,,,Rare,,,9.0,,,,24.0,,,
,,,8.0,,,,10.0,,50.0,,,,16.0,11.0,Agurak Wristwraps,,,,Rare,,,9.0,,,,24.0,,,
,,,30.0,,,,8.0,,50.0,,,12.0,16.0,,Agurak Wristplates,,,,Rare,,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,14.0,,,,,,55.0,,,,16.0,,Ale-Boiled Bindings,,,,Epic,90.0,,9.0,,,,24.0,,,
16.0,16.0,,20.0,,,,,,55.0,,,,16.0,,Mountaineer's Bracers,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,8.0,,,,,,55.0,,,,16.0,,Heartlander's Wristwraps,,,,Epic,90.0,,9.0,,,,24.0,,,
,,,30.0,,,,9.0,,40.0,,,,16.0,,Frostwolf Stalwart Bracers,,,,Uncommon,,,9.0,,,,24.0,16.0,16.0,11.0
,,,30.0,,,,,,55.0,,,,16.0,,Thunder Bastion Vambraces,,,,Epic,90.0,,9.0,,,,24.0,16.0,16.0,
16.0,16.0,,20.0,,,,11.0,,40.0,,,,16.0,11.0,Frostwolf Ringmail Wristguards,,,,Uncommon,,,9.0,,,,24.0,,,
,,,30.0,,,,10.0,,55.0,,,,15.0,10.0,Bracers of Six Oxen,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,11.0,,55.0,,,9.0,15.0,,Infinitely Conducting Bracers,,,,Epic,90.0,,9.0,,,,23.0,,,
12.0,12.0,,20.0,,,,,,55.0,,,,12.0,,Loa-Ridden Bracers,,1.0,,Epic,90.0,,9.0,Prismatic socket,,,23.0,,,
,,,8.0,,,,10.0,,55.0,,,,15.0,10.0,Cuffs of the Corrupted Waters,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,30.0,,,,8.0,,55.0,,,,15.0,11.0,Shell-Coated Wristplates,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
,,,29.0,,,,10.0,,50.0,,,10.0,15.0,,Bracers of the Fallen Crusader,,,,Rare,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,10.0,,40.0,,,10.0,15.0,,Ghost Fox Armwraps,,,,Uncommon,,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,,,,,40.0,,,10.0,15.0,10.0,Withered Wood Wristwraps,,,,Uncommon,,,9.0,,,,23.0,,,
,,,29.0,,,,9.0,,55.0,,,11.0,15.0,,Bonded Soul Bracers,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,,,50.0,,,9.0,15.0,11.0,Crafted Malevolent Gladiator's Bindings of Prowess,,,,Rare,90.0,,9.0,,,,24.0,,,
,,,29.0,,Paladin,,,,55.0,,,9.0,15.0,11.0,Tyrannical Gladiator's Bracers of Prowess,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,11.0,15.0,,Tyrannical Gladiator's Cuffs of Accuracy,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,29.0,,,,,,55.0,,,11.0,15.0,9.0,Tyrannical Gladiator's Armplates of Alacrity,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
,,,8.0,,Priest,,12.0,,40.0,,,,15.0,8.0,Communal Bindings,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,29.0,,"Warrior,Paladin,Death knight",,,,55.0,,,11.0,15.0,9.0,Malevolent Gladiator's Armplates of Alacrity,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,11.0,,40.0,,,,15.0,9.0,Sapfly Wristwraps,,,,Uncommon,,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,9.0,,55.0,,,,15.0,11.0,Malevolent Gladiator's Bindings of Meditation,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,Rogue,,8.0,,40.0,,,12.0,15.0,,Lightdrinker Bindings,,,,Uncommon,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,,,8.0,,50.0,,,12.0,15.0,,Groundshaker Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,8.0,,,,9.0,,40.0,,,11.0,15.0,,Motherseed Wristwraps,,,,Uncommon,,,9.0,,,,23.0,,,
,,,29.0,,,,9.0,,50.0,,,11.0,15.0,,Dreadful Gladiator's Armplates of Proficiency,,,,Rare,90.0,,9.0,,,,23.0,15.0,15.0,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,,15.0,11.0,Malevolent Gladiator's Cuffs of Meditation,,,,Epic,90.0,,9.0,,,,24.0,,,
15.0,15.0,,13.0,,,,,,55.0,,,11.0,15.0,9.0,Tyrannical Gladiator's Armwraps of Alacrity,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,,15.0,11.0,Tyrannical Gladiator's Cuffs of Meditation,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,Druid,,11.0,,40.0,,,,15.0,9.0,Springrain Bindings,,,,Uncommon,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,Druid,,12.0,,40.0,,,,15.0,8.0,Springrain Bracers,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,11.0,15.0,,Malevolent Gladiator's Cuffs of Accuracy,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,Shaman,,,,55.0,,,9.0,15.0,11.0,Malevolent Gladiator's Armbands of Prowess,,,,Epic,90.0,,9.0,,,,24.0,,,
15.0,15.0,,19.0,,Shaman,,,,55.0,,,9.0,15.0,11.0,Tyrannical Gladiator's Armbands of Prowess,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,Shaman,,12.0,,40.0,,,8.0,15.0,,Streamtalker Armbands,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,8.0,,Priest,,12.0,,40.0,,,,15.0,8.0,Communal Bindings,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,8.0,,,,,,50.0,,,9.0,15.0,11.0,Bombardment Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,8.0,,,,9.0,,50.0,,,11.0,15.0,,Deadwalker Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,,,10.0,,50.0,,,,15.0,10.0,Contender's Dragonscale Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,29.0,,,,11.0,,50.0,,,,15.0,9.0,Bubble-Breaker Bracers,,,,Rare,90.0,,9.0,,,,23.0,15.0,15.0,
,,,8.0,,,,,,55.0,,,9.0,15.0,11.0,Darting Damselfly Cuffs,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,29.0,,Paladin,,9.0,,55.0,,,,15.0,11.0,Tyrannical Gladiator's Bracers of Meditation,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,9.0,,55.0,,,,15.0,11.0,Tyrannical Gladiator's Bindings of Meditation,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,Shaman,,9.0,,55.0,,,,15.0,11.0,Malevolent Gladiator's Armbands of Meditation,,,,Epic,90.0,,9.0,,,,24.0,,,
15.0,15.0,,13.0,,Rogue,,8.0,,40.0,,,12.0,15.0,,Lightdrinker Bindings,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,29.0,,,,8.0,,55.0,,,,12.0,15.0,Battle Shadow Bracers,,,,Epic,90.0,,9.0,,,,23.0,12.0,12.0,
,,,29.0,,Paladin,,,,55.0,,,9.0,15.0,11.0,Tyrannical Gladiator's Bracers of Prowess,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,11.0,15.0,,Tyrannical Gladiator's Cuffs of Accuracy,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,29.0,,,,8.0,,55.0,,,,15.0,12.0,Bracers of Defiled Earth,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,19.0,,,,,,50.0,,,,15.0,,Scarshell Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,,,55.0,,,9.0,15.0,11.0,Malevolent Gladiator's Bindings of Prowess,,,,Epic,90.0,,9.0,,,,24.0,,,
15.0,15.0,,19.0,,"Hunter,Shaman",,,,50.0,,,11.0,15.0,9.0,Crafted Dreadful Gladiator's Wristguards of Alacrity,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,29.0,,"Warrior,Paladin,Death knight",,,,55.0,,,11.0,15.0,9.0,Tyrannical Gladiator's Armplates of Alacrity,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,,,55.0,,,9.0,15.0,11.0,Tyrannical Gladiator's Bindings of Prowess,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,Druid,,11.0,,40.0,,,,15.0,9.0,Springrain Bindings,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,,15.0,11.0,Malevolent Gladiator's Cuffs of Meditation,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,Shaman,,12.0,,40.0,,,8.0,15.0,,Streamtalker Armbands,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,8.0,,"Priest,Mage,Warlock",,,,50.0,,,9.0,15.0,11.0,Dreadful Gladiator's Cuffs of Prowess,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,8.0,,,,11.0,,55.0,,,9.0,15.0,,Shining Cicada Bracers,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,10.0,,50.0,,,10.0,15.0,,Subjugation Bracers,,,,Rare,1.0,,9.0,,,,23.0,,,
,,,29.0,,,,11.0,,55.0,,,,15.0,9.0,Fallen Sentinel Bracers,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
,,,29.0,,Paladin,,9.0,,55.0,,,,15.0,11.0,Tyrannical Gladiator's Bracers of Meditation,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,13.0,,,,9.0,,50.0,,,11.0,15.0,,Dreadful Gladiator's Armwraps of Accuracy,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,8.0,,,,10.0,,55.0,,,,15.0,10.0,Cuffs of the Corrupted Waters,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,,,50.0,,,,15.0,,Forgotten Bindings,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,"Hunter,Shaman",,9.0,,50.0,,,11.0,15.0,,Crafted Dreadful Gladiator's Wristguards of Accuracy,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,8.0,,,,,,50.0,,,9.0,15.0,11.0,Bracers of Displaced Air,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,Shaman,,,,55.0,,,9.0,15.0,11.0,Tyrannical Gladiator's Armbands of Prowess,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,29.0,,,,8.0,,50.0,,,12.0,15.0,,Commanding Bracers,,,,Rare,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,19.0,,,,11.0,,55.0,,,,15.0,9.0,Luminescent Firefly Wristguards,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,,,10.0,,50.0,,,,15.0,10.0,Bracers of Swift Wrath,,,,Rare,1.0,,9.0,,,,23.0,,,
,,,29.0,,"Warrior,Paladin,Death knight",,9.0,,55.0,,,11.0,15.0,,Tyrannical Gladiator's Armplates of Proficiency,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
,,,29.0,,"Warrior,Paladin,Death knight",,9.0,,50.0,,,11.0,15.0,,Crafted Malevolent Gladiator's Armplates of Proficiency,,,,Rare,90.0,,9.0,,,,24.0,15.0,15.0,
15.0,15.0,,13.0,,,,,,55.0,,,11.0,15.0,9.0,Tyrannical Gladiator's Armwraps of Alacrity,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,8.0,,Mage,,10.0,,40.0,,,10.0,15.0,,Mountainsage Wristwraps,,,,Uncommon,90.0,,9.0,,,,23.0,,,
,,,29.0,,,,11.0,,50.0,,,,15.0,9.0,Bubble-Breaker Bracers,,,,Rare,90.0,,9.0,,,,23.0,15.0,15.0,
15.0,15.0,,19.0,,,,11.0,,40.0,,,8.0,15.0,,Wind-Reaver Wristwraps,,,,Uncommon,,,9.0,,,,23.0,,,
,,,8.0,,"Priest,Mage,Warlock",,9.0,,55.0,,,11.0,15.0,,Tyrannical Gladiator's Cuffs of Accuracy,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,,,,,50.0,,,,15.0,,Earthstriker Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,Shaman,,10.0,,40.0,,,,15.0,10.0,Streamtalker Bracers,,,,Uncommon,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,11.0,,50.0,,,,15.0,9.0,Lightblade Bracer,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,29.0,,,,8.0,,50.0,,,,12.0,15.0,Ri'mok's Shattered Scale,,,,Rare,90.0,,9.0,,,,23.0,12.0,12.0,
15.0,15.0,,13.0,,,,,,55.0,,,9.0,15.0,11.0,Malevolent Gladiator's Bindings of Prowess,,,,Epic,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,10.0,,40.0,,,10.0,15.0,,Ghost Fox Wristwraps,,,,Uncommon,,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,,,,,50.0,,,,15.0,,Danio-Scale Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
,,,8.0,,"Priest,Mage,Warlock",,,,50.0,,,9.0,15.0,11.0,Crafted Malevolent Gladiator's Cuffs of Prowess,,,,Rare,90.0,,9.0,,,,24.0,,,
,,,8.0,,Warlock,,10.0,,40.0,,,10.0,15.0,,Felsoul Wristwraps,,,,Uncommon,90.0,,9.0,,,,23.0,,,
15.0,15.0,,19.0,,,,10.0,,50.0,,,,15.0,10.0,Shadow Puppet Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,,,50.0,,,9.0,15.0,11.0,Dreadful Gladiator's Bindings of Prowess,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,,,55.0,,,11.0,15.0,9.0,Tyrannical Gladiator's Armwraps of Alacrity,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,8.0,,,,,,55.0,,,,15.0,,Brewfather Wristwraps,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,29.0,,"Warrior,Paladin,Death knight",,9.0,,55.0,,,11.0,15.0,,Tyrannical Gladiator's Armplates of Proficiency,,,,Epic,90.0,,9.0,,,,23.0,15.0,15.0,
,,,8.0,,,,10.0,,50.0,,,,15.0,10.0,Frenzyswarm Bracers,,,,Rare,90.0,,9.0,,,,23.0,,,
15.0,15.0,,13.0,,,,,,55.0,,,11.0,15.0,9.0,Malevolent Gladiator's Armwraps of Alacrity,,,,Epic,90.0,,9.0,,,,23.0,,,
,,,29.0,,Paladin,,,,55.0,,,9.0,15.0,11.0,Malevolent Gladiator's Bracers of Prowess,,,,Epic,90.0,,9.0,,,,24.0,15.0,15.0,
,,,29.0,,Paladin,,9.0,,50.0,,,11.0,15.0,,Crafted Dreadful Gladiator's Bracers of Meditation,,,,Rare,90.0,,9.0,,,,23.0,15.0,15.0,
