agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
24.0,24.0,,25.0,,,16.0,,65.0,,,,24.0,,16.0,Boots of Burning Focus,,,,Rare,,100.0,8.0,,,,,36.0,,,
,,,54.0,,,,,65.0,,,,,,,Boots of the Sha'tari Defense,,,,Rare,,100.0,8.0,,,,,,,,
24.0,24.0,,25.0,,,,,65.0,,,17.0,24.0,,14.0,Bloodfeather Treads,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,,,65.0,,,18.0,24.0,,12.0,Blackwater Boots,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,,,65.0,,,,24.0,,18.0,Crystalbinder Sandals,,,,Rare,,100.0,8.0,,,,,36.0,,,14.0
24.0,24.0,,25.0,Rogue,,18.0,,55.0,,,14.0,24.0,,,Lightdrinker Boots,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,15.0,,65.0,,,17.0,24.0,,,Primal Combatant's Boots of Prowess,,,,Rare,,100.0,8.0,,,,,36.0,,,
,,,15.0,,,,,65.0,,,18.0,24.0,,14.0,Kymi's Stylish Slippers,,,,Rare,,98.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,,,,,55.0,,,,24.0,,,Packrunner Greaves,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
,,,15.0,,,18.0,,65.0,,,,24.0,,12.0,Sandals of Arcane Mystery,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,17.0,,65.0,,,,24.0,,15.0,Temptessa's Knee-High Boots,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,,,15.0,,65.0,,,16.0,24.0,,,Steelmaw's Stompers,,,,Rare,,96.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,,,,,55.0,,,,24.0,,,Sunspring Greaves,,,,Uncommon,,99.0,8.0,,,,,36.0,,,
,,,52.0,,,,,55.0,,,,23.0,,,Talon Guard Sabatons,,,,Uncommon,,98.0,8.0,,,,,35.0,23.0,23.0,
23.0,23.0,,24.0,,,15.0,,55.0,,,,23.0,,,Skysinger Boots,,,,Uncommon,,,8.0,,,,,35.0,,,16.0
23.0,23.0,,34.0,,,,,55.0,,,,23.0,,,Varashi Greaves,,,,Uncommon,,96.0,8.0,,,,,34.0,,,
,,,47.0,,,,,55.0,,,,21.0,,,Shardback Sabatons,,,,Uncommon,,93.0,8.0,,,,,32.0,21.0,21.0,
,,,10.0,,,,,55.0,,,,,,,Sunbleached Sandals,,,,Poor,,100.0,8.0,,,,,,,,
26.0,26.0,,25.0,,,,,80.0,,,,26.0,,19.0,Warmongering Gladiator's Boots of Victory,,,,Epic,,100.0,8.0,,,,,39.0,,,16.0
26.0,26.0,,37.0,,,16.0,,80.0,,,19.0,26.0,,,Warmongering Gladiator's Footguards of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,37.0,Shaman,,,,,,,,,,,Warmongering Gladiator's Linked Sabatons,,,,Epic,,100.0,8.0,,,,,,,,
26.0,26.0,,36.0,,,18.0,,65.0,,,16.0,26.0,,,Warmongering Combatant's Footguards of Cruelty,,,,Rare,,100.0,8.0,,,,,39.0,,,
,,,36.0,Shaman,,,,,,,,,,,Wild Gladiator's Linked Sabatons,,,,Epic,,100.0,8.0,,,,,,,,
,,,15.0,,,,,65.0,,,18.0,26.0,,16.0,Warmongering Combatant's Treads of Cruelty,,,,Rare,,100.0,8.0,,,,,39.0,,,
26.0,26.0,,36.0,,,16.0,,80.0,,,18.0,26.0,,,Wild Gladiator's Footguards of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,,,
25.0,25.0,,37.0,,,,,80.0,,,,25.0,,,Axeclaw Boots,,,,Rare,,100.0,8.0,,,,,37.0,,,
,,,55.0,,,22.0,,65.0,,,,25.0,,,Thunderpeak Greatboots,,,,Rare,,,8.0,,,,,37.0,25.0,25.0,11.0
25.0,25.0,,25.0,,,,,80.0,,,,25.0,,18.0,Primal Gladiator's Boots of Victory,,,,Epic,,100.0,8.0,,,,,37.0,,,15.0
,,,15.0,,,23.0,,55.0,,,10.0,25.0,,,Slippers of the Earthen Healer,,,,Uncommon,,,8.0,,,,,37.0,,,
,,,55.0,,,18.0,,80.0,,,,25.0,,15.0,Primal Gladiator's Warboots of Cruelty,,,,Epic,,100.0,8.0,,,,,37.0,25.0,25.0,
25.0,25.0,,25.0,,,18.0,,65.0,,,15.0,25.0,,,Wild Combatant's Boots of Cruelty,,,,Rare,,100.0,8.0,,,,,37.0,,,
,,,15.0,,,,,80.0,,,,25.0,,,Felcast Sandals,,,,Rare,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,15.0,,65.0,,,18.0,25.0,,,Wild Combatant's Boots of Prowess,,,,Rare,,100.0,8.0,,,,,37.0,,,
,,,55.0,,,13.0,,55.0,,,20.0,25.0,,,Thunderpeak Warboots,,,,Uncommon,,,8.0,,,,,37.0,25.0,25.0,
24.0,24.0,,25.0,,,,,65.0,,,,24.0,,,Spireflame Boots,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,17.0,,55.0,,,15.0,24.0,,,Wild Aspirant's Boots of Cruelty,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,15.0,,65.0,,,17.0,24.0,,,Primal Combatant's Boots of Prowess,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,,,,,65.0,,,,24.0,,,Element-Binder Boots,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,Druid,,18.0,,55.0,,,14.0,24.0,,,Springrain Treads,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
,,,15.0,Mage,,14.0,,55.0,,,18.0,24.0,,,Mountainsage Sandals,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,24.0,,,15.0,,55.0,,,16.0,24.0,,,Fungal Resistant Workboots,,,,Uncommon,,,8.0,,,,,36.0,,,
23.0,23.0,,23.0,,,,,55.0,,,,23.0,,,Ripfang Boots,,,,Uncommon,,96.0,8.0,,,,,34.0,,,
,,,46.0,,,,,55.0,,,,21.0,,,Rockspine Sabatons,,,,Uncommon,,92.0,8.0,,,,,31.0,21.0,21.0,
,,,17.0,,,,,55.0,,,,,,,Weatherworn Boots,,,,Poor,,100.0,8.0,,,,,,,,
,,,8.0,,,,,65.0,,,,,,,Ceremonial Slippers of Karabor,,,,Rare,,100.0,8.0,,,,,,,,
26.0,26.0,,25.0,,,,,80.0,,,19.0,26.0,,16.0,Warmongering Gladiator's Boots of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,55.0,,,18.0,,65.0,,,,26.0,,16.0,Warmongering Combatant's Warboots of Cruelty,,,,Rare,,100.0,8.0,,,,,39.0,26.0,26.0,
,,,55.0,,,,,80.0,,,16.0,26.0,,18.0,Wild Gladiator's Warboots of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,26.0,26.0,
,,,15.0,Mage,,,,,,,,,,,Wild Gladiator's Silk Treads,,,,Epic,,100.0,8.0,,,,,,,,
26.0,26.0,,36.0,,,,,80.0,,,,26.0,,18.0,Wild Gladiator's Footguards of Victory,,,,Epic,,100.0,8.0,,,,,39.0,,,16.0
25.0,25.0,,25.0,,,,,80.0,,,,25.0,,18.0,Primal Gladiator's Boots of Victory,,,,Epic,,100.0,8.0,,,,,37.0,,,15.0
,,,55.0,,,15.0,,65.0,,,,25.0,,18.0,Wild Combatant's Warboots of Prowess,,,,Rare,,100.0,8.0,,,,,37.0,25.0,25.0,
,,,15.0,Warlock,,,,55.0,,,33.0,25.0,,,Ruinrain Sandals,,,,Uncommon,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,,,55.0,,,19.0,25.0,,14.0,Ruin-Stalker Boots,,,,Uncommon,,,8.0,,,,,37.0,,,
,,,15.0,,,,,65.0,,,22.0,25.0,,11.0,Void Slippers,,,,Rare,,98.0,8.0,,,,,37.0,,,
,,,15.0,,,21.0,,65.0,,,,25.0,,12.0,Sssurine's Luxurious Sssandals,,,,Rare,,98.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,,,80.0,,,,25.0,,13.0,Phoenix-Rider Boots,,,,Epic,,100.0,8.0,,,,,37.0,,,19.0
25.0,25.0,,25.0,,,24.0,,55.0,,,,25.0,,,Duskbat Exterminator's Treads,,,,Uncommon,,,8.0,,,,,37.0,,,9.0
,,,55.0,,,,,80.0,,,18.0,25.0,,,Primal Gladiator's Warboots of Victory,,,,Epic,,100.0,8.0,,,,,37.0,25.0,25.0,15.0
,,,25.0,Rogue,,,,,,,,,,,Primal Gladiator's Leather Boots,,,,Epic,,100.0,8.0,,,,,,,,
,,,55.0,Warrior,,17.0,,55.0,,,14.0,24.0,,,Oathsworn Sabatons,,,,Uncommon,,100.0,8.0,,,,,36.0,24.0,24.0,
24.0,24.0,,36.0,Hunter,,,,,,,18.0,24.0,,,Trailseeker Greaves,,,,Uncommon,,100.0,8.0,,,,,36.0,,,14.0
,,,54.0,Warrior,,17.0,,65.0,,,14.0,24.0,,,Oathsworn Sabatons,,,,Rare,,100.0,8.0,,,,,36.0,24.0,24.0,
24.0,24.0,,25.0,,,17.0,,65.0,,,15.0,24.0,,,Primal Aspirant's Boots of Cruelty,,,,Rare,,100.0,8.0,,,,,36.0,,,
,,,15.0,,,17.0,,65.0,,,15.0,24.0,,,Felflame Sandals,,,,Rare,,100.0,8.0,,,,,36.0,,,
,,,15.0,,,17.0,,65.0,,,15.0,24.0,,,Primal Combatant's Treads of Prowess,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,17.0,,55.0,,,15.0,24.0,,,Wild Aspirant's Boots of Cruelty,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
,,,54.0,,,,,55.0,,,,24.0,,,Stonecrag Sabatons,,,,Uncommon,,100.0,8.0,,,,,36.0,24.0,24.0,
24.0,24.0,,25.0,,,,,55.0,,,,24.0,,,Meadowstomper Boots,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,Hunter,,,,65.0,,,17.0,24.0,,14.0,Trailseeker Greaves,,,,Rare,,100.0,8.0,,,,,36.0,,,
,,,15.0,Mage,,12.0,,65.0,,,18.0,24.0,,,Mountainsage Sandals,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,25.0,,,17.0,,65.0,,,15.0,24.0,,,Primal Aspirant's Boots of Cruelty,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,24.0,,,,,55.0,,,,24.0,,,Sabermaw Boots,,,,Uncommon,,99.0,8.0,,,,,36.0,,,
,,,14.0,,,,,65.0,,,,23.0,,,Mantisweave Sandals,,,,Rare,,92.0,8.0,,,,,34.0,,,
22.0,22.0,,22.0,,,16.0,,55.0,,,11.0,22.0,,,Overgrowth Cutter Boots,,,,Uncommon,,,8.0,,,,,32.0,,,
20.0,20.0,,21.0,,,,,55.0,,,,20.0,,,Voidcaller Boots,,,,Uncommon,,91.0,8.0,,,,,30.0,,,
,,,25.0,,,,,55.0,,,,,,,Rust-Encrusted Sabatons,,,,Poor,,100.0,8.0,,,,,,,,
,,,7.0,,,,,80.0,,,,,,,Tournament Gladiator's Warboots of Cruelty,,,,Epic,,100.0,8.0,,,,,,,,
,,,37.0,Shaman,,,,,,,,,,,Warmongering Gladiator's Ringmail Footguards,,,,Epic,,100.0,8.0,,,,,,,,
,,,55.0,,,16.0,,80.0,,,,26.0,,19.0,Warmongering Gladiator's Warboots of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,26.0,26.0,
,,,15.0,,,19.0,,80.0,,,16.0,26.0,,,Warmongering Gladiator's Treads of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,25.0,Druid,,,,,,,,,,,Wild Gladiator's Kodohide Footguards,,,,Epic,,100.0,8.0,,,,,,,,
26.0,26.0,,25.0,,,16.0,,65.0,,,18.0,26.0,,,Warmongering Combatant's Boots of Prowess,,,,Rare,,100.0,8.0,,,,,39.0,,,
,,,55.0,,,,,80.0,,,16.0,26.0,,18.0,Wild Gladiator's Warboots of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,26.0,26.0,
,,,15.0,,,,,80.0,,,18.0,26.0,,16.0,Wild Gladiator's Treads of Cruelty,,,,Epic,,100.0,8.0,,,,,39.0,,,
26.0,26.0,,36.0,,,,,80.0,,,,26.0,,18.0,Wild Gladiator's Footguards of Victory,,,,Epic,,100.0,8.0,,,,,39.0,,,16.0
,,,55.0,,,,,80.0,,,18.0,26.0,,,Wild Gladiator's Warboots of Victory,,,,Epic,,100.0,8.0,,,,,39.0,26.0,26.0,16.0
26.0,26.0,,36.0,,,16.0,,65.0,,,18.0,26.0,,,Warmongering Combatant's Footguards of Prowess,,,,Rare,,100.0,8.0,,,,,39.0,,,
,,,55.0,,,18.0,,65.0,,,,26.0,,16.0,Warmongering Combatant's Warboots of Cruelty,,,,Rare,,100.0,8.0,,,,,39.0,26.0,26.0,
,,,55.0,Paladin,,,,,,,,,,,Wild Gladiator's Ornamented Greaves,,,,Epic,,100.0,8.0,,,,,,,,
,,,15.0,,,18.0,,80.0,,,,26.0,,,Wild Gladiator's Treads of Victory,,,,Epic,,100.0,8.0,,,,,39.0,,,16.0
26.0,26.0,,25.0,,,16.0,,65.0,,,18.0,26.0,,,Warmongering Combatant's Boots of Prowess,,,,Rare,,100.0,8.0,,,,,39.0,,,
,,,25.0,Rogue,,,,,,,,,,,Wild Gladiator's Leather Boots,,,,Epic,,100.0,8.0,,,,,,,,
26.0,26.0,,36.0,,,18.0,,65.0,,,16.0,26.0,,,Warmongering Combatant's Footguards of Cruelty,,,,Rare,,100.0,8.0,,,,,39.0,,,
,,,55.0,,,,,80.0,,,12.0,25.0,,,Engine-Kicking Boots,,,,Epic,,100.0,8.0,,,,,37.0,25.0,25.0,21.0
,,,55.0,,,,,80.0,,,,25.0,,,Crimson Carapace Greaves,,,,Epic,,100.0,8.0,,,,,37.0,25.0,25.0,
,,,37.0,Hunter,,,,80.0,,,,,,,Primal Gladiator's Chain Sabatons,,,,Epic,,100.0,8.0,,,,,,,,
,,,15.0,Warlock,,,,,,,,25.0,,33.0,Ruinrain Sandals,,,,Uncommon,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,,,55.0,,,24.0,25.0,,9.0,Boots of the Broken,,,,Uncommon,,,8.0,,,,,37.0,,,
,,,55.0,Warrior,,,,55.0,,,,25.0,,33.0,Defiant Greaves,,,,Uncommon,,100.0,8.0,,,,,37.0,25.0,25.0,
25.0,25.0,,25.0,,,22.0,,65.0,,,11.0,25.0,,,Bile-Resistant Boots,,,,Rare,,98.0,8.0,,,,,37.0,,,
,,,15.0,,,,,55.0,,,10.0,25.0,,23.0,Footwraps of the Blightcaller,,,,Uncommon,,,8.0,,,,,37.0,,,
,,,55.0,,,,,65.0,,,10.0,25.0,,23.0,Sabatons of the Endless Vigil,,,,Rare,,98.0,8.0,,,,,37.0,25.0,25.0,
25.0,25.0,,37.0,,,10.0,,55.0,,,,25.0,,23.0,Blighthound Master's Greaves,,,,Uncommon,,,8.0,,,,,37.0,,,
25.0,25.0,,37.0,,,21.0,,,,,12.0,25.0,,,Boulderfall Stompers,,,,Rare,,98.0,8.0,,,,,37.0,,,
25.0,25.0,,37.0,,,11.0,,55.0,,,22.0,25.0,,,Seaspray Chain Boots,,,,Uncommon,,,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,,,80.0,,,,25.0,,,Boots of Determined Resolve,,,,Epic,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,37.0,Hunter,,,,55.0,,,,25.0,,33.0,Warscout Greaves,,,,Uncommon,,100.0,8.0,,,,,37.0,,,
,,,15.0,,,,,65.0,,,18.0,25.0,,15.0,Wild Combatant's Treads of Cruelty,,,,Rare,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,,,65.0,,,16.0,25.0,,16.0,Zulk's Sneaky Slippers,,,,Rare,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,37.0,,,,,80.0,,,,25.0,,,Undying Boots,,,,Epic,,100.0,8.0,,,,,37.0,,,
,,,15.0,Mage,,33.0,,,,,,25.0,,,Abstruse Sandals,,,,Uncommon,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,37.0,,,23.0,,55.0,,,,25.0,,,Runesworn Boots,,,,Uncommon,,,8.0,,,,,37.0,,,10.0
,,,15.0,,,,,65.0,,,10.0,25.0,,23.0,Darkfiend Slippers,,,,Rare,,98.0,8.0,,,,,37.0,,,
,,,55.0,Death knight,,,,,,,,,,,Primal Gladiator's Dreadplate Warboots,,,,Epic,,100.0,8.0,,,,,,,,
25.0,25.0,,25.0,,,,,55.0,,,19.0,25.0,,14.0,Stormborn Treads,,,,Uncommon,,,8.0,,,,,37.0,,,
,,,55.0,,,,,80.0,,,18.0,25.0,,,Primal Gladiator's Warboots of Victory,,,,Epic,,100.0,8.0,,,,,37.0,25.0,25.0,15.0
25.0,25.0,,25.0,Demon hunter,,,,65.0,,,23.0,25.0,,10.0,Treads of Illidari Supremacy,,,,Rare,,1.0,8.0,,,,,37.0,,,
25.0,25.0,,37.0,,,15.0,,80.0,,,,25.0,,17.0,Ram-Carrier's Treads,,,,Epic,,100.0,8.0,,,,,37.0,,,
,,,25.0,Druid,,,,,,,,,,,Primal Gladiator's Kodohide Footguards,,,,Epic,,100.0,8.0,,,,,,,,
25.0,25.0,,37.0,,,,,80.0,,,11.0,25.0,,,Bladewalk Boots,,,,Epic,,100.0,8.0,,,,,37.0,,,22.0
,,,15.0,,,,,80.0,,,,24.0,,,Ironburner Sandals,,,,Epic,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,,,,,80.0,,,,24.0,,,Longshot Greaves,,,,Epic,,100.0,8.0,,,,,36.0,,,
,,,54.0,Warrior,,14.0,,,,,,24.0,,17.0,Oathsworn Greaves,,,,Rare,,100.0,8.0,,,,,36.0,24.0,24.0,
,,,54.0,Paladin,,14.0,,55.0,,,18.0,24.0,,,Sunsoul Sabatons,,,,Uncommon,,100.0,8.0,,,,,36.0,24.0,24.0,
24.0,24.0,,36.0,,,,,65.0,,,,24.0,,,Boots of Elemental Torment,,,,Rare,,100.0,8.0,,,,,36.0,,,
,,,15.0,,,17.0,,55.0,,,14.0,24.0,,,Windshaper Treads,,,,Uncommon,,,8.0,,,,,36.0,,,
24.0,24.0,,36.0,,,,,55.0,,,17.0,24.0,,,Stormsteppe Sabatons,,,,Uncommon,,,8.0,,,,,36.0,,,15.0
24.0,24.0,,36.0,,,17.0,,65.0,,,15.0,24.0,,,Primal Combatant's Footguards of Cruelty,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,Shaman,,14.0,,55.0,,,18.0,24.0,,,Streamtalker Boots,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
,,,15.0,Priest,,14.0,,65.0,,,17.0,24.0,,,Communal Boots,,,,Rare,,100.0,8.0,,,,,36.0,,,
24.0,24.0,,36.0,,,17.0,,55.0,,,15.0,24.0,,,Wild Aspirant's Footguards of Cruelty,,,,Uncommon,,100.0,8.0,,,,,36.0,,,
,,,54.0,,,17.0,,65.0,,,,24.0,,15.0,Primal Combatant's Warboots of Cruelty,,,,Rare,,100.0,8.0,,,,,36.0,24.0,24.0,
,,,54.0,Warrior,,14.0,,55.0,,,18.0,24.0,,,Oathsworn Sabatons,,,,Uncommon,,100.0,8.0,,,,,36.0,24.0,24.0,
,,,54.0,,,17.0,,65.0,,,,24.0,,15.0,Primal Combatant's Warboots of Cruelty,,,,Rare,,100.0,8.0,,,,,36.0,24.0,24.0,
,,,54.0,,,,,65.0,,,15.0,24.0,,17.0,Primal Combatant's Warboots of Prowess,,,,Rare,,100.0,8.0,,,,,36.0,24.0,24.0,
,,,15.0,Warlock,,12.0,,65.0,,,18.0,24.0,,,Felsoul Sandals,,,,Rare,,100.0,8.0,,,,,36.0,,,
23.0,23.0,,35.0,,,,,55.0,,,,23.0,,,Snarlthorn Greaves,,,,Uncommon,,98.0,8.0,,,,,35.0,,,
,,,14.0,,,,,55.0,,,,23.0,,,Sunscryer Sandals,,,,Uncommon,,97.0,8.0,,,,,35.0,,,
,,,52.0,,,17.0,,55.0,,,13.0,23.0,,,Sha'tari Keeper Warboots,,,,Uncommon,,,8.0,,,,,35.0,23.0,23.0,
23.0,23.0,,34.0,,,13.0,,65.0,,,,23.0,,16.0,Spiffy Chainmail Boots,,,,Rare,,93.0,8.0,,,,,34.0,,,
22.0,22.0,,33.0,,,12.0,,55.0,,,16.0,22.0,,,Wildwood Wrangler Sabatons,,,,Uncommon,,,8.0,,,,,32.0,,,
,,,25.0,,,,,55.0,,,,,,,Fel-Corroded Sabatons,,,,Poor,,100.0,8.0,,,,,,,,
,,,7.0,,,,,80.0,,,,,,,Tournament Gladiator's Warboots of Cruelty,,,,Epic,,100.0,8.0,,,,,,,,
,,,7.0,,,,,80.0,,,,,,,Tournament Gladiator's Warboots of Victory,,,,Epic,,100.0,8.0,,,,,,,,
,,,15.0,Priest,,,,,,,,,,,Warmongering Gladiator's Mooncloth Treads,,,,Epic,,100.0,8.0,,,,,,,,
,,,25.0,Druid,,,,,,,,,,,Warmongering Gladiator's Kodohide Footguards,,,,Epic,,100.0,8.0,,,,,,,,
,,,15.0,,,,,80.0,,,19.0,26.0,,16.0,Warmongering Gladiator's Treads of Cruelty,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,55.0,,,,,80.0,,,19.0,26.0,,,Warmongering Gladiator's Warboots of Victory,,,,Epic,,100.0,8.0,,,,,39.0,26.0,26.0,16.0
,,,15.0,,,19.0,,80.0,,,16.0,26.0,,,Warmongering Gladiator's Treads of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,15.0,,,19.0,,80.0,,,,26.0,,,Warmongering Gladiator's Treads of Victory,,,,Epic,,100.0,8.0,,,,,39.0,,,16.0
,,,15.0,,,,,80.0,,,19.0,26.0,,16.0,Warmongering Gladiator's Treads of Cruelty,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,55.0,Paladin,,,,,,,,,,,Warmongering Gladiator's Ornamented Greaves,,,,Epic,,100.0,8.0,,,,,,,,
,,,55.0,Paladin,,,,,,,,,,,Warmongering Gladiator's Scaled Greaves,,,,Epic,,100.0,8.0,,,,,,,,
,,,15.0,,,19.0,,80.0,,,,26.0,,,Warmongering Gladiator's Treads of Victory,,,,Epic,,100.0,8.0,,,,,39.0,,,16.0
26.0,26.0,,25.0,,,19.0,,80.0,,,16.0,26.0,,,Warmongering Gladiator's Boots of Cruelty,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,55.0,Death knight,,,,,,,,,,,Warmongering Gladiator's Dreadplate Warboots,,,,Epic,,100.0,8.0,,,,,,,,
26.0,26.0,,37.0,,,19.0,,80.0,,,16.0,26.0,,,Warmongering Gladiator's Footguards of Cruelty,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,36.0,Shaman,,,,,,,,,,,Wild Gladiator's Mail Footguards,,,,Epic,,100.0,8.0,,,,,,,,
,,,55.0,,,16.0,,65.0,,,,26.0,,18.0,Warmongering Combatant's Warboots of Prowess,,,,Rare,,100.0,8.0,,,,,39.0,26.0,26.0,
,,,55.0,,,18.0,,80.0,,,,26.0,,16.0,Wild Gladiator's Warboots of Cruelty,,,,Epic,,100.0,8.0,,,,,39.0,26.0,26.0,
,,,15.0,,,18.0,,80.0,,,16.0,26.0,,,Wild Gladiator's Treads of Prowess,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,55.0,Paladin,,,,,,,,,,,Wild Gladiator's Scaled Greaves,,,,Epic,,100.0,8.0,,,,,,,,
26.0,26.0,,25.0,,,18.0,,65.0,,,16.0,26.0,,,Warmongering Combatant's Boots of Cruelty,,,,Rare,,100.0,8.0,,,,,39.0,,,
,,,55.0,Death knight,,,,,,,,,,,Wild Gladiator's Dreadplate Warboots,,,,Epic,,100.0,8.0,,,,,,,,
26.0,26.0,,36.0,,,18.0,,80.0,,,16.0,26.0,,,Wild Gladiator's Footguards of Cruelty,,,,Epic,,100.0,8.0,,,,,39.0,,,
,,,15.0,,,18.0,,65.0,,,,26.0,,16.0,Warmongering Combatant's Treads of Prowess,,,,Rare,,100.0,8.0,,,,,39.0,,,
,,,15.0,Priest,,,,,,,,,,,Wild Gladiator's Mooncloth Treads,,,,Epic,,100.0,8.0,,,,,,,,
25.0,25.0,,37.0,,,,,80.0,,,,25.0,,,Sickened Scale Boots,,,,Epic,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,18.0,,80.0,,,15.0,25.0,,,Primal Gladiator's Boots of Cruelty,,,,Epic,,100.0,8.0,,,,,37.0,,,
,,,25.0,Druid,,,,,,,,,,,Primal Gladiator's Wyrmhide Footguards,,,,Epic,,100.0,8.0,,,,,,,,
25.0,25.0,,25.0,,,24.0,,55.0,,,,25.0,,,Tinkmaster's Insulated Boots,,,,Uncommon,,,8.0,,,,,37.0,,,9.0
,,,15.0,Priest,,,,,,,,,,,Primal Gladiator's Satin Treads,,,,Epic,,100.0,8.0,,,,,,,,
,,,55.0,,,18.0,,65.0,,,,25.0,,15.0,Wild Combatant's Warboots of Cruelty,,,,Rare,,100.0,8.0,,,,,37.0,25.0,25.0,
25.0,25.0,,25.0,,,20.0,,55.0,,,13.0,25.0,,,Drogstitch Footwraps,,,,Uncommon,,,8.0,,,,,37.0,,,
,,,15.0,Warlock,,33.0,,,,,,25.0,,,Ruinrain Sandals,,,,Uncommon,,100.0,8.0,,,,,37.0,,,
,,,55.0,Warrior,,33.0,,,,,,25.0,,,Defiant Greaves,,,,Uncommon,,100.0,8.0,,,,,37.0,25.0,25.0,
25.0,25.0,,25.0,,,17.0,,80.0,,,,25.0,,16.0,Slam Jammers,,,,Epic,,100.0,8.0,,,,,37.0,,,
,,,55.0,Death knight,,,,55.0,,,33.0,25.0,,,Inexorable Sabatons,,,,Uncommon,,100.0,8.0,,,,,37.0,25.0,25.0,
25.0,25.0,,37.0,,,15.0,,80.0,,,18.0,25.0,,,Primal Gladiator's Footguards of Prowess,,,,Epic,,100.0,8.0,,,,,37.0,,,
,,,15.0,,,,,80.0,,,17.0,25.0,,16.0,Fixated Treads,,,,Epic,,100.0,8.0,,,,,37.0,,,
,,,15.0,,,9.0,,80.0,,,24.0,25.0,,,Double-Padded Slippers,,,,Epic,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,,,65.0,,,12.0,25.0,,21.0,Treads of the Receding Nightmare,,,,Rare,,,8.0,,,,,37.0,,,
25.0,25.0,,37.0,,,23.0,,65.0,,,,25.0,,,Thornbrace Boots,,,,Rare,,,8.0,,,,,37.0,,,10.0
25.0,25.0,,37.0,,,,,80.0,,,,25.0,,18.0,Primal Gladiator's Footguards of Victory,,,,Epic,,100.0,8.0,,,,,37.0,,,15.0
,,,55.0,Paladin,,,,80.0,,,,,,,Primal Gladiator's Scaled Greaves,,,,Epic,,100.0,8.0,,,,,,,,
,,,15.0,,,17.0,,80.0,,,,25.0,,15.0,Treads of the Flaming Maw,,,,Epic,,100.0,8.0,,,,,37.0,,,
25.0,25.0,,25.0,,,18.0,,65.0,,,15.0,25.0,,,Wild Combatant's Boots of Cruelty,,,,Rare,,100.0,8.0,,,,,37.0,,,
