agi,agiint,agistr,agistrint,armor,classes,cooldown,corruption,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,versatility
,,,,,,,,,,46.0,22.0,,13.15,75.0,,,,,,46.0,22.0,13.15,2.6,Razorwind Axe,,,,Uncommon,77.0,,13.0,,,,2.6,,17.0,12.0,
,,,,,,,,,,19.0,15.0,,6.55,75.0,,,68.0,,,19.0,15.0,6.55,2.6,Moonbrook Scepter,,,,Uncommon,77.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,8.0,,39.0,30.0,,13.29,75.0,,8.0,,,,39.0,30.0,13.29,2.6,Pocket-Sized Mace,,,,Uncommon,,,13.0,,,,2.6,,17.0,12.0,
,,,,,,,,8.0,,39.0,30.0,,13.29,75.0,,8.0,,,,39.0,30.0,13.29,2.6,Prototype Chemical Applicator,,,,Uncommon,,,13.0,,,,2.6,,17.0,12.0,
11.0,,,,,,,,8.0,,43.0,25.0,,13.19,110.0,,,,,,43.0,25.0,13.19,2.6,Hateful Gladiator's Quickblade,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
,,,,,,,,7.0,,15.0,8.0,,6.63,80.0,,,68.0,,,15.0,8.0,6.63,1.8,Relentless Gladiator's Mageblade,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,
,,,,,,,,,,18.0,10.0,,7.95,55.0,,,,,,18.0,10.0,7.95,1.8,Wolk's Blunted Shiv,,,,Poor,74.0,,13.0,,,,1.8,,,,
12.0,,,,,,,,8.0,,43.0,25.0,,13.19,110.0,,,,,,43.0,25.0,13.19,2.6,Deadly Gladiator's Quickblade,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
,,,,,,,,8.0,,40.0,28.0,,13.1,80.0,,,,,,40.0,28.0,13.1,2.6,Hateful Gladiator's Slasher,,,,Epic,80.0,,13.0,,,,2.6,,17.0,11.0,8.0
,,,,,,,,,,43.0,25.0,6.0,13.19,,,,,,,43.0,25.0,13.19,2.6,Silverwing Defender,,1.0,6.0,Epic,80.0,,13.0,Prismatic socket,,,2.6,,12.0,12.0,
11.0,,,,,,,,8.0,,46.0,22.0,,13.11,110.0,,,,,,46.0,22.0,13.11,2.6,Hateful Gladiator's Cleaver,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
,,,,,,,,5.0,,46.0,22.0,,13.11,110.0,,,,,,46.0,22.0,13.11,2.6,Relentless Gladiator's Chopper,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,9.0,8.0
,,,,,Shaman,,,,,19.0,14.0,,6.52,75.0,,8.0,68.0,,,19.0,14.0,6.52,2.6,Stormbinder Scepter,,,,Uncommon,80.0,,13.0,,,,2.6,,17.0,,8.0
11.0,,,,,,,,8.0,,46.0,22.0,,13.11,,,,,,,46.0,22.0,13.11,2.6,Hateful Gladiator's Waraxe,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
,,,,,,,,10.0,,15.0,8.0,,6.63,80.0,,,68.0,,,15.0,8.0,6.63,1.8,Hateful Gladiator's Spellblade,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,
9.0,,,,,,,,5.0,,40.0,28.0,,13.1,80.0,,,,,,40.0,28.0,13.1,2.6,Wrathful Gladiator's Ripper,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
12.0,,,,,,,,8.0,,46.0,22.0,,13.11,,,,,,,46.0,22.0,13.11,2.6,Deadly Gladiator's Waraxe,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
12.0,,,,,,,,8.0,,30.0,17.0,,13.25,,,,,,,30.0,17.0,13.25,1.8,Deadly Gladiator's Mutilator,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,8.0
9.0,,,,,,,,5.0,,43.0,25.0,,13.19,,,,,,,43.0,25.0,13.19,2.6,Relentless Gladiator's Swiftblade,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
12.0,,,,,,,,4.0,,46.0,22.0,,13.11,,,,,,,46.0,22.0,13.11,2.6,Touch of Madness,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,12.0
12.0,,,,,Monk,,,8.0,,43.0,25.0,,13.19,75.0,,,,,8.0,43.0,25.0,13.19,2.6,Monastic Sword,,,,Uncommon,80.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,5.0,,46.0,22.0,,13.11,,,,,,,46.0,22.0,13.11,2.6,Relentless Gladiator's Splitter,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,9.0,8.0
,,,,,,,,,,38.0,29.0,9.0,13.05,110.0,,,,,,38.0,29.0,13.05,2.6,Blood and Glory,,1.0,3.0,Epic,80.0,,13.0,Prismatic socket,,,2.6,,12.0,12.0,
,,,,,,,,,,43.0,25.0,,13.19,75.0,,,,,,43.0,25.0,13.19,2.6,Skeleton's Sword,,,,Uncommon,80.0,,13.0,,,,2.6,,17.0,12.0,
10.0,,,,,,,,6.0,,38.0,29.0,,13.05,,,,,,,38.0,29.0,13.05,2.6,Furious Gladiator's Truncheon,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
9.0,,,,,,,,5.0,,30.0,17.0,,13.25,,,,,,,30.0,17.0,13.25,1.8,Relentless Gladiator's Eviscerator,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,8.0
12.0,,,,,,,,7.0,,43.0,25.0,,13.19,,,,,,,43.0,25.0,13.19,2.6,Void Sabre,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,9.0
12.0,,,,,,,,8.0,,30.0,17.0,,13.25,80.0,,,,,,30.0,17.0,13.25,1.8,Deadly Gladiator's Shanker,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,8.0
,,,,,,,,8.0,,15.0,8.0,,6.63,,,,68.0,,,15.0,8.0,6.63,1.8,Furious Gladiator's Mageblade,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,
,,,,,Paladin,,,,,43.0,25.0,8.0,13.19,75.0,,,,,,43.0,25.0,13.19,2.6,Zealous Sword,,,8.0,Uncommon,80.0,,13.0,,,,2.6,,17.0,12.0,
,,,,,,,,6.0,,46.0,22.0,,13.11,110.0,,,,,,46.0,22.0,13.11,2.6,Furious Gladiator's Hacker,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,18.0,10.0,8.0
10.0,,,,,,,,6.0,,43.0,25.0,,13.19,,,,,,,43.0,25.0,13.19,2.6,Furious Gladiator's Longblade,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
10.0,,,,,,,,6.0,,30.0,17.0,,13.25,80.0,,,,,,30.0,17.0,13.25,1.8,Furious Gladiator's Shanker,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,18.0,,8.0
,,,,,,,,6.0,,43.0,25.0,,13.19,110.0,,,,,,43.0,25.0,13.19,2.6,Furious Gladiator's Slicer,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,18.0,10.0,8.0
,,,,,,,,,,19.0,14.0,,6.52,,,,68.0,,,19.0,14.0,6.52,2.6,Furious Gladiator's Salvation,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
9.0,,,,,,,,8.0,,30.0,17.0,,13.25,80.0,,8.0,,,,30.0,17.0,13.25,1.8,Gouge of the Frigid Heart,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,14.0,,
12.0,,,,,,,,8.0,,40.0,28.0,,13.1,,,,,,,40.0,28.0,13.1,2.6,Deadly Gladiator's Ripper,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
10.0,,,,,,,,6.0,,46.0,22.0,,13.11,110.0,,,,,,46.0,22.0,13.11,2.6,Furious Gladiator's Dicer,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
,,,,,,,,5.0,,43.0,25.0,,13.19,110.0,,,,,,43.0,25.0,13.19,2.6,Relentless Gladiator's Slicer,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,9.0,8.0
,,,,,,,,,,19.0,14.0,,6.52,110.0,,,68.0,,,19.0,14.0,6.52,2.6,Wrathful Gladiator's Gavel,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,7.0
12.0,,,,,,,,9.0,,40.0,28.0,,13.1,,,6.0,,,,40.0,28.0,13.1,2.6,The Masticator,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,
10.0,,,,,,,,6.0,,30.0,17.0,,13.25,,,,,,,30.0,17.0,13.25,1.8,Furious Gladiator's Dirk,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,8.0
,,,,,,,,7.0,,19.0,14.0,,6.52,,,,68.0,,,19.0,14.0,6.52,2.6,Constellus,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,9.0
12.0,,,,,,,,,,42.0,25.0,,12.95,75.0,,,,,,42.0,25.0,12.95,2.6,Sleeted Longsword,,,,Uncommon,78.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,,,38.0,29.0,,12.99,75.0,,,,,,38.0,29.0,12.99,2.6,Nerubian Mace,,,,Uncommon,78.0,,13.0,,,,2.6,,17.0,12.0,
12.0,,,,,,,,,,29.0,17.0,,12.93,55.0,,,,,,29.0,17.0,12.93,1.8,Etched Dagger,,,,Uncommon,78.0,,13.0,,,,1.8,,17.0,,
,,,,,,,,,,14.0,8.0,,6.28,55.0,,,64.0,,,14.0,8.0,6.28,1.8,Singing Dagger,,,,Uncommon,77.0,,13.0,,,,1.8,,17.0,,
11.0,,,,,,,,19.0,,28.0,16.0,,12.47,65.0,,,,,,28.0,16.0,12.47,1.8,Blade of Nadox,,,,Rare,73.0,,13.0,,,,1.8,,10.0,,
11.0,,,,,,,,,,36.0,27.0,,12.3,75.0,,,,,,36.0,27.0,12.3,2.6,Ferrous Hammer,,,,Uncommon,75.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,,,14.0,8.0,,6.15,55.0,,,62.0,,,14.0,8.0,6.15,1.8,Water Blade,,,,Uncommon,74.0,,13.0,,,,1.8,,16.0,,
10.0,,,,,,,,,,34.0,26.0,,11.62,75.0,,,,,,34.0,26.0,11.62,2.6,Peaked Club,,,,Uncommon,72.0,,13.0,,,,2.6,,15.0,,
,,,,,,,,,,13.0,7.0,,5.79,55.0,,,58.0,,,13.0,7.0,5.79,1.8,Old Tooth,,,,Uncommon,72.0,,13.0,,,,1.8,,15.0,,
118.0,,,,,,,,52.0,,473.0,227.0,,134.76,,,52.0,,,,473.0,227.0,134.76,2.6,Stormpike Cleaver,,,,Epic,80.0,,13.0,,,,2.6,,178.0,,
118.0,,,,,,,,52.0,,303.0,181.0,,134.7,,,52.0,,,,303.0,181.0,134.7,1.8,"Heaven's Fall, Kryss of a Thousand Lies",,,,Epic,80.0,,13.0,,,,1.8,,178.0,,
118.0,,,,,,,,54.0,,394.0,306.0,,134.73,,,50.0,,,,394.0,306.0,134.73,2.6,The Grinder,,,,Epic,80.0,,13.0,,,,2.6,,178.0,,
,,,,,,,,9.0,,52.0,24.0,,14.77,90.0,,9.0,,,,52.0,24.0,14.77,2.6,Jinyu Handaxe,,,,Rare,,,13.0,,,,2.6,,20.0,13.0,
13.0,,,,,,,,9.0,,43.0,33.0,,14.69,90.0,,,,,9.0,43.0,33.0,14.69,2.6,Jinyu Combat Mace,,,,Rare,,,13.0,,,,2.6,,20.0,,
,,,,,,,,,,48.0,28.0,,14.73,90.0,,9.0,,,9.0,48.0,28.0,14.73,2.6,Sword of Honor,,,,Rare,,,13.0,,,,2.6,,20.0,13.0,
,,,,,,,,7.0,,21.0,16.0,,7.16,75.0,,9.0,74.0,,,21.0,16.0,7.16,2.6,Mace of Inner Peace,,,,Uncommon,1.0,,13.0,,,,2.6,,19.0,,
13.0,,,,,,,,9.0,,42.0,32.0,,14.32,75.0,,8.0,,,,42.0,32.0,14.32,2.6,Mace of Serenity,,,,Uncommon,,,13.0,,,,2.6,,19.0,,
,,,,,,,,,,42.0,32.0,,14.32,75.0,,9.0,,,7.0,42.0,32.0,14.32,2.6,Spirit Crusher,,,,Uncommon,,,13.0,,,,2.6,,19.0,13.0,
13.0,,,,,,,,7.0,,32.0,19.0,,14.24,55.0,,9.0,,,,32.0,19.0,14.24,1.8,Spiritbound Crescent,,,,Uncommon,,,13.0,,,,1.8,,19.0,,
,,,,,,,,8.0,,41.0,32.0,,14.07,75.0,,,,,9.0,41.0,32.0,14.07,2.6,Skyfire Trooper's Mace,,,,Uncommon,,,13.0,,,,2.6,,19.0,13.0,
,,,,,,,,,,39.0,30.0,,13.4,75.0,,,,,,39.0,30.0,13.4,2.6,Nethergarde Mace,,,,Uncommon,80.0,,13.0,,,,2.6,,18.0,12.0,
12.0,,,,,,,,,,41.0,28.0,,13.45,55.0,,,,,,41.0,28.0,13.45,2.6,Nethergarde Knuckles,,,,Uncommon,80.0,,13.0,,,,2.6,,18.0,,
,,,,,,,,,,20.0,15.0,,6.8,75.0,,,70.0,,,20.0,15.0,6.8,2.6,Mirkfallon Scepter,,,,Uncommon,80.0,,13.0,,,,2.6,,18.0,,
,,,,,,,,,,15.0,9.0,,6.67,55.0,,,68.0,,,15.0,9.0,6.67,1.8,Swamplight Spellblade,,,,Uncommon,78.0,,13.0,,,,1.8,,17.0,,
,,,,,,,,,,20.0,15.0,,6.77,75.0,,,68.0,,,20.0,15.0,6.77,2.6,Swamplight Scepter,,,,Uncommon,78.0,,13.0,,,,2.6,,17.0,,
12.0,,,,,,,,,,30.0,18.0,,13.35,55.0,,,,,,30.0,18.0,13.35,1.8,Steelspark Dagger,,,,Uncommon,78.0,,13.0,,,,1.8,,17.0,,
12.0,,,,,,,,,,30.0,17.0,,13.3,55.0,,,,,,30.0,17.0,13.3,1.8,Razorwind Dagger,,,,Uncommon,77.0,,13.0,,,,1.8,,17.0,,
12.0,,,,,,,,10.0,,38.0,29.0,,13.05,,,,,,,38.0,29.0,13.05,2.6,"Vulmir, the Northern Tempest",,,,Epic,80.0,,13.0,,,,2.6,,17.0,,5.0
9.0,,,,,,,,5.0,,40.0,28.0,,13.1,80.0,,,,,,40.0,28.0,13.1,2.6,Relentless Gladiator's Ripper,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
12.0,,,,,,,,3.0,,40.0,28.0,,13.1,80.0,,12.0,,,,40.0,28.0,13.1,2.6,Kinetic Ripper,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,
12.0,,,,,Rogue,,,,,43.0,25.0,,13.19,75.0,,8.0,,,8.0,43.0,25.0,13.19,2.6,Shadowstalking Sword,,,,Uncommon,80.0,,13.0,,,,2.6,,17.0,,
9.0,,,,,,,,5.0,,46.0,22.0,,13.11,,,,,,,46.0,22.0,13.11,2.6,Relentless Gladiator's Dicer,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
,,,,,,,,,,18.0,10.0,,7.95,55.0,,,,,,18.0,10.0,7.95,1.8,Battered Shiv,,,,Poor,79.0,,13.0,,,,1.8,,,,
,,,,,,,,6.0,,46.0,22.0,,13.11,110.0,,,,,,46.0,22.0,13.11,2.6,Furious Gladiator's Chopper,,,,Epic,80.0,,13.0,,,,2.6,,18.0,10.0,8.0
,,,,,,,,7.0,,15.0,8.0,,6.63,80.0,,,68.0,,,15.0,8.0,6.63,1.8,Wrathful Gladiator's Spellblade,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,
12.0,,,,,,,,12.0,,43.0,25.0,,13.19,110.0,,,,,,43.0,25.0,13.19,2.6,Razorscale Talon,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,3.0
12.0,,,,,,,,8.0,,30.0,17.0,,13.25,80.0,,4.0,,,,30.0,17.0,13.25,1.8,Orcish Deathblade,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,14.0,,
,,,,,,,,6.0,,40.0,28.0,,13.1,80.0,,,,,,40.0,28.0,13.1,2.6,Furious Gladiator's Slasher,,,,Epic,80.0,,13.0,,,,2.6,,18.0,10.0,8.0
12.0,,,,,,,,8.0,,38.0,29.0,,13.05,,,8.0,,,,38.0,29.0,13.05,2.6,Stonerender,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,
11.0,,,,,,,,8.0,,30.0,17.0,,13.25,,,,,,,30.0,17.0,13.25,1.8,Hateful Gladiator's Mutilator,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,8.0
,,,,,Shaman,,,,,19.0,14.0,,6.52,75.0,,7.0,68.0,,8.0,19.0,14.0,6.52,2.6,Stormbinder Gavel,,,,Uncommon,80.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,,,15.0,8.0,,6.63,80.0,,9.0,68.0,,,15.0,8.0,6.63,1.8,Soulscribe,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,7.0
,,,,,,,,5.0,,38.0,29.0,,13.05,,,,,,,38.0,29.0,13.05,2.6,Relentless Gladiator's Punisher,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,9.0,8.0
12.0,,,,,,,,11.0,,43.0,25.0,,13.19,,,4.0,,,,43.0,25.0,13.19,2.6,Rune-Etched Nightblade,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,
11.0,,,,,,,,8.0,,40.0,28.0,,13.1,,,,,,,40.0,28.0,13.1,2.6,Hateful Gladiator's Fleshslicer,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
12.0,,,,,,,,,,40.0,28.0,,13.1,55.0,,,,,,40.0,28.0,13.1,2.6,Savage Talons,,,,Uncommon,79.0,,13.0,,,,2.6,,17.0,,
10.0,,,,,,,,6.0,,40.0,28.0,,13.1,,,,,,,40.0,28.0,13.1,2.6,Furious Gladiator's Claw,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,17.0,,8.0
,,,,,,,,8.0,,15.0,8.0,,6.63,80.0,,8.0,68.0,,,15.0,8.0,6.63,1.8,Stormtip,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,
10.0,,,,,,,,6.0,,30.0,17.0,,13.25,80.0,,,,,,30.0,17.0,13.25,1.8,Furious Gladiator's Mutilator,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,18.0,,8.0
,,,,,,,,,,15.0,8.0,,6.63,80.0,,7.0,68.0,,,15.0,8.0,6.63,1.8,Relentless Gladiator's Blade of Alacrity,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,
12.0,,,,,,,,8.0,,40.0,28.0,,13.1,,,,,,,40.0,28.0,13.1,2.6,Deadly Gladiator's Fleshslicer,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
12.0,,,,,,,,6.0,,40.0,28.0,,13.1,,,9.0,,,,40.0,28.0,13.1,2.6,Golden Saronite Dragon,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,
12.0,,,,,,,,,,40.0,28.0,,13.1,55.0,,,,,,40.0,28.0,13.1,2.6,Corrupted Scythes,,,,Uncommon,80.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,6.0,,15.0,8.0,,6.63,80.0,,11.0,68.0,,,15.0,8.0,6.63,1.8,Blade of the Silver Disciple,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,12.0,,
,,,,,,,,,,38.0,29.0,,13.05,75.0,,,,,,38.0,29.0,13.05,2.6,Frigid War-Mace,,,,Uncommon,79.0,,13.0,,,,2.6,,17.0,12.0,
,,,,,,,,8.0,,46.0,22.0,,13.11,110.0,,,,,,46.0,22.0,13.11,2.6,Deadly Gladiator's Hacker,,,,Epic,80.0,,13.0,,,,2.6,,17.0,12.0,8.0
10.0,,,,,,,,6.0,,40.0,28.0,,13.1,,,,,,,40.0,28.0,13.1,2.6,Furious Gladiator's Fleshslicer,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,2.6,,18.0,,8.0
12.0,,,,,,,,8.0,,43.0,25.0,,13.19,,,,,,,43.0,25.0,13.19,2.6,Remorse,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
12.0,,,,,,,,,,30.0,17.0,,13.25,55.0,,,,,,30.0,17.0,13.25,1.8,Sinuous Keris,,,,Uncommon,79.0,,13.0,,,,1.8,,17.0,,
,,,,,,,,8.0,,43.0,25.0,,13.19,110.0,,,,,,43.0,25.0,13.19,2.6,Deadly Gladiator's Slicer,,,,Epic,80.0,,13.0,,,,2.6,,17.0,12.0,8.0
11.0,,,,,,,,8.0,,40.0,28.0,,13.1,,,,,,,40.0,28.0,13.1,2.6,Hateful Gladiator's Ripper,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,8.0
,,,,,,,,6.0,,38.0,29.0,,13.05,,,,,,,38.0,29.0,13.05,2.6,Shiver,,,,Epic,80.0,,13.0,,,,2.6,,17.0,12.0,10.0
12.0,,,,,,,,8.0,,38.0,29.0,,13.05,,,7.0,,,,38.0,29.0,13.05,2.6,Caress of Insanity,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,
,,,,,Paladin,,,,,19.0,14.0,,6.52,75.0,,7.0,68.0,,,19.0,14.0,6.52,2.6,Zealous Scepter,,,,Uncommon,80.0,,13.0,,,,2.6,,17.0,,8.0
12.0,,,,,,,,6.0,,30.0,17.0,,13.25,,,,,,,30.0,17.0,13.25,1.8,Perilous Bite,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,10.0
,,,,,,,,,,38.0,29.0,,13.05,110.0,,5.0,,,,38.0,29.0,13.05,2.6,Legacy of Thunder,,,,Epic,80.0,,13.0,,,,2.6,,17.0,12.0,10.0
12.0,,,,,,,,8.0,,30.0,17.0,,13.25,80.0,,,,,,30.0,17.0,13.25,1.8,Golem-Shard Sticker,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,7.0
9.0,,,,,,,,5.0,,30.0,17.0,,13.25,80.0,,,,,,30.0,17.0,13.25,1.8,Relentless Gladiator's Shanker,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,8.0
12.0,,,,,,,,,,30.0,17.0,,13.25,,,12.0,,,,30.0,17.0,13.25,1.8,Combatant's Bootblade,,,,Epic,80.0,,13.0,,,,1.8,,17.0,,4.0
,,,,,,,,8.0,,46.0,22.0,,13.11,110.0,,,,,,46.0,22.0,13.11,2.6,Hateful Gladiator's Chopper,,,,Epic,80.0,,13.0,,,,2.6,,17.0,11.0,8.0
9.0,,,,,,,,5.0,,30.0,17.0,,13.25,,,,,,,30.0,17.0,13.25,1.8,Relentless Gladiator's Spike,,1.0,,Epic,80.0,,13.0,Prismatic socket,,,1.8,,17.0,,8.0
12.0,,,,,,,,5.0,,43.0,25.0,,13.19,110.0,,10.0,,,,43.0,25.0,13.19,2.6,Malice,,,,Epic,80.0,,13.0,,,,2.6,,17.0,,
12.0,,,,,,,,,,46.0,21.0,,13.07,75.0,,,,,,46.0,21.0,13.07,2.6,Ice Pick,,,,Uncommon,78.0,,13.0,,,,2.6,,17.0,,
12.0,,,,,,,,,,40.0,27.0,,13.05,55.0,,,,,,40.0,27.0,13.05,2.6,Hollowed Bone Knuckles,,,,Uncommon,78.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,,,41.0,24.0,,12.67,75.0,,,,,,41.0,24.0,12.67,2.6,Craggy Machete,,,,Uncommon,77.0,,13.0,,,,2.6,,17.0,11.0,
11.0,,,,,,,,,,37.0,29.0,,12.7,75.0,,,,,,37.0,29.0,12.7,2.6,Adamant Mallet,,,,Uncommon,77.0,,13.0,,,,2.6,,17.0,,
,,,,,,,,,,14.0,8.0,,6.22,55.0,,,64.0,,,14.0,8.0,6.22,1.8,Runed Talon,,,,Uncommon,76.0,,13.0,,,,1.8,,17.0,,
11.0,,,,,,,,,,44.0,20.0,,12.49,75.0,,,,,,44.0,20.0,12.49,2.6,Dire Axe,,,,Uncommon,76.0,,13.0,,,,2.6,,17.0,,
11.0,,,,,,,,,,38.0,26.0,,12.43,55.0,,,,,,38.0,26.0,12.43,2.6,Gilded Fangs,,,,Uncommon,76.0,,13.0,,,,2.6,,17.0,,
11.0,,,,,,,,,,28.0,16.0,,12.43,55.0,,,,,,28.0,16.0,12.43,1.8,Parrying Dagger,,,,Uncommon,76.0,,13.0,,,,1.8,,17.0,,
,,,,,,,,,,14.0,8.0,,6.19,55.0,,,64.0,,,14.0,8.0,6.19,1.8,Levitating Dagger,,,,Uncommon,75.0,,13.0,,,,1.8,,17.0,,
11.0,,,,,,,,,,43.0,20.0,,12.26,75.0,,,,,,43.0,20.0,12.26,2.6,Boreal Woodchopper,,,,Uncommon,75.0,,13.0,,,,2.6,,17.0,,
11.0,,,,,,,,,,28.0,16.0,,12.39,55.0,,,,,,28.0,16.0,12.39,1.8,Trapper Knife,,,,Uncommon,75.0,,13.0,,,,1.8,,17.0,,
,,,,,,,,,,42.0,20.0,,12.0,75.0,,,,,,42.0,20.0,12.0,2.6,Troll Chopper,,,,Uncommon,74.0,,13.0,,,,2.6,,16.0,11.0,
11.0,,,,,,,,,,39.0,23.0,,12.02,75.0,,,,,,39.0,23.0,12.02,2.6,Scored Blade,,,,Uncommon,74.0,,13.0,,,,2.6,,16.0,,
,,,,,,,,,,35.0,26.0,,11.91,75.0,,,,,,35.0,26.0,11.91,2.6,Furbolg Truncheon,,,,Uncommon,73.0,,13.0,,,,2.6,,16.0,11.0,
11.0,,,,,,,,,,42.0,20.0,,11.93,75.0,,,,,,42.0,20.0,11.93,2.6,Disk Axe,,,,Uncommon,73.0,,13.0,,,,2.6,,16.0,,
11.0,,,,,,,,,,36.0,25.0,,11.81,55.0,,,,,,36.0,25.0,11.81,2.6,Gloved Talons,,,,Uncommon,73.0,,13.0,,,,2.6,,16.0,,
9.0,,,,,,,,9.0,,26.0,15.0,,11.5,65.0,,9.0,,,,26.0,15.0,11.5,1.8,Elanor's Edge,,,,Rare,73.0,,13.0,,,,1.8,,12.0,,
,,,,,,,,,,13.0,7.0,,5.75,55.0,,,58.0,,,13.0,7.0,5.75,1.8,Wise Dagger,,,,Uncommon,71.0,,13.0,,,,1.8,,15.0,,
10.0,,,,,,,,,,40.0,19.0,,11.4,75.0,,,,,,40.0,19.0,11.4,2.6,Dragonflayer Hatchet,,,,Uncommon,71.0,,13.0,,,,2.6,,15.0,,
10.0,,,,,,,,,,35.0,24.0,,11.44,55.0,,,,,,35.0,24.0,11.44,2.6,Mummified Paw,,,,Uncommon,71.0,,13.0,,,,2.6,,15.0,,
10.0,,,,,,,,,,33.0,25.0,,11.34,75.0,,,,,,33.0,25.0,11.34,2.6,Serrated Maul,,,,Uncommon,71.0,,13.0,,,,2.6,,15.0,,
10.0,,,,,,,,,,26.0,15.0,,11.5,55.0,,,,,,26.0,15.0,11.5,1.8,Twin-Edged Stiletto,,,,Uncommon,71.0,,13.0,,,,1.8,,15.0,,
,,,,,,,,7.0,,52.0,24.0,,14.77,90.0,,,,,10.0,52.0,24.0,14.77,2.6,Jinyu Battleaxe,,,,Rare,,,13.0,,,,2.6,,20.0,13.0,
13.0,,,,,,,,9.0,,33.0,19.0,,14.67,65.0,,9.0,,,,33.0,19.0,14.67,1.8,Jinyu Dagger,,,,Rare,,,13.0,,,,1.8,,20.0,,
13.0,,,,,,,,9.0,,50.0,24.0,,14.25,75.0,,8.0,,,,50.0,24.0,14.25,2.6,Spiritbound Axe,,,,Uncommon,,,13.0,,,,2.6,,19.0,,
