agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
19.0,19.0,,26.0,,,13.0,,55.0,,,11.0,19.0,,,Abandoned Zandalari Waterchain,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,40.0,,,12.0,,55.0,,,,16.0,,10.0,Ashen Wall Girdle,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,32.0,16.0,16.0,
,,,39.0,,,9.0,,55.0,,,,18.0,,14.0,Voolar's Bloodied Belt,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,39.0,Paladin,,,,55.0,,,12.0,18.0,,12.0,Grievous Gladiator's Clasp of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
15.0,15.0,,26.0,,,11.0,,55.0,,,,15.0,,11.0,Links of the Bifurcated Tongue,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,32.0,,,
,,,11.0,"Priest,Mage,Warlock",,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Cord of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,39.0,Death knight,,,,,,,,,,,Grievous Gladiator's Dreadplate Girdle,,,,Epic,,90.0,6.0,,,,,,,,
,,,39.0,Paladin,,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Clasp of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
,,,11.0,,,12.0,,55.0,,,12.0,18.0,,,Girdle of Dimorphodontics,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,39.0,"Warrior,Paladin,Death knight",,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Girdle of Prowess,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
18.0,18.0,,26.0,Shaman,,,,55.0,,,12.0,18.0,,12.0,Grievous Gladiator's Waistguard of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,11.0,Mage,,,,,,,,,,,Grievous Gladiator's Silk Cord,,,,Epic,,90.0,6.0,,,,,,,,
,,,11.0,"Priest,Mage,Warlock",,12.0,,55.0,,,12.0,18.0,,,Grievous Gladiator's Cord of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,39.0,,,9.0,,55.0,,,,18.0,,14.0,Reinforced Spiritplate Girdle,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,18.0,18.0,
18.0,18.0,,26.0,Shaman,,,,55.0,,,12.0,18.0,,12.0,Grievous Gladiator's Waistguard of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
18.0,18.0,,26.0,,,,,55.0,,,9.0,18.0,,14.0,Belt of the Arch Avimimus,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,11.0,Priest,,,,,,,,,,,Grievous Gladiator's Mooncloth Cord,,,,Epic,,90.0,6.0,,,,,,,,
,,,11.0,"Priest,Mage,Warlock",,12.0,,55.0,,,,18.0,,12.0,Grievous Gladiator's Cord of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,10.0,,,15.0,,40.0,,,,21.0,,12.0,Frostwolf Wind-Talker Cord,,,,Uncommon,,,6.0,,,,,32.0,,,
,,,10.0,,,10.0,,55.0,,,,18.0,,13.0,Invoker's Belt of Final Winter,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,10.0,,,,,55.0,,,12.0,18.0,,12.0,Healer's Belt of Final Winter,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
21.0,21.0,,26.0,,,,,55.0,,,,21.0,,,Perpetual Static Belt,,,,Epic,,90.0,6.0,,,,,32.0,,,
,,,10.0,,,,,55.0,,,,21.0,,,Jinyu Seer's Cord,,,,Epic,,90.0,6.0,,,,,32.0,,,
,,,38.0,,,12.0,,55.0,,,,15.0,,9.0,Star-Stealer Waistguard,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,31.0,15.0,15.0,
,,,38.0,,,12.0,,55.0,,,,18.0,,12.0,Abandoned Zandalari Greatbelt,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,31.0,18.0,18.0,
,,,38.0,,,10.0,,55.0,,,,18.0,,13.0,Abandoned Zandalari Bucklebreaker,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,31.0,18.0,18.0,
15.0,15.0,,17.0,,,,,55.0,,,11.0,15.0,,11.0,Girdle of Night and Day,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,31.0,,,
15.0,15.0,,17.0,,,,,55.0,,,11.0,15.0,,11.0,Stonebound Cinch,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,31.0,,,
15.0,15.0,,17.0,,,9.0,,55.0,,,11.0,15.0,,,Tomb Raider's Girdle,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,31.0,,,
,,,37.0,,,12.0,,50.0,,,14.0,20.0,,,Girdle of Soothing Detonation,,,,Rare,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,37.0,,,12.0,,55.0,,,,17.0,,11.0,Tyrannical Gladiator's Girdle of Prowess,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,10.0,,,,,55.0,,,12.0,17.0,,10.0,Cannonfire Cord,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,Shaman,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Waistguard of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,32.0,,,
,,,10.0,Priest,,,,55.0,,,,20.0,,,Reformationist's Belt,,,,Epic,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,25.0,,,12.0,,50.0,,,,20.0,,14.0,Contender's Dragonscale Belt,,,,Rare,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,12.0,17.0,,,Tyrannical Gladiator's Waistband of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,55.0,,,12.0,17.0,,,Tyrannical Gladiator's Links of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,,,13.0,,55.0,,,13.0,20.0,,,Pain-Binder Girdle,,,,Epic,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Belt of Cruelty,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,25.0,,,14.0,,50.0,,,,20.0,,12.0,Sunheart Waistband,,,,Rare,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,17.0,,,12.0,,50.0,,,14.0,20.0,,,Belt of Brazen Inebriation,,,,Rare,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,25.0,Hunter,,12.0,,40.0,,,14.0,20.0,,,Trailseeker Belt,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,55.0,,,12.0,17.0,,,Malevolent Gladiator's Links of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,50.0,,,,17.0,,12.0,Dreadful Gladiator's Links of Cruelty,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,17.0,,,12.0,,55.0,,,,17.0,,9.0,Cannoneer's Gunpowder Carrier,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,25.0,,,14.0,,50.0,,,,20.0,,12.0,Contender's Scale Belt,,,,Rare,,90.0,6.0,,,,,30.0,,,
,,,10.0,"Priest,Mage,Warlock",,,,50.0,,,12.0,17.0,,11.0,Crafted Malevolent Gladiator's Cord of Meditation,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,32.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Waistband of Cruelty,,1.0,,Epic,2200.0,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,25.0,,,11.0,,55.0,,,15.0,20.0,,,Rotting Bog Cinch,,,,Epic,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,17.0,,,15.0,,50.0,,,,20.0,,10.0,Hurricane Belt,,,,Rare,,90.0,6.0,,,,,30.0,,,
,,,10.0,,,12.0,,55.0,,,,14.0,,8.0,Belt of Embodied Terror,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,30.0,,,
17.0,17.0,,25.0,Shaman,,,,,,,12.0,17.0,,11.0,Tyrannical Gladiator's Waistguard of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,"Hunter,Shaman",,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Links of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,17.0,,,15.0,,55.0,,,,20.0,,10.0,Cinch of the Dead Forest's Vigil,,,,Epic,,90.0,6.0,,,,,30.0,,,
,,,10.0,"Priest,Mage,Warlock",,,,50.0,,,12.0,17.0,,11.0,Crafted Dreadful Gladiator's Cord of Meditation,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,17.0,,,,,55.0,,,,20.0,,,Cranefeather Waistband,,,,Epic,,90.0,6.0,,,,,30.0,,,
,,,37.0,"Warrior,Paladin,Death knight",,11.0,,55.0,,,12.0,17.0,,,Malevolent Gladiator's Girdle of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,37.0,,,,,55.0,,,,20.0,,,Lightning Rod Girdle,,,,Epic,,90.0,6.0,,,,,30.0,20.0,20.0,
17.0,17.0,,17.0,,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Belt of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,,,10.0,,55.0,,,,11.0,,18.0,Waistplate of Immobility,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,11.0,11.0,
17.0,17.0,,17.0,,,,,50.0,,,12.0,17.0,,11.0,Crafted Dreadful Gladiator's Belt of Meditation,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,Paladin,,,,55.0,,,12.0,17.0,,11.0,Tyrannical Gladiator's Clasp of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,37.0,,,13.0,,50.0,,,,20.0,,13.0,Binding of Broken Dreams,,,,Rare,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,37.0,,,11.0,,55.0,,,,17.0,,11.0,Kwon's Crushing Girdle,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,37.0,,,,,55.0,,,8.0,17.0,,13.0,Divide's Loyal Clasp,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,37.0,Warrior,,10.0,,40.0,,,,20.0,,15.0,Oathsworn Waistband,,,,Uncommon,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,37.0,Paladin,,11.0,,55.0,,,,17.0,,12.0,Tyrannical Gladiator's Clasp of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
17.0,17.0,,17.0,,,11.0,,55.0,,,12.0,17.0,,,Tyrannical Gladiator's Waistband of Accuracy,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
20.0,20.0,,25.0,,,,,50.0,,,14.0,20.0,,12.0,Belt of Totemic Binding,,,,Rare,,89.0,6.0,,,,,30.0,,,
,,,37.0,Paladin,,11.0,,55.0,,,,17.0,,12.0,Malevolent Gladiator's Clasp of Cruelty,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
,,,37.0,Death knight,,,,55.0,,,,20.0,,,Insubordination Belt,,,,Epic,,90.0,6.0,,,,,30.0,20.0,20.0,
,,,10.0,,,13.0,,50.0,,,,20.0,,14.0,Incineration Belt,,,,Rare,,90.0,6.0,,,,,30.0,,,
,,,37.0,,,,,50.0,,,11.0,20.0,,14.0,Coldbite Girdle,,,,Rare,,,6.0,,,,,30.0,20.0,20.0,
17.0,17.0,,17.0,,,8.0,,55.0,,,,17.0,,13.0,Klaxxi Lash of the Borrower,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,,,,,55.0,,,10.0,17.0,,12.0,Chain of Flaming Arrows,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,"Priest,Mage,Warlock",,,,55.0,,,12.0,17.0,,11.0,Tyrannical Gladiator's Cord of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,Shaman,,,,55.0,,,12.0,17.0,,11.0,Tyrannical Gladiator's Waistguard of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,Paladin,,,,55.0,,,12.0,17.0,,11.0,Malevolent Gladiator's Clasp of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,17.0,17.0,
20.0,20.0,,25.0,Shaman,,14.0,,40.0,,,12.0,20.0,,,Streamtalker Girdle,,,,Uncommon,,90.0,6.0,,,,,30.0,,,
20.0,20.0,,25.0,,,14.0,,50.0,,,13.0,20.0,,,Scarlet Archer's Links,,,,Rare,,1.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,55.0,,,,17.0,,12.0,Klaxxi Lash of the Harbinger,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,10.0,Warlock,,,,55.0,,,,20.0,,,Perjurious Belt,,,,Epic,,90.0,6.0,,,,,30.0,,,
17.0,17.0,,17.0,,,,,55.0,,,12.0,17.0,,11.0,Malevolent Gladiator's Belt of Meditation,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,25.0,,,,,55.0,,,10.0,17.0,,12.0,Shigi's Chain of Cheerful Summons,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,17.0,,,8.0,,55.0,,,,17.0,,13.0,Prevenge's Swashbuckling Cinch,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,,30.0,,,
17.0,17.0,,17.0,,,11.0,,50.0,,,12.0,17.0,,,Dreadful Gladiator's Waistband of Accuracy,,1.0,,Rare,,90.0,6.0,Prismatic socket,,,,30.0,,,
,,,37.0,,,11.0,,55.0,,,9.0,14.0,,,Girdle of Delirious Visions,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,30.0,14.0,14.0,
,,,37.0,,,,,40.0,,,,20.0,,,Temple Girdle,,,,Uncommon,,88.0,6.0,,,,,30.0,20.0,20.0,
20.0,20.0,,25.0,,,15.0,,40.0,,,11.0,20.0,,,Osul Peak Belt,,,,Uncommon,,,6.0,,,,,30.0,,,
,,,37.0,,,14.0,,40.0,,,,20.0,,12.0,Temple Guardian Girdle,,,,Uncommon,,,6.0,,,,,30.0,20.0,20.0,
20.0,20.0,,17.0,,,,,50.0,,,14.0,20.0,,11.0,Riverblade Belt,,,,Rare,,,6.0,,,,,30.0,,,
20.0,20.0,,24.0,,,,,50.0,,,,20.0,,,Stormscale Belt,,,,Rare,,85.0,6.0,,,,,30.0,,,
,,,10.0,,,10.0,,40.0,,,,19.0,,15.0,Waterfall Cord,,,,Uncommon,,,6.0,,,,,29.0,,,
,,,36.0,,,,,55.0,,,9.0,13.0,,,Dragonfracture Belt,,2.0,,Epic,,85.0,6.0,Prismatic socket,Prismatic socket,,,29.0,13.0,13.0,11.0
19.0,19.0,,16.0,,,,,40.0,,,,19.0,,,Swamp Waistband,,,,Uncommon,,86.0,6.0,,,,,29.0,,,
,,,10.0,,,12.0,,40.0,,,,19.0,,14.0,Wasteland Silk Cord,,,,Uncommon,,88.0,6.0,,,,,29.0,,,
19.0,19.0,,16.0,,,15.0,,40.0,,,,19.0,,10.0,Wasteland Leather Belt,,,,Uncommon,,88.0,6.0,,,,,29.0,,,
,,,35.0,,,,,40.0,,,12.0,19.0,,13.0,Narsong Waistband,,,,Uncommon,,,6.0,,,,,28.0,19.0,19.0,
,,,35.0,,,13.0,,40.0,,,11.0,19.0,,,Sunsong Armored Girdle,,,,Uncommon,,,6.0,,,,,28.0,19.0,19.0,
19.0,19.0,,16.0,,,,,40.0,,,,19.0,,13.0,Sunsoaked Belt,,,,Uncommon,,,6.0,,,,,28.0,,,12.0
,,,10.0,,,13.0,,40.0,,,13.0,19.0,,,Gilded Fan Silk Cord,,,,Uncommon,,,6.0,,,,,28.0,,,
19.0,19.0,,16.0,,,10.0,,40.0,,,,19.0,,14.0,Plainshawk Belt,,,,Uncommon,,,6.0,,,,,28.0,,,
,,,10.0,,,14.0,,40.0,,,10.0,19.0,,,Angkhal Waistband,,,,Uncommon,,,6.0,,,,,28.0,,,
13.0,13.0,,16.0,,,,,55.0,,,6.0,13.0,,12.0,Belt of Hidden Keys,,2.0,,Epic,,85.0,6.0,Prismatic socket,Prismatic socket,,,28.0,,,
,,,35.0,Paladin,,,,55.0,,,13.0,19.0,,,Cataclysmic Gladiator's Clasp of Meditation,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,25.0,19.0,19.0,10.0
,,,35.0,,,11.0,,40.0,,,14.0,19.0,,,Mountainscaler Armored Girdle,,,,Uncommon,,87.0,6.0,,,,,28.0,19.0,19.0,
13.0,13.0,,24.0,,,11.0,,55.0,,,8.0,13.0,,,Girdle of Shattered Stone,,2.0,,Epic,,85.0,6.0,Prismatic socket,Prismatic socket,,,28.0,,,
13.0,13.0,,24.0,,,11.0,,55.0,,,,13.0,,,Belt of Ghostly Graces,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,10.0
16.0,16.0,,16.0,,,10.0,,55.0,,,,16.0,,13.0,Cataclysmic Gladiator's Belt of Cruelty,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,
16.0,16.0,,16.0,,,10.0,,55.0,,,13.0,16.0,,,Cataclysmic Gladiator's Waistband of Accuracy,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,
,,,9.0,,,9.0,,55.0,,,11.0,13.0,,,Cord of the Slain Champion,,2.0,,Epic,,85.0,6.0,Prismatic socket,Prismatic socket,,,28.0,,,
13.0,13.0,,16.0,,,,,55.0,,,,13.0,,11.0,Girdle of the Grotesque,,2.0,,Epic,,85.0,6.0,Prismatic socket,Prismatic socket,,,28.0,,,9.0
19.0,19.0,,23.0,,,,,40.0,,,,19.0,,,Stormscale Belt,,,,Uncommon,,85.0,6.0,,,,,28.0,,,
,,,35.0,,,9.0,12.0,50.0,,,,18.0,,,Iron Will Girdle,,1.0,,Rare,,85.0,6.0,Prismatic socket,,,,28.0,18.0,18.0,
,,,9.0,"Priest,Mage,Warlock",,9.0,,50.0,,,12.0,15.0,,,Bloodthirsty Gladiator's Cord of Accuracy,,1.0,,Rare,,85.0,6.0,Prismatic socket,,,,28.0,,,
15.0,15.0,,23.0,Shaman,,,,55.0,,,12.0,15.0,,,Vicious Gladiator's Waistguard of Meditation,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,9.0
18.0,18.0,,23.0,,,13.0,,40.0,,,,18.0,,11.0,Faded Forest Chain Links,,,,Uncommon,,85.0,6.0,,,,,28.0,,,
,,,9.0,"Priest,Mage,Warlock",,9.0,,55.0,,,12.0,15.0,,,Vicious Gladiator's Cord of Accuracy,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,
18.0,18.0,,16.0,,,10.0,,55.0,,,11.0,18.0,,,Peroth'arn's Belt,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,25.0,,,
,,,9.0,,,,,50.0,,,,18.0,,12.0,Emberfire Belt,,,,Rare,,85.0,6.0,,,,,28.0,,,12.0
15.0,15.0,,16.0,,,9.0,,55.0,,,,15.0,,12.0,Ruthless Gladiator's Waistband of Cruelty,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,
,,,35.0,,,12.0,,40.0,,,,18.0,,12.0,Faded Forest Armored Girdle,,,,Uncommon,,85.0,6.0,,,,,28.0,18.0,18.0,
,,,9.0,,,,,40.0,,,,18.0,,,Stitched Cord,,,,Uncommon,,83.0,6.0,,,,,28.0,,,
,,,35.0,,,14.0,,50.0,,,,18.0,,11.0,Girdle of Lost Heroes,,,,Rare,,85.0,6.0,,,,,28.0,18.0,18.0,
,,,35.0,"Warrior,Paladin,Death knight",,12.0,,55.0,,,,15.0,,9.0,Ruthless Gladiator's Girdle of Prowess,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,15.0,15.0,
18.0,18.0,,23.0,,,,,40.0,,,,18.0,,,Saurok Belt,,,,Uncommon,,83.0,6.0,,,,,28.0,,,
18.0,18.0,,23.0,,,,,55.0,,,,18.0,,,Lightning Well Belt,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,
18.0,18.0,,23.0,,,12.0,,50.0,,,,18.0,,,Belt of Petrified Tears,,,,Rare,,83.0,6.0,,,,,28.0,,,12.0
,,,35.0,,,12.0,,50.0,,,,18.0,,,Vicious Ornate Pyrium Belt,,,,Rare,,85.0,6.0,,,,1.9,28.0,18.0,18.0,12.0
,,,35.0,,,,,40.0,,,,18.0,,,Wall Girdle,,,,Uncommon,,83.0,6.0,,,,,28.0,18.0,18.0,
18.0,18.0,,16.0,,,,,40.0,,,14.0,18.0,,10.0,Faded Forest Hide Belt,,,,Uncommon,,85.0,6.0,,,,,28.0,,,
,,,9.0,,,9.0,,55.0,,,,15.0,,,X-Tron Duct Tape,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,12.0
15.0,15.0,,16.0,,,9.0,,50.0,,,12.0,15.0,,,Red Beam Cord,,1.0,,Rare,,85.0,6.0,Prismatic socket,,,,28.0,,,
15.0,15.0,,23.0,,,9.0,,55.0,,,12.0,15.0,,,Coil of Ten-Thousand Screams,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,,,
,,,35.0,Paladin,,9.0,,55.0,,,,15.0,,12.0,Vicious Gladiator's Clasp of Cruelty,,1.0,,Epic,,85.0,6.0,Prismatic socket,,,,28.0,15.0,15.0,
18.0,18.0,,16.0,,,,,40.0,,,12.0,18.0,,,Belt of Smashed Feathers,,,,Uncommon,,,6.0,,,,,28.0,,,12.0
,,,34.0,,,,,40.0,,,,18.0,,,Steelgrill Girdle,,,,Uncommon,,85.0,6.0,,,,,28.0,18.0,18.0,
,,,34.0,,,10.0,,40.0,,,,18.0,,13.0,Skyfallen Plate Belt,,,,Uncommon,,,6.0,,,,,28.0,18.0,18.0,
,,,34.0,,,12.0,,50.0,,,,18.0,,,Belt of the Ringworm,,,,Rare,,81.0,6.0,,,,,28.0,18.0,18.0,12.0
18.0,18.0,,15.0,,,,,40.0,,,,18.0,,,Ravenholdt Waistband,,,,Uncommon,,84.0,6.0,,,,,27.0,,,
,,,34.0,,,,,40.0,,,,18.0,,,Crystalvein Girdle,,,,Uncommon,,84.0,6.0,,,,,27.0,18.0,18.0,
,,,33.0,,,,,40.0,,,10.0,18.0,,13.0,Girdle of Bolete Explosion,,,,Uncommon,,,6.0,,,,,27.0,18.0,18.0,
,,,33.0,,,,12.0,40.0,,,,18.0,,12.0,Gyreworm Waistguard,,,,Uncommon,,,6.0,,,,,27.0,18.0,18.0,
,,,9.0,,,,,40.0,,,,18.0,,,Everstill Cord,,,,Uncommon,,82.0,6.0,,,,,27.0,,,
,,,8.0,,,,,40.0,,,,,,,Scraggly Cloth Belt,,,,Poor,,90.0,6.0,,,,,,,,
,,,29.0,,,,,40.0,,,,,,,Slipshod Plate Belt,,,,Poor,,85.0,6.0,,,,,,,,
,,,6.0,Priest,,,,55.0,,,,,,,Cord of the Light,,,,Epic,,90.0,6.0,,,,,,,,
,,,334.0,,,176.0,,,,,,993.0,,117.0,Abandoned Zandalari Shadowgirdle,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,0.05,1496.0,,,
,,,1240.0,,,154.0,,,,,,993.0,,154.0,Abandoned Zandalari Greatbelt,,1.0,,Epic,,90.0,6.0,Prismatic socket,,,0.05,1496.0,993.0,993.0,
17.0,17.0,,28.0,,,12.0,,55.0,,,,17.0,,13.0,Chitin-Link Chain Belt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,28.0,,,,,55.0,,,11.0,17.0,,13.0,Cannoneer's Multipocket Gunbelt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,42.0,,,,,55.0,,,12.0,17.0,,12.0,Demolisher's Reinforced Belt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,42.0,,,,,55.0,,,12.0,17.0,,12.0,Demolisher's Reinforced Belt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
17.0,17.0,,28.0,,,10.0,,55.0,,,14.0,17.0,,,Belt of the Iron Prison,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,19.0,,,12.0,,55.0,,,,17.0,,13.0,Seal of Karmic Return,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,28.0,,,11.0,,55.0,,,13.0,17.0,,,Arrowflight Girdle,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,28.0,,,12.0,,55.0,,,,17.0,,13.0,Chitin-Link Chain Belt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
17.0,17.0,,28.0,,,,,55.0,,,11.0,17.0,,13.0,Cannoneer's Multipocket Gunbelt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,42.0,,,10.0,,55.0,,,14.0,17.0,,,Plate Belt of the War-Healer,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,11.0,,,10.0,,55.0,,,,17.0,,14.0,Sash of the Last Guardian,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,,,
,,,42.0,,,,,55.0,,,12.0,17.0,,12.0,Demolisher's Reinforced Belt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,35.0,17.0,17.0,
,,,42.0,,,,,55.0,,,12.0,17.0,,12.0,Demolisher's Reinforced Belt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,34.0,17.0,17.0,
,,,11.0,,,,,55.0,,,11.0,17.0,,13.0,Belt of the Broken Pact,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,34.0,,,
17.0,17.0,,28.0,,,,,55.0,,,11.0,17.0,,13.0,Cannoneer's Multipocket Gunbelt,,2.0,,Epic,,90.0,6.0,Prismatic socket,Prismatic socket,,,34.0,,,
